source_id,source_text,target_id,target_text,relation_type,doc_id
1,jackals,2,Kenya,are sampled from,1
1,jackals,3,rabies virus,are infected with,1
1,jackals,4,canine parvovirus (CPV-2),are infected with,1
1,jackals,5,canine distemper virus (CDV),are infected with,1
1,jackals,6,Ehrlichia canis,are infected with,1
7,black-backed jackals,3,rabies virus,are infected with,1
7,black-backed jackals,6,Ehrlichia canis,are infected with,1
15,Pacific harbor seal,17,adrenal glands,has,2
15,Pacific harbor seal,18,necrosis,has,2
15,Pacific harbor seal,19,inclusion bodies,has,2
15,Pacific harbor seal,20,DNA,has,2
15,Pacific harbor seal,21,sepsis,has,2
15,Pacific harbor seal,22,bacterial omphalophlebitis,has,2
15,Pacific harbor seal,23,pneumonia,has,2
15,Pacific harbor seal,24,gastroenteritis,has,2
15,Pacific harbor seal,25,thymic atrophy,has,2
15,Pacific harbor seal,26,hepatic necrosis,has,2
15,Pacific harbor seal,27,lymphopenia,has,2
15,Pacific harbor seal,28,herpesvirus,is infected with,2
16,Phoca vitulina richardsi,15,Pacific harbor seal,is a subspecies of,2
29,Phocine adrenal and kidney cell lines,30,adrenal tissue homogenate,is cultured with,2
29,Phocine adrenal and kidney cell lines,28,herpesvirus,is infected with,2
33,Electron microscopy,32,viral particles,reveals,2
34,Cell cultures,31,cytopathic effect,shows,2
35,Male,19,inclusion bodies,has,2
36,Female,19,inclusion bodies,has,2
38,island fox,42,canine adenovirus,is affected by,3
38,island fox,,canine parvovirus,is affected by,3
38,island fox,43,canine herpesvirus,is affected by,3
38,island fox,44,canine coronavirus,is affected by,3
38,island fox,45,leptospirosis,is affected by,3
38,island fox,46,toxoplasmosis,is affected by,3
40,Channel Islands,38,island fox,is home to,3
41,California,38,island fox,is home to,3
47,Pestivirus,48,Chamois,infection,4
47,Pestivirus,50,Border disease virus cluster,assigned to,4
,Rupicapra pyrenaica,53,Border disease virus,is affected by,5
,Rupicapra pyrenaica,55,Pyrenees,is found in,5
55,Pyrenees,51,Spain,is located in,5
,Rupicapra pyrenaica,58,2001,has an outbreak in,5
,Rupicapra pyrenaica,59,2002,has an outbreak in,5
,Rupicapra pyrenaica,56,February,is affected during,5
,Rupicapra pyrenaica,57,June,is affected during,5
60,nephrolithiasis,61,marine mammals,has,6
60,nephrolithiasis,62,northern elephant seal,is diagnosed in,6
60,nephrolithiasis,64,California sea lion,is diagnosed in,6
66,nephroliths,62,northern elephant seal,are found in,6
66,nephroliths,64,California sea lion,are found in,6
66,nephroliths,67,uric acid,are composed of,6
66,nephroliths,68,ammonium urate,are composed of,6
69,renal pelvic dilation,66,nephroliths,is associated with,6
70,pyelonephritis,66,nephroliths,is associated with,6
71,hydronephrosis,64,California sea lion,is noted in,6
72,uric acid nephrolithiasis,62,northern elephant seal,is found in,6
73,ammonium urate nephrolithiasis,64,California sea lion,is found in,6
74,Amblyomma americanum,76,Ehrlichia chaffeensis,vector,7
75,Ixodes scapularis,77,human granulocytic ehrlichiosis,vector,7
74,Amblyomma americanum,78,white-tailed deer,found on,7;13
75,Ixodes scapularis,78,white-tailed deer,found on,7
78,white-tailed deer,76,Ehrlichia chaffeensis,infected with,7;13;18
78,white-tailed deer,77,human granulocytic ehrlichiosis,infected with,7
78,white-tailed deer,81,Ehrlichia spp.,infected with,7;22
76,Ehrlichia chaffeensis,85,inguinal lymph node,isolated from,7
81,Ehrlichia spp.,87,blood smears,identified in,7
88,Syncerus caffer,96,African horse sickness virus,is affected by,8
107,black bear,112,valvular endocarditis,died from,9
111,northern Labrador,110,Canada,located in,9
107,black bear,111,northern Labrador,found in,9
116,Bison bison,115,parainfluenza 3 virus,infected by,10
117,Delta bison,118,Delta Junction,found near,10
118,Delta Junction,119,Alaska,located in,10
119,Alaska,120,USA,located in,10
116,Bison bison,121,domestic cattle,infected by,10
122,cougars,,feline immunodeficiency virus (FIV),exposed to,11
122,cougars,5,canine distemper virus (CDV),exposed to,11
122,cougars,135,Yersinia pestis,exposed to,11
138,age,122,cougars,predicts increased exposure risk,11
141,Hawaiian monk seal,143,phocine herpesvirus-1,has antibodies to,12
141,Hawaiian monk seal,144,Leptospira bratislava,has antibodies to,12
141,Hawaiian monk seal,145,L. hardjo,has antibodies to,12
141,Hawaiian monk seal,146,L. icterohaemorrhagiae,has antibodies to,12
141,Hawaiian monk seal,147,L. pomona,has antibodies to,12
141,Hawaiian monk seal,148,Brucella spp.,has antibodies to,12
141,Hawaiian monk seal,150,Chlamydophila abortus,has antibodies to,12
141,Hawaiian monk seal,151,Toxoplasma gondii,has antibodies to,12
141,Hawaiian monk seal,152,Dirofilaria immitis,has antibodies to,12
78,white-tailed deer,159,Ehrlichia sp.-like organism,hosts,13
159,Ehrlichia sp.-like organism,82,16S rDNA,has 16s rdna sequence,13
76,Ehrlichia chaffeensis,82,16S rDNA,has 16s rdna sequence,13
160,E. phagocytophila genogroup,82,16S rDNA,has 16s rdna sequence,13
83,HGE agent,82,16S rDNA,has 16s rdna sequence,13
165,white blood cells,20,DNA,contain,13
167,hippos,173,anthrax,affected by,14
167,hippos,172,Bacillus anthracis,affected by,14
169,Cape buffalo,173,anthrax,affected by,14
169,Cape buffalo,172,Bacillus anthracis,affected by,14
170,elephant,173,anthrax,affected by,14
170,elephant,172,Bacillus anthracis,affected by,14
177,people,173,anthrax,at risk of,14
178,Borrelia burgdorferi,181,Dermacentor occidentalis,infected,15
178,Borrelia burgdorferi,182,D. parumapertus,infected,15
178,Borrelia burgdorferi,183,Ixodes neotomae,infected,15
178,Borrelia burgdorferi,185,Haemaphysalis leporispalustris,infected,15
180,Lepus californicus californicus,181,Dermacentor occidentalis,infested by,15
180,Lepus californicus californicus,182,D. parumapertus,infested by,15
180,Lepus californicus californicus,183,Ixodes neotomae,infested by,15
180,Lepus californicus californicus,184,I. pacificus,infested by,15
180,Lepus californicus californicus,185,Haemaphysalis leporispalustris,infested by,15
186,Odocoileus hemionus columbianus,183,Ixodes neotomae,bitten by,15
186,Odocoileus hemionus columbianus,185,Haemaphysalis leporispalustris,bitten by,15
188,European badgers,189,Meles meles,has,16
189,Meles meles,190,Bovine tuberculosis,is affected by,16
190,Bovine tuberculosis,191,British cattle,affects,16
188,European badgers,194,Badger ecology,is related to,16
196,Individual,195,Social group,is influenced by,16
195,Social group,197,Demographic processes,is influenced by,16
195,Social group,198,Movement,is influenced by,16
195,Social group,199,Social organization,is influenced by,16
201,Males,,Females,are influenced by,16;59
193,South-west England,188,European badgers,is the location of,16
202,Clostridium perfringens,203,polar bears,occurs in,17
203,polar bears,205,Svalbard,found in,17
203,polar bears,206,Norway,found in,17
203,polar bears,58,2001,sampled in,17
203,polar bears,204,Ursus maritimus,classified as,17
78,white-tailed deer,211,lone star tick,infested by,18
211,lone star tick,76,Ehrlichia chaffeensis,vector of,18
212,Human,109,Staphylococcus aureus,hosts,19
109,Staphylococcus aureus,213,Great ape,transmitted,19
216,Western lowland gorilla,109,Staphylococcus aureus,hosts,19
217,Chimpanzee,109,Staphylococcus aureus,hosts,19
214,Gorilla gorilla gorilla,109,Staphylococcus aureus,hosts,19
215,Pan troglodytes,109,Staphylococcus aureus,hosts,19
219,International Centre for Medical Research,218,Franceville,located,19
218,Franceville,220,Gabon,located,19
212,Human,224,Leptospira licerasiae,infected by,20
224,Leptospira licerasiae,222,Rattus norvegicus,associated with,20
224,Leptospira licerasiae,223,Rattus rattus,associated with,20
224,Leptospira licerasiae,225,L. fainei,related to,20
224,Leptospira licerasiae,226,L. inadai,related to,20
227,L. interrogans,224,Leptospira licerasiae,has similar lipl32 protein to,20
228,L. kirschneri,224,Leptospira licerasiae,has similar lipl32 protein to,20
229,Mycoplasma alligatoris,230,American alligators,is isolated from,21
229,Mycoplasma alligatoris,231,Alligator mississippiensis,is a pathogen of,21
229,Mycoplasma alligatoris,232,A21JP2T,has type strain,21
232,A21JP2T,233,ATCC 700619T,is also known as,21
81,Ehrlichia spp.,120,USA,is present in,22
78,white-tailed deer,234,Alabama,is found in,22
78,white-tailed deer,235,Arkansas,is found in,22
78,white-tailed deer,236,Florida,is found in,22
78,white-tailed deer,237,Georgia,is found in,22
78,white-tailed deer,238,Illinois,is found in,22
78,white-tailed deer,239,Kentucky,is found in,22
78,white-tailed deer,240,Louisiana,is found in,22
78,white-tailed deer,241,Maryland,is found in,22
78,white-tailed deer,242,Massachusetts,is found in,22
78,white-tailed deer,243,Mississippi,is found in,22
78,white-tailed deer,244,Missouri,is found in,22
78,white-tailed deer,245,North Carolina,is found in,22
78,white-tailed deer,246,South Carolina,is found in,22
78,white-tailed deer,247,Tennessee,is found in,22
78,white-tailed deer,248,Texas,is found in,22
78,white-tailed deer,249,Virginia,is found in,22
78,white-tailed deer,250,West Virginia,is found in,22
,Brucella sp.,251,Pinnipeds,isolated from,23
,Brucella sp.,252,Cetaceans,isolated from,23
,Brucella sp.,253,Harbor seals,isolated from,23
,Brucella sp.,254,Harp seals,isolated from,23
,Brucella sp.,259,Lung,cultured from,23
,Brucella sp.,260,Axillary lymph nodes,cultured from,23
,Brucella sp.,261,Prescapular lymph nodes,cultured from,23
255,Phoca vitulina,259,Lung,had brucella sp. isolated from,23
255,Phoca vitulina,260,Axillary lymph nodes,had brucella sp. isolated from,23
255,Phoca vitulina,,Inguinal lymph nodes,had brucella sp. isolated from,23
255,Phoca vitulina,261,Prescapular lymph nodes,had brucella sp. isolated from,23
256,Phoca groenlandica,259,Lung,had brucella sp. isolated from,23
256,Phoca groenlandica,260,Axillary lymph nodes,had brucella sp. isolated from,23
256,Phoca groenlandica,,Inguinal lymph nodes,had brucella sp. isolated from,23
256,Phoca groenlandica,261,Prescapular lymph nodes,had brucella sp. isolated from,23
262,Mycobacterium avium subsp. paratuberculosis,263,brown bears,is isolated from,24
262,Mycobacterium avium subsp. paratuberculosis,267,ruminants,is also detected in,24
263,brown bears,265,National Park Low Tatras,are found in,24
263,brown bears,266,Slovakia,are found in,24
264,Ursus arctos,263,brown bears,is the species of,24
268,Salmonella enterica,64,California sea lion,is isolated from,25
268,Salmonella enterica,62,Northern elephant seal,is isolated from,25
268,Salmonella enterica,270,Western gulls,is isolated from,25
268,Salmonella enterica,40,Channel Islands,is present in,25
268,Salmonella enterica,272,Puget Sound,is present in,25
40,Channel Islands,64,California sea lion,is home to,25
40,Channel Islands,62,Northern elephant seal,is home to,25
40,Channel Islands,270,Western gulls,is home to,25
272,Puget Sound,64,California sea lion,is home to,25
268,Salmonella enterica,120,USA,is a zoonotic pathogen,25
268,Salmonella enterica,41,California,is a zoonotic pathogen,25
276,Papio anubis,278,Trichuris sp.,hosts,26
276,Papio anubis,279,Strongyloides sp.,hosts,26
276,Papio anubis,280,Trichostrongylus sp.,hosts,26
276,Papio anubis,281,Oesophagostomum sp.,hosts,26
276,Papio anubis,282,Schistosoma mansoni,hosts,26
276,Papio anubis,283,Entamoeba coli,hosts,26
276,Papio anubis,284,Entamoeba histolytica/dispar,hosts,26
276,Papio anubis,285,Blastocystis hominis,hosts,26
276,Papio anubis,286,Cyclospora sp.,hosts,26
276,Papio anubis,287,Cryptosporidium sp.,hosts,26
277,Cercopithecus aethiops,278,Trichuris sp.,hosts,26
277,Cercopithecus aethiops,281,Oesophagostomum sp.,hosts,26
277,Cercopithecus aethiops,283,Entamoeba coli,hosts,26
277,Cercopithecus aethiops,284,Entamoeba histolytica/dispar,hosts,26
277,Cercopithecus aethiops,285,Blastocystis hominis,hosts,26
277,Cercopithecus aethiops,286,Cyclospora sp.,hosts,26
277,Cercopithecus aethiops,287,Cryptosporidium sp.,hosts,26
276,Papio anubis,,Humans,shares water sources with,26;46
277,Cercopithecus aethiops,,Humans,shares water sources with,26;46
,humans,290,wildlife,influence,27
,humans,294,Opisthorchis viverrini,infect,27
,humans,295,Strongyloides stercoralis,infect,27
,humans,297,Haplorchis sp.,infect,27
291,long-tailed macaques,296,Strongyloides fuelleborni,infect,27
291,long-tailed macaques,297,Haplorchis sp.,infect,27
290,wildlife,293,helminth parasites,infect,27
290,wildlife,294,Opisthorchis viverrini,infect,27
290,wildlife,295,Strongyloides stercoralis,infect,27
290,wildlife,296,Strongyloides fuelleborni,infect,27
