entity_id,entity,type,latin_name,doc_ids
1,jackals,species,,1
2,Kenya,location,,1;54;59;74
3,rabies virus,pathogen,rabies virus,1;83;85;86
4,canine parvovirus (CPV-2),pathogen,canine parvovirus (CPV-2),1;3
5,canine distemper virus (CDV),pathogen,canine distemper virus (CDV),1;3;11;37;75
6,Ehrlichia canis,pathogen,Ehrlichia canis,1
7,black-backed jackals,species,,1
8,Canis mesomelas,scientific name,,1
9,golden jackals,species,,1
10,C. aureus,scientific name,,1
11,side-striped jackals,species,,1
12,C. adustus,scientific name,,1
13,Canis,genus,,1
14,African ecosystems,ecosystem,,1
15,Pacific harbor seal,species,,2
16,Phoca vitulina richardsi,scientific name,,2
17,adrenal glands,anatomy,,2;70
18,necrosis,pathology,,2
19,inclusion bodies,pathology,,2
20,DNA,molecule,,2
21,sepsis,disease,sepsis,2
22,bacterial omphalophlebitis,disease,bacterial omphalophlebitis,2
23,pneumonia,disease,pneumonia,2
24,gastroenteritis,disease,gastroenteritis,2
25,thymic atrophy,pathology,,2
26,hepatic necrosis,pathology,,2;99
27,lymphopenia,pathology,,2
28,herpesvirus,pathogen,herpesvirus,2
29,phocine adrenal and kidney cell lines,cell line,,2
30,adrenal tissue homogenate,sample,,2
31,cytopathic effect,phenomenon,,2
32,viral particles,molecule,,2
33,electron microscopy,technique,,2;97
34,cell cultures,sample,,2;89
35,rehabilitation,process,,2
36,California,location,,2;3;25;45
37,USA,location,,2;3;10;25;44;48;60;63;70;71;87;94
38,island fox,species,,3;45
39,Urocyon littoralis,scientific name,,3;45
40,Channel Islands,location,,3;25
41,canine adenovirus,pathogen,canine adenovirus,3;12
42,canine herpesvirus,pathogen,canine herpesvirus,3
43,canine coronavirus,pathogen,canine coronavirus,3
44,leptospirosis,pathogen,leptospirosis,3
45,toxoplasmosis,pathogen,toxoplasmosis,3
46,Pestivirus,Pathogen,Pestivirus,4
47,Chamois,Host,Chamois,4;5;33
48,Rupicapra pyrenaica pyrenaica,Host,Rupicapra pyrenaica pyrenaica,4;5
49,Border disease virus cluster,Pathogen group,,4
50,Northeastern Spain,Location,,4
51,2001-02,Time period,,4
52,southern chamois,host,southern chamois,5
53,border disease virus,pathogen,border disease virus,5
54,Pyrenees,location,,5
55,Spain,location,,5;37;38
56,February,time,,5
57,June,time,,5
58,brain,anatomical location,,5
59,spleen,anatomical location,,5
60,kidney,anatomical location,,5;24
61,monoclonal antibodies,tool,,5
62,RT-PCR,tool,,5;78;92
63,PCR,tool,,5;13;61
64,antigenic characterization,tool,,5
65,northern elephant seal,species,,6;25
66,Mirounga angustirostris,scientific name,,6;25
67,California sea lion,species,,6;25
68,Zalophus californianus,scientific name,,6;25
69,nephrolithiasis,disease,nephrolithiasis,6
70,nephroliths,disease component,,6
71,uric acid,chemical compound,,6
72,ammonium urate,chemical compound,,6
73,renal pelvic dilation,disease component,,6
74,pyelonephritis,disease component,,6
75,hydronephrosis,disease component,,6
76,urine,fluid,,6
77,Amblyomma americanum,Tick,,7;13;18
78,Ixodes scapularis,Tick,,7
79,Ehrlichia chaffeensis,Pathogen,Ehrlichia chaffeensis,7;13;18
80,Human granulocytic ehrlichiosis (HGE) agent,Pathogen,Human granulocytic ehrlichiosis (HGE) agent,7
81,Ehrlichia equi,Pathogen,Ehrlichia equi,7
82,Odocoileus virginianus,Host,Odocoileus virginianus,7;13;18;22;68;81;94
83,Ehrlichia spp.,Pathogen,Ehrlichia spp.,7;22
84,16S rDNA,Molecule,,7;13
85,Neutrophil,Cell,,7
86,Inguinal lymph node,Anatomical structure,,7;23
87,Blood,Fluid,,7
88,Southeastern United States,Geographic location,,7;22;66;76
89,United States,Geographic location,,7;22;98
90,Antibodies,Concept,,8;12;68;86
91,Pathogenic agents,Concept,,8
92,Free-living wild species,Concept,,8
93,Tanzania,Location,,8;58
94,Zebra,Host,Zebra,8
95,Wart hog,Host,Wart hog,8
96,Foot-and-mouth disease,Pathogen,Foot-and-mouth disease,8
97,Bovine herpes virus types 1 and 2,Pathogen,Bovine herpes virus types 1 and 2,8
