source_id,source_text,target_id,target_text,relation_type,doc_id
1,rabies virus,11,jackals,has antibody,1
2,canine parvovirus (CPV-2),11,jackals,has antibody,1
3,canine distemper virus (CDV),11,jackals,has antibody,1
4,Ehrlichia canis,11,jackals,has antibody,1
2,canine parvovirus (CPV-2),7,golden jackals,has higher prevalence,1
2,canine parvovirus (CPV-2),5,black-backed jackals,has lower prevalence,1
11,jackals,23,rare and endangered canids,are indicator species,1
13,Kenya,11,jackals,is location,1
14,free-ranging,11,jackals,is characteristic,1
15,adult,11,jackals,is characteristic,1
16,serum samples,17,antibodies,are examined for,1
17,antibodies,1,rabies virus,are against,1
17,antibodies,2,canine parvovirus (CPV-2),are against,1
17,antibodies,3,canine distemper virus (CDV),are against,1
17,antibodies,4,Ehrlichia canis,are against,1
20,April 1987,16,serum samples,is start date,1
21,January 1988,16,serum samples,is end date,1
24,Pacific harbor seal pups,27,Adrenal necrosis,have,2
24,Pacific harbor seal pups,34,Lesions,have,2
24,Pacific harbor seal pups,40,Multifocal hepatic necrosis,have,2
24,Pacific harbor seal pups,41,Lymphopenia,have,2
24,Pacific harbor seal pups,39,Thymic atrophy,have,2
24,Pacific harbor seal pups,28,"Amphophilic, smudgy intranuclear inclusion bodies",have,2
24,Pacific harbor seal pups,43,Unenveloped intranuclear hexagonal to round viral particles,have,2
24,Pacific harbor seal pups,44,Cytoplasmic enveloped virions,have,2
24,Pacific harbor seal pups,45,Herpesvirus,have,2
24,Pacific harbor seal pups,29,DNA,have,2
25,Phoca vitulina richardsi,55,Species,are,2
30,Seals,47,Adrenal tissue homogenate,have,2
30,Seals,49,Cell cultures,have,2
30,Seals,50,Viral particles,have,2
30,Seals,51,Inclusion bodies,have,2
52,Male seals,51,Inclusion bodies,have,2
,Female seals,51,Inclusion bodies,have,2
47,Adrenal tissue homogenate,48,Cytopathic effect,produce,2
49,Cell cultures,48,Cytopathic effect,show,2
42,Electron microscopy,43,Unenveloped intranuclear hexagonal to round viral particles,reveal,2
42,Electron microscopy,44,Cytoplasmic enveloped virions,reveal,2
56,island fox,66,threatened species,is listed as,3
56,island fox,57,Urocyon littoralis,is,3
56,island fox,58,Channel Islands,is found on,3
56,island fox,31,California,is found in,3
56,island fox,32,USA,is found in,3
56,island fox,59,canine adenovirus,has antibody against,3
56,island fox,,canine parvovirus,has antibody against,3;45
67,Nephrolithiasis,68,marine mammals,has been reported in,6
67,Nephrolithiasis,69,northern elephant seal,was diagnosed in,6
67,Nephrolithiasis,71,California sea lion,was diagnosed in,6
73,Nephroliths,76,renal pelvic dilation,were associated with,6
73,Nephroliths,77,pyelonephritis,were associated with,6
73,Nephroliths,74,uric acid,were composed of,6
73,Nephroliths,75,ammonium urate,were composed of,6
69,Northern elephant seal,73,nephroliths,had,6
71,California sea lion,73,nephroliths,had,6
71,California sea lion,78,hydronephrosis,had,6
83,Amblyomma americanum,85,Ehrlichia chaffeensis,vector,7
84,Ixodes scapularis,90,HGE agent,vector,7
83,Amblyomma americanum,87,white-tailed deer,found on,7
84,Ixodes scapularis,87,white-tailed deer,found on,7
87,white-tailed deer,85,Ehrlichia chaffeensis,infected with,7
87,white-tailed deer,90,HGE agent,infected with,7
87,white-tailed deer,91,Ehrlichia-like organism,infected with,7
86,Ehrlichia equi,96,indirect fluorescent antibody testing,detected by,7
90,HGE agent,100,neutrophil,identified in,7
89,Ehrlichia spp.,101,blood smears,identified in,7
90,HGE agent,102,southeastern United States,found in,7
17,Antibodies,104,Pathogenic agents,detect,8
104,Pathogenic agents,105,Free-living wild species,infect,8
17,Antibodies,108,Foot-and-mouth disease,detect,8
17,Antibodies,109,Bovine herpes virus types 1 and 2,detect,8
17,Antibodies,110,Lumpy skin disease,detect,8
17,Antibodies,111,Bovine viral diarrhoea,detect,8
17,Antibodies,112,Akabane,detect,8
17,Antibodies,113,Bovine ephemeral fever,detect,8
17,Antibodies,114,Bluetongue,detect,8
17,Antibodies,115,Enzootic bovine leucosis,detect,8
17,Antibodies,116,African horse sickness,detect,8
17,Antibodies,117,African swine fever,detect,8
17,Antibodies,118,Brucella abortus,detect,8
120,Syncerus caffer,17,Antibodies,contain,8
122,Connochaetes taurinus,17,Antibodies,contain,8
124,Damaliscus korrigum,17,Antibodies,contain,8
125,Zebra,17,Antibodies,contain,8
126,Wart hog,17,Antibodies,contain,8
127,Ursus americanus,128,Staphylococcus aureus,infected by,9
127,Ursus americanus,132,valvular endocarditis,died from,9
127,Ursus americanus,130,northern Labrador,found in,9
130,northern Labrador,131,Canada,located in,9
128,Staphylococcus aureus,132,valvular endocarditis,caused,9
136,parainfluenza 3 virus,138,free-ranging bison,infects,10
136,parainfluenza 3 virus,139,Delta bison,infects,10
142,Domestic cattle,136,parainfluenza 3 virus,is source of,10
141,Alaska,138,free-ranging bison,is location of,10
141,Alaska,139,Delta bison,is location of,10
