entity_id,entity,type,latin_name,doc_ids
1,rabies virus,Pathogen,rabies virus,1;86
2,canine parvovirus (CPV-2),Pathogen,canine parvovirus (CPV-2),1;3
3,canine distemper virus (CDV),Pathogen,canine distemper virus (CDV),1;3;37;75
4,Ehrlichia canis,Pathogen,Ehrlichia canis,1
5,black-backed jackals,Common name,,1
6,Canis mesomelas,Host,Canis mesomelas,1
7,golden jackals,Common name,,1
8,C. aureus,Host,C. aureus,1
9,side-striped jackals,Common name,,1
10,C. adustus,Host,C. adustus,1
11,jackals,Common name,,1
12,Canis,Genus,,1
13,Kenya,Location,,1;54;59;74
14,free-ranging,Animal source,,1;63;71
15,adult,Age,,1;63;75;87
16,serum samples,Measurement,,1;18;23;78
17,antibodies,Measurement,,1;8;15;18;22;23;78;80;81;88
18,prevalence,Measurement,,1;25;57;63;72
19,percentage,Unit,,1;35;72
20,April 1987,Date,,1
21,January 1988,Date,,1
22,African ecosystems,Environment,,1
23,rare and endangered canids,Host,rare and endangered canids,1
24,Pacific harbor seal pups,Common name,,2
25,Phoca vitulina richardsi,Host,Phoca vitulina richardsi,2
26,Histopathological examination,Process,,2
27,Adrenal necrosis,Disease,Adrenal necrosis,2
28,"Amphophilic, smudgy intranuclear inclusion bodies",Pathogen,"Amphophilic, smudgy intranuclear inclusion bodies",2
29,DNA,Property,,2;28;91
30,Seals,Common name,,2
31,California,Location,,2;3;45
32,USA,Location,,2;3;10;22;25;44;48;60;63;70;71;87;91;94
33,Necrotic adrenal cells,Tissue,,2
34,Lesions,Symptom,,2
35,Sepsis,Disease,Sepsis,2
36,Bacterial omphalophlebitis,Disease,Bacterial omphalophlebitis,2
37,Pneumonia,Disease,Pneumonia,2
38,Gastroenteritis,Disease,Gastroenteritis,2
39,Thymic atrophy,Symptom,,2
40,Multifocal hepatic necrosis,Symptom,,2
41,Lymphopenia,Symptom,,2
42,Electron microscopy,Process,,2;31;49;65;79;90;97
43,Unenveloped intranuclear hexagonal to round viral particles,Pathogen,Unenveloped intranuclear hexagonal to round viral particles,2
44,Cytoplasmic enveloped virions,Pathogen,Cytoplasmic enveloped virions,2
45,Herpesvirus,Pathogen,Herpesvirus,2
46,Phocine adrenal and kidney cell lines,Host,Phocine adrenal and kidney cell lines,2
47,Adrenal tissue homogenate,Sample,,2
48,Cytopathic effect,Symptom,,2
49,Cell cultures,Host,Cell cultures,2;89
50,Viral particles,Pathogen,Viral particles,2
51,Inclusion bodies,Pathogen,Inclusion bodies,2
52,Male seals,Host,Male seals,2
53,Rehabilitation,Process,,2
54,Birth weight,Property,,2
55,Species,Property,,2;32;35;49;69;73
56,island fox,Common name,,3;45
57,Urocyon littoralis,Host,Urocyon littoralis,3;45
58,Channel Islands,Location,,3;25
59,canine adenovirus,Pathogen,canine adenovirus,3
60,canine herpesvirus,Pathogen,canine herpesvirus,3
61,canine coronavirus,Pathogen,canine coronavirus,3
62,leptospirosis,Disease,leptospirosis,3;20
63,toxoplasmosis,Disease,toxoplasmosis,3
64,serologic survey,Process,,3
65,antibody prevalence,Measurement,,3;10
66,threatened species,Classification,,3
67,Nephrolithiasis,Disease,Nephrolithiasis,6
68,marine mammals,Host,marine mammals,6;23
69,northern elephant seal,Common name,,6;25
70,Mirounga angustirostris,Host,Mirounga angustirostris,6;25
71,California sea lion,Common name,,6;25
72,Zalophus californianus,Host,Zalophus californianus,6;25
73,nephroliths,Pathogen,nephroliths,6
74,uric acid,Pathogen component,,6
75,ammonium urate,Pathogen component,,6
76,renal pelvic dilation,Symptom,,6
77,pyelonephritis,Symptom,,6
78,hydronephrosis,Symptom,,6
79,2004,Year,,6;28;37;55;80;86
80,one,Number,,6;17;78
81,10,Number,,6;13
82,15,Number,,6
83,Amblyomma americanum,Pathogen,Amblyomma americanum,7;13;18
84,Ixodes scapularis,Pathogen,Ixodes scapularis,7
85,Ehrlichia chaffeensis,Pathogen,Ehrlichia chaffeensis,7;13;18
86,Ehrlichia equi,Pathogen,Ehrlichia equi,7
87,white-tailed deer,Common name,,7;13;18;22;68;81;94
88,Odocoileus virginianus,Host,Odocoileus virginianus,7;13;18;22;68;81;94
89,Ehrlichia spp.,Pathogen,Ehrlichia spp.,7;22
90,HGE agent,Pathogen,HGE agent,7
91,Ehrlichia-like organism,Pathogen,Ehrlichia-like organism,7;13
92,coastal Georgia,Location,,7
93,serologic,Technique,,7;21
94,molecular,Technique,,7;52
95,culture,Technique,,7;79
96,indirect fluorescent antibody testing,Technique,,7;22
97,nested polymerase chain reaction,Technique,,7;13;24;99
98,16S rDNA,Molecule,,7;13
99,inguinal lymph node,Tissue,,7;23
100,neutrophil,Cell,,7
101,blood smears,Sample,,7
102,southeastern United States,Location,,7;18;66;76
103,human ehrlichioses agents,Disease,human ehrlichioses agents,7
104,Pathogenic agents,Pathogen,Pathogenic agents,8
105,Free-living wild species,Host,Free-living wild species,8
106,Tanzania,Location,,8;58
107,Game areas,Location,,8
108,Foot-and-mouth disease,Disease,Foot-and-mouth disease,8
109,Bovine herpes virus types 1 and 2,Pathogen,Bovine herpes virus types 1 and 2,8
110,Lumpy skin disease,Disease,Lumpy skin disease,8
111,Bovine viral diarrhoea,Disease,Bovine viral diarrhoea,8
112,Akabane,Pathogen,Akabane,8
113,Bovine ephemeral fever,Disease,Bovine ephemeral fever,8
114,Bluetongue,Disease,Bluetongue,8
115,Enzootic bovine leucosis,Disease,Enzootic bovine leucosis,8
116,African horse sickness,Disease,African horse sickness,8
117,African swine fever,Disease,African swine fever,8
118,Brucella abortus,Pathogen,Brucella abortus,8
119,Buffalo,Common name,,8
120,Syncerus caffer,Host,Syncerus caffer,8;14
121,Wildebeest,Common name,,8
122,Connochaetes taurinus,Host,Connochaetes taurinus,8
123,Topi,Common name,,8
124,Damaliscus korrigum,Host,Damaliscus korrigum,8
125,Zebra,Common name,,8
126,Wart hog,Common name,,8
127,Ursus americanus,Host,Ursus americanus,9;67
128,Staphylococcus aureus,Pathogen,Staphylococcus aureus,9;19
129,black bear,Common name,,9;67
130,northern Labrador,Location,,9
131,Canada,Country,,9
132,valvular endocarditis,Disease,valvular endocarditis,9
133,coagulase-positive,Property,,9
134,fall 1991,Time,,9
135,radio-collared,Property,,9
136,parainfluenza 3 virus,Pathogen,parainfluenza 3 virus,10
137,Bison bison,Host,Bison bison,10
138,free-ranging bison,Common name,,10
139,Delta bison,Common name,,10
140,Delta Junction,Location,,10
141,Alaska,Location,,10
142,Domestic cattle,Host,Domestic cattle,10
143,Infection,Event,,10;24;35;42;58;63;72
144,Clinical disease,Symptom,,10
145,Productivity,Property,,10
146,1977,Year,,10
147,1984,Year,,10
148,human granulocytic ehrlichiosis,Disease,human granulocytic ehrlichiosis,13
149,DGA,Primer,,13
150,GA1UR,Primer,,13
151,DCH,Primer,,13
152,GE9f,Primer,,13
153,indirect fluorescence assays,Process,,13
154,PCR,Process,,13;20;61;99
155,U.S. states,Location,,13
