entity_id,entity,type,latin_name,doc_ids
1,canine pathogens,Concept,,1
2,rabies virus,Disease,rabies virus,1;83;85;86
3,canine parvovirus,Disease,canine parvovirus,1;3
4,canine distemper virus,Disease,canine distemper virus,1;3;11;37;75
5,Ehrlichia canis,Disease,Ehrlichia canis,1
6,black-backed jackals,Species,,1
7,Canis mesomelas,Species,,1
8,golden jackals,Species,,1
9,C. aureus,Species,,1;19
10,side-striped jackals,Species,,1
11,C. adustus,Species,,1
12,Kenya,Location,,1;54;59;74
13,April 1987,Date,,1
14,January 1988,Date,,1
15,African ecosystems,Location,,1
16,canids,Species,,1
17,canine diseases,Concept,,1
18,Pacific harbor seal pups,Organism,,2
19,Phoca vitulina richardsi,Species,,2
20,California,Location,,2;3;15;25;45
21,USA,Location,,2;3;10;22;25;44;48;60;63;70;71;87;91;94
22,DNA,Molecule,,2
23,sepsis,Disease,sepsis,2
24,bacterial omphalophlebitis,Disease,bacterial omphalophlebitis,2
25,pneumonia,Disease,pneumonia,2
26,gastroenteritis,Disease,gastroenteritis,2
27,thymic atrophy,Disease,thymic atrophy,2
28,multifocal hepatic necrosis,Disease,multifocal hepatic necrosis,2
29,lymphopenia,Disease,lymphopenia,2
30,herpesvirus,Virus,herpesvirus,2
31,phocine adrenal and kidney cell lines,Organism,,2
32,adrenal tissue homogenate,Substance,,2
33,cytopathic effect,Biological Process,,2
34,male,Gender,,2
35,female,Gender,,2;16;30;33;40
36,birth weight,Measurement,,2
37,island fox,Species,,3
38,Channel Islands,Location,,3;25
39,Urocyon littoralis,Species,,3;45
40,canine adenovirus,Disease,canine adenovirus,3;12
41,canine herpesvirus,Disease,canine herpesvirus,3
42,canine coronavirus,Disease,canine coronavirus,3
43,leptospirosis,Disease,leptospirosis,3;20
44,toxoplasmosis,Disease,toxoplasmosis,3
45,Pestivirus infection,Disease,Pestivirus infection,4
46,Pyrenean chamois,Species,,4
47,Rupicapra pyrenaica pyrenaica,Species,,4;5
48,northeastern Spain,Location,,4
49,border disease virus cluster,Virus,border disease virus cluster,4
50,2001-02,Time Period,,4
51,Border disease virus,Virus,Border disease virus,5
52,Pyrenees,Location,,5
53,Spain,Location,,5;37;38
54,February,Time,,5
55,June,Time,,5
56,2001,Time,,5
57,2002,Time,,5
58,Chamois,Species,,5;33
59,NE Spain,Location,,5
60,PCR,Technique,,5;20;79;83;99
61,RT-PCR,Technique,,5;78;85;92
62,Monoclonal antibodies,Technique,,5;64
63,Spleen,Anatomy,,5;97
64,Kidney,Anatomy,,5;6
65,Brain,Anatomy,,5;48
66,Nephrolithiasis,Disease,Nephrolithiasis,6
67,Marine mammals,Group,,6;23
68,Northern elephant seal,Species,,6
69,Mirounga angustirostris,Species,,6;25
70,California sea lion,Species,,6
71,Zalophus californianus,Species,,6;25
72,Nephroliths,Disease,Nephroliths,6
73,Renal pelvic dilation,Condition,,6
74,Pyelonephritis,Condition,,6
75,Hydronephrosis,Condition,,6
76,Uric acid,Chemical,,6
77,Ammonium urate,Chemical,,6
78,Urinate nephrolithiasis,Disease,Urinate nephrolithiasis,6
79,Amblyomma americanum,Organism,,7;13;18
80,Ixodes scapularis,Organism,,7
81,Ehrlichia chaffeensis,Organism,,7;13;18
