source_id,source_text,target_id,target_text,relation_type,doc_id
2,rabies virus,1,canine pathogens,is a type of,1
3,canine parvovirus,1,canine pathogens,is a type of,1
4,canine distemper virus,1,canine pathogens,is a type of,1
5,Ehrlichia canis,1,canine pathogens,is a type of,1
6,black-backed jackals,16,canids,are a type of,1
8,golden jackals,16,canids,are a type of,1
10,side-striped jackals,16,canids,are a type of,1
17,canine diseases,16,canids,are diseases that affect,1
18,Pacific harbor seal pups,27,thymic atrophy,had,2
18,Pacific harbor seal pups,29,lymphopenia,had,2
19,Phoca vitulina richardsi,27,thymic atrophy,had,2
19,Phoca vitulina richardsi,29,lymphopenia,had,2
31,phocine adrenal and kidney cell lines,32,adrenal tissue homogenate,inoculated with,2
31,phocine adrenal and kidney cell lines,33,cytopathic effect,produced,2
37,island fox,39,Urocyon littoralis,is,3
37,island fox,38,Channel Islands,is found on,3
37,island fox,20,California,is found in,3
37,island fox,21,USA,is found in,3
37,island fox,40,canine adenovirus,has antibody against,3
37,island fox,3,canine parvovirus,has antibody against,3
37,island fox,41,canine herpesvirus,has antibody against,3
37,island fox,42,canine coronavirus,has antibody against,3
37,island fox,43,leptospirosis,has antibody against,3
37,island fox,44,toxoplasmosis,has antibody against,3
37,island fox,4,canine distemper virus,does not have antibody against,3
45,Pestivirus infection,46,Pyrenean chamois,identified in,4
45,Pestivirus infection,49,border disease virus cluster,assigned to,4
46,Pyrenean chamois,48,northeastern Spain,located in,4
,Rupicapra pyrenaica,51,Border disease virus,associated with,5
,Rupicapra pyrenaica,52,Pyrenees,found in,5
,Rupicapra pyrenaica,59,NE Spain,found in,5
51,Border disease virus,61,RT-PCR,detected by,5
51,Border disease virus,62,Monoclonal antibodies,characterized by,5
,Rupicapra pyrenaica,63,Spleen,examined for,5
,Rupicapra pyrenaica,64,Kidney,examined for,5
,Rupicapra pyrenaica,65,Brain,examined for,5
66,Nephrolithiasis,67,Marine mammals,has,6
66,Nephrolithiasis,68,Northern elephant seal,was diagnosed,6
66,Nephrolithiasis,70,California sea lion,was diagnosed,6
72,Nephroliths,,Kidneys,were found,6
72,Nephroliths,68,Northern elephant seal,were found,6
72,Nephroliths,70,California sea lion,were found,6
72,Nephroliths,73,Renal pelvic dilation,were associated with,6
72,Nephroliths,74,Pyelonephritis,were associated with,6
72,Nephroliths,76,Uric acid,were composed of,6
72,Nephroliths,77,Ammonium urate,were composed of,6
70,California sea lion,75,Hydronephrosis,had,6
79,Amblyomma americanum,81,Ehrlichia chaffeensis,vector of,7;18
80,Ixodes scapularis,82,Human granulocytic ehrlichiosis,vector of,7
79,Amblyomma americanum,83,Odocoileus virginianus,found on,7
80,Ixodes scapularis,83,Odocoileus virginianus,found on,7
83,Odocoileus virginianus,81,Ehrlichia chaffeensis,infected with,7;13
83,Odocoileus virginianus,82,Human granulocytic ehrlichiosis,infected with,7
83,Odocoileus virginianus,86,Ehrlichia spp.,infected with,7;22
84,Ehrlichia equi,83,Odocoileus virginianus,detected in,7
81,Ehrlichia chaffeensis,88,Southeastern United States,found in,7
82,Human granulocytic ehrlichiosis,88,Southeastern United States,found in,7
90,Human ehrlichioses,89,United States,found in,7
