source_id,source_text,target_id,target_text,relation_type,doc_id
1,Canis mesomelas,5,Rabies virus,has antibodies,1
1,Canis mesomelas,6,Canine parvovirus (CPV-2),has antibodies,1
1,Canis mesomelas,7,Canine distemper virus (CDV),has antibodies,1
1,Canis mesomelas,8,Ehrlichia canis,has antibodies,1
2,Canis aureus,6,Canine parvovirus (CPV-2),has antibodies,1
3,Canis adustus,6,Canine parvovirus (CPV-2),has antibodies,1
3,Canis adustus,7,Canine distemper virus (CDV),has antibodies,1
4,Jackals,14,Free-ranging,are,1
4,Jackals,16,Canine,are,1
4,Jackals,19,Canids,are,1
12,Serum samples,13,Antibodies,contain,1;18;87
17,Pathogens,20,Diseases,are,1
21,Pacific harbor seal,23,Adrenal cells,has,2
21,Pacific harbor seal,24,DNA,has,2
21,Pacific harbor seal,26,Bacteria,has,2
21,Pacific harbor seal,27,Herpesvirus,has,2
21,Pacific harbor seal,28,Adrenal glands,has,2
21,Pacific harbor seal,29,Kidney cell lines,has,2
21,Pacific harbor seal,30,Phocine adrenal and kidney cell lines,has,2
23,Adrenal cells,24,DNA,contains,2
23,Adrenal cells,27,Herpesvirus,contains,2
26,Bacteria,40,Sepsis,causes,2
26,Bacteria,37,Omphalophlebitis,causes,2
26,Bacteria,38,Pneumonia,causes,2
26,Bacteria,39,Gastroenteritis,causes,2
27,Herpesvirus,41,Adrenal necrosis,causes,2
27,Herpesvirus,34,Thymic atrophy,causes,2
27,Herpesvirus,35,Multifocal hepatic necrosis,causes,2
27,Herpesvirus,36,Lymphopenia,causes,2
31,California,21,Pacific harbor seal,is located,2
32,USA,21,Pacific harbor seal,is located,2
33,Central and northern California,21,Pacific harbor seal,is located,2
42,Island Fox,44,Channel Islands,habitat,3
42,Island Fox,43,Urocyon littoralis,species,3
42,Island Fox,31,California,location,3
42,Island Fox,32,USA,location,3
45,Canine Adenovirus,42,Island Fox,prevalence,3
,Canine Parvovirus,42,Island Fox,prevalence,3;45
46,Canine Herpesvirus,42,Island Fox,prevalence,3
47,Canine Coronavirus,42,Island Fox,prevalence,3
48,Leptospirosis,42,Island Fox,prevalence,3
49,Toxoplasmosis,42,Island Fox,prevalence,3
50,Pestivirus,51,Chamois,infection,4
50,Pestivirus,53,Border disease virus cluster,assigned to,4
54,Pyrenean chamois,55,Northeastern Spain,location of outbreak,4
,Rupicapra pyrenaica,57,Border disease virus,infected by,5
59,Pyrenees,,Rupicapra pyrenaica,location of,5
60,Spain,59,Pyrenees,location of,5
66,Spleen,82,Haemosiderin deposits,affected by,5
67,Kidney,83,Cloissone,affected by,5
50,Pestivirus,,Rupicapra pyrenaica,isolated from,5
85,northern elephant seal,90,nephroliths,has,6
85,northern elephant seal,91,uric acid,has,6
85,northern elephant seal,92,ammonium urate,has,6
85,northern elephant seal,93,renal pelvic dilation,has,6
85,northern elephant seal,94,pyelonephritis,has,6
85,northern elephant seal,95,hydronephrosis,has,6
85,northern elephant seal,,kidneys,has,6
85,northern elephant seal,96,urine,has,6
87,California sea lion,90,nephroliths,has,6
87,California sea lion,92,ammonium urate,has,6
87,California sea lion,93,renal pelvic dilation,has,6
87,California sea lion,94,pyelonephritis,has,6
87,California sea lion,95,hydronephrosis,has,6
87,California sea lion,,kidneys,has,6
87,California sea lion,96,urine,has,6
98,Amblyomma americanum,100,Ehrlichia chaffeensis,vector,7;18
99,Ixodes scapularis,101,Human granulocytic ehrlichiosis,vector,7
98,Amblyomma americanum,102,White-tailed deer,found on,7
99,Ixodes scapularis,102,White-tailed deer,found on,7
102,White-tailed deer,100,Ehrlichia chaffeensis,infected with,7;13
102,White-tailed deer,101,Human granulocytic ehrlichiosis,infected with,7
102,White-tailed deer,104,Ehrlichia equi,infected with,7
106,Inguinal lymph node,100,Ehrlichia chaffeensis,infected with,7
108,Coastal Georgia,102,White-tailed deer,location,7
109,Southeastern United States,102,White-tailed deer,location,7
110,Tanzania,111,Wild species,location,8
17,Pathogens,13,Antibodies,tested against,8
112,Foot-and-mouth disease,13,Antibodies,tested against,8
113,Bovine herpes virus types 1 and 2,13,Antibodies,tested against,8
114,Lumpy skin disease,13,Antibodies,tested against,8
115,Bovine viral diarrhoea,13,Antibodies,tested against,8
116,Akabane,13,Antibodies,tested against,8
117,Bovine ephemeral fever,13,Antibodies,tested against,8
118,Bluetongue,13,Antibodies,tested against,8
119,Enzootic bovine leucosis,13,Antibodies,tested against,8
120,African horse sickness,13,Antibodies,tested against,8
121,African swine fever,13,Antibodies,tested against,8
122,Brucella abortus,13,Antibodies,tested against,8
123,Ursus americanus,124,Staphylococcus aureus,has,9
123,Ursus americanus,128,Valvular endocarditis,died from,9
123,Ursus americanus,125,Canada,was found in,9
123,Ursus americanus,126,Labrador,was found in,9
125,Canada,126,Labrador,is a location of,9
124,Staphylococcus aureus,128,Valvular endocarditis,caused,9
130,Bison bison,131,Parainfluenza 3 virus,infected by,10
134,Delta bison,132,Delta Junction,found near,10
134,Delta bison,133,Alaska,found in,10
134,Delta bison,32,USA,found in,10
130,Bison bison,135,Domestic cattle,hypothesized to be infected by,10
136,Puma concolor,143,FIV,exposed to,11
136,Puma concolor,144,FPV,exposed to,11
136,Puma concolor,145,FCoV,exposed to,11
136,Puma concolor,146,FCV,exposed to,11
136,Puma concolor,147,CDV,exposed to,11
136,Puma concolor,142,Yersinia pestis,exposed to,11
136,Puma concolor,148,FHV,exposed to,11
154,Hawaiian monk seal,156,Phocine herpesvirus-1,has antibodies to,12
154,Hawaiian monk seal,157,Leptospira bratislava,has antibodies to,12
154,Hawaiian monk seal,158,L. hardjo,has antibodies to,12
154,Hawaiian monk seal,159,L. icterohaemorrhagiae,has antibodies to,12
154,Hawaiian monk seal,160,L. pomona,has antibodies to,12
154,Hawaiian monk seal,161,Brucella spp.,has antibodies to,12
154,Hawaiian monk seal,163,Chlamydophila abortus,has antibodies to,12
154,Hawaiian monk seal,164,Toxoplasma gondii,has antibodies to,12
154,Hawaiian monk seal,165,Dirofilaria immitis,has antibodies to,12
169,Northwestern Hawaiian Islands,154,Hawaiian monk seal,is location of,12
170,Serum,13,antibodies,contains,12;78;80
13,Antibodies,171,Enzyme-linked immunosorbent assay,are detected by,12
13,Antibodies,173,Microagglutination test,are detected by,12
13,Antibodies,174,Complement fixation test,are detected by,12
13,Antibodies,175,Card test,are detected by,12
176,Conservation efforts,177,Surveillance,involve,12
178,Ehrlichia sp.-like organism,102,White-tailed deer,is found in,13
178,Ehrlichia sp.-like organism,105,16S rDNA,is detected by,13
183,Ehrlichia spp.,180,GA1UR,has a reverse primer,13
183,Ehrlichia spp.,179,DGA,has a forward primer,13
100,Ehrlichia chaffeensis,181,DCH,has a forward primer,13
183,Ehrlichia spp.,188,Polymerase chain reactions,is amplified by,13
178,Ehrlichia sp.-like organism,188,Polymerase chain reactions,is amplified by,13
100,Ehrlichia chaffeensis,188,Polymerase chain reactions,is amplified by,13
98,Amblyomma americanum,178,Ehrlichia sp.-like organism,is associated with,13
185,Ticks,102,White-tailed deer,infest,13
189,Anthrax,192,Hippopotamus amphibius,affects,14
189,Anthrax,193,Cape buffalo,affects,14
189,Anthrax,194,Loxodonta africana,affects,14
195,Bacillus anthracis,198,Luangwa River,contaminates,14
195,Bacillus anthracis,196,People,poses risk to,14
197,Local laboratory staff,189,Anthrax,monitors,14
190,Luangwa Valley,191,Zambia,located in,14
198,Luangwa River,190,Luangwa Valley,located in,14
205,Borrelia burgdorferi,206,Lepus californicus californicus,detected in,15
205,Borrelia burgdorferi,207,Dermacentor occidentalis,detected in,15
205,Borrelia burgdorferi,208,D. parumapertus,detected in,15
205,Borrelia burgdorferi,209,Ixodes neotomae,detected in,15
205,Borrelia burgdorferi,210,I. pacificus,detected in,15
205,Borrelia burgdorferi,211,Haemaphysalis leporispalustris,detected in,15
206,Lepus californicus californicus,207,Dermacentor occidentalis,infested by,15
206,Lepus californicus californicus,208,D. parumapertus,infested by,15
206,Lepus californicus californicus,209,Ixodes neotomae,infested by,15
206,Lepus californicus californicus,210,I. pacificus,infested by,15
206,Lepus californicus californicus,211,Haemaphysalis leporispalustris,infested by,15
212,Odocoileus hemionus columbianus,205,Borrelia burgdorferi,infected by,15
205,Borrelia burgdorferi,218,Monoclonal antibody (H9724),detected by,15
205,Borrelia burgdorferi,219,Monoclonal antibody (H5332),not detected by,15
224,Meles meles,225,Bovine tuberculosis,has been a central part of,16
224,Meles meles,227,South-west England,has been the subject of,16
228,TB,231,Clinical samples,is detected by culture of,16
228,TB,230,Bacilli,is excreted by,16
232,Individual,233,Social group,is more likely to be an incident case in,16
240,Clostridium perfringens,241,Polar bears,occurs in,17
240,Clostridium perfringens,245,Fecal samples,isolated from,17
245,Fecal samples,241,Polar bears,taken from,17
240,Clostridium perfringens,246,Bacteriologic analysis,analyzed by,17
240,Clostridium perfringens,247,Toxin type,has toxin type,17
247,Toxin type,248,Beta2-toxin,classified as,17
240,Clostridium perfringens,249,Gastrointestinal tract,found in,17
241,Polar bears,243,Svalbard,found in,17
243,Svalbard,244,Norway,located in,17
240,Clostridium perfringens,63,2001,isolated in,17
103,Odocoileus virginianus,100,Ehrlichia chaffeensis,hosts,18
98,Amblyomma americanum,109,Southeastern United States,infests,18
13,Antibodies,100,Ehrlichia chaffeensis,reactive to,18
251,Fluorescent antibody analysis,13,Antibodies,detects,18
252,Human ehrlichiosis,100,Ehrlichia chaffeensis,caused by,18
124,Staphylococcus aureus,253,Great apes,found in,19
124,Staphylococcus aureus,254,Central Africa,found in,19
124,Staphylococcus aureus,255,Gabon,found in,19
124,Staphylococcus aureus,257,Western lowland gorilla,found in,19
124,Staphylococcus aureus,259,Chimpanzees,found in,19
124,Staphylococcus aureus,263,Staphylococcal sepsis,causes,19
262,spa-type t148,124,Staphylococcus aureus,found in,19
262,spa-type t148,257,Western lowland gorilla,found in,19
262,spa-type t148,259,Chimpanzees,found in,19
256,International Centre for Medical Research of Franceville,255,Gabon,located in,19
258,Gorilla gorilla gorilla,124,Staphylococcus aureus,infected with,19
260,Pan troglodytes,124,Staphylococcus aureus,infected with,19
265,Leptospira,278,Rattus species,caused by,20
265,Leptospira,266,Rattus norvegicus,associated with,20
265,Leptospira,267,R. rattus,associated with,20
265,Leptospira,276,Humans,isolated from,20
265,Leptospira,277,Febrile patients,isolated from,20
268,Leptospira licerasiae,265,Leptospira,is a type of,20
268,Leptospira licerasiae,269,L. fainei,is phylogenetically related to,20
268,Leptospira licerasiae,270,L. inadai,is phylogenetically related to,20
285,LipL32,268,Leptospira licerasiae,detectable in,20
285,LipL32,283,Southern blot hybridization,detectable by,20
285,LipL32,284,Western immunoblot,detectable by,20
286,MAT antibodies,273,Iquitos region,common among patients,20
48,Leptospirosis,268,Leptospira licerasiae,caused by,20
48,Leptospirosis,273,Iquitos region,common in,20
287,Amazonian biodiversity,268,Leptospira licerasiae,reflects,20
288,Mycoplasma alligatoris,289,American alligators,is isolated from,21
288,Mycoplasma alligatoris,292,Tissues,is isolated from,21
288,Mycoplasma alligatoris,290,Alligator mississippiensis,is a pathogen of,21
288,Mycoplasma alligatoris,294,A21JP2T,is type strain,21
294,A21JP2T,293,ATCC 700619T,is also known as,21
183,Ehrlichia spp.,103,Odocoileus virginianus,infects,22
183,Ehrlichia spp.,313,Indirect fluorescent antibody test,is detected by,22
103,Odocoileus virginianus,295,Alabama,is found in,22;68
103,Odocoileus virginianus,296,Arkansas,is found in,22
103,Odocoileus virginianus,297,Florida,is found in,22
103,Odocoileus virginianus,298,Georgia,is found in,22
103,Odocoileus virginianus,299,Illinois,is found in,22
103,Odocoileus virginianus,300,Kentucky,is found in,22
103,Odocoileus virginianus,301,Louisiana,is found in,22
103,Odocoileus virginianus,302,Maryland,is found in,22
103,Odocoileus virginianus,303,Massachusetts,is found in,22
103,Odocoileus virginianus,304,Mississippi,is found in,22
103,Odocoileus virginianus,305,Missouri,is found in,22
103,Odocoileus virginianus,306,North Carolina,is found in,22
103,Odocoileus virginianus,307,South Carolina,is found in,22
103,Odocoileus virginianus,308,Tennessee,is found in,22
103,Odocoileus virginianus,309,Texas,is found in,22
103,Odocoileus virginianus,310,Virginia,is found in,22
103,Odocoileus virginianus,311,West Virginia,is found in,22
183,Ehrlichia spp.,109,Southeastern United States,is found in,22
183,Ehrlichia spp.,312,United States,is found in,22
,Brucella sp.,314,Pinnipeds,isolated from,23
,Brucella sp.,315,Cetaceans,isolated from,23
,Brucella sp.,12,Serum samples,tested for antibodies in,23
,Brucella sp.,330,Brucellosis card test,tested for antibodies using,23
,Brucella sp.,331,Buffered acidified plate antigen test,tested for antibodies using,23
,Brucella sp.,332,Rivanol test,tested for antibodies using,23
,Brucella sp.,325,Lung,isolated from,23
,Brucella sp.,326,Axillary lymph nodes,isolated from,23
,Brucella sp.,327,Prescapular lymph nodes,isolated from,23
319,Harbor seals,323,Lymphoid tissues,had brucella sp. isolated from,23
319,Harbor seals,324,Visceral tissues,had brucella sp. isolated from,23
321,Harp seals,323,Lymphoid tissues,had brucella sp. isolated from,23
321,Harp seals,324,Visceral tissues,had brucella sp. isolated from,23
318,Marine mammals,,Brucella sp.,can be exposed to and infected with,23
329,Southern New England,318,Marine mammals,coast of,23
337,Mycobacterium avium subsp. paratuberculosis,344,RFLP type B-C1,is classified as,24
338,brown bears,337,Mycobacterium avium subsp. paratuberculosis,can become infected with,24
340,National Park Low Tatras,341,Slovakia,is located in,24
347,Salmonella enterica,87,California sea lion,is isolated from,25
347,Salmonella enterica,85,Northern elephant seal,is isolated from,25
347,Salmonella enterica,350,Western gulls,is isolated from,25
347,Salmonella enterica,357,Adult male sea lions,is isolated from,25
347,Salmonella enterica,,Pulsed-field gel electrophoresis (PFGE),is identified by,25
347,Salmonella enterica,355,Antimicrobial sensitivity,is tested for antimicrobial sensitivity,25
347,Salmonella enterica,356,Genetic similarity,is tested for genetic similarity,25
87,California sea lion,348,Salmonella,harbors,25
85,Northern elephant seal,348,Salmonella,harbors,25
350,Western gulls,348,Salmonella,harbors,25
357,Adult male sea lions,348,Salmonella,do not harbor,25
349,Channel Islands of California,314,Pinnipeds,is home to,25
363,Researchers,314,Pinnipeds,should exercise caution when working with,25
364,Veterinarians,314,Pinnipeds,should exercise caution when working with,25
,human,385,habitat,modify,27
,human,372,Opisthorchis viverrini,infect,27
,human,373,Strongyloides stercoralis,infect,27
,human,371,non-human primates,contact,27
371,non-human primates,374,Strongyloides fuelleborni,infect,27
371,non-human primates,375,Haplorchis sp.,infect,27
381,macaque feces,382,eggs,contain,27
382,eggs,370,helminth parasite,belong to,27
370,helminth parasite,383,intestine,infect,27
,human,386,zoonotic helminth infection,transmit,27
365,wildlife,,human,interact,27
387,Alouatta pigra,388,Controrchis biliophilus,hosts,28
387,Alouatta pigra,389,Trypanoxyuris minutus,hosts,28
387,Alouatta pigra,390,Giardia sp.,hosts,28
387,Alouatta pigra,391,Entamoeba sp.,hosts,28
387,Alouatta pigra,392,Giardia duodenalis,hosts,28
245,Fecal samples,397,Parasites,contains,28
395,Feces,397,Parasites,contains,28
393,Belize,394,Human settlements,location of,28
387,Alouatta pigra,394,Human settlements,lives near,28
410,Alouatta palliata,412,Controrchis sp.,has,29
410,Alouatta palliata,413,Trypanoxyuris sp.,has,29
410,Alouatta palliata,414,Strongyloides sp.,has,29
411,Ateles geoffroyi,412,Controrchis sp.,has,29
411,Ateles geoffroyi,413,Trypanoxyuris sp.,has,29
411,Ateles geoffroyi,414,Strongyloides sp.,has,29
423,Infectious diseases,425,Conservation strategies,must be considered in,29
423,Infectious diseases,426,Protected areas,must be considered in,29
427,Phocascaris cystophorae,431,Hooded seal,parasite,31
427,Phocascaris cystophorae,436,excretory pore,has,31
427,Phocascaris cystophorae,437,interlabia knobs,has,31
427,Phocascaris cystophorae,438,lips,has,31
427,Phocascaris cystophorae,439,adjacent structures,has,31
427,Phocascaris cystophorae,440,caudal papillae,has,31
427,Phocascaris cystophorae,441,papilla-like structures,has,31
427,Phocascaris cystophorae,434,Scanning electron microscopy,studied by,31
428,Phocascaris,427,Phocascaris cystophorae,includes,31
428,Phocascaris,429,Contracaecum osculatum,compared to,31
429,Contracaecum osculatum,432,Phocid seals,parasitic in,31
432,Phocid seals,427,Phocascaris cystophorae,infected by,31
444,eastern spotted skunk,395,feces,has,32
444,eastern spotted skunk,445,Spilogale putorius,is,32
444,eastern spotted skunk,452,small carnivore species,is,32
463,immune response,397,parasites,response to,33
420,sex,466,life history strategy,determines,33
420,sex,467,immunocompetence,influence,33
460,faecal androgen,470,enzyme immunoassays,measured using,33
458,cortisol,470,enzyme immunoassays,measured using,33
459,oestrogen,470,enzyme immunoassays,measured using,33
474,Florida panther,475,Puma concolor coryi,has,34
474,Florida panther,454,gastrointestinal helminths,has,34
474,Florida panther,479,anthelmintics,has,34
480,Alaria marcianae,474,Florida panther,is identified in,34
483,Spirometra mansonoides,474,Florida panther,is identified in,34
486,Ancylostoma pluridentatum,474,Florida panther,is identified in,34
489,Ancylostoma caninum,474,Florida panther,is identified in,34
492,Taenia omissa,474,Florida panther,is identified in,34
495,Mesocestoides sp.,474,Florida panther,may not be present in,34
476,Bangs,475,Puma concolor coryi,described,34
481,LaRue,480,Alaria marcianae,described,34
