entity_id,entity,type,latin_name,doc_ids
1,Leptospirosis,Disease,Leptospirosis,59699;59826
2,Connecticut,Location,,59826;59886
3,Peridomestic wildlife,Host,Peridomestic wildlife,59826
4,Leptospira,Pathogen,Leptospira,56805;59826
5,Serovars pomona,Pathogen,Serovars pomona,59826
6,Serovars icterohemorrhagiae,Pathogen,Serovars icterohemorrhagiae,59826
7,Serovars canicola,Pathogen,Serovars canicola,59826
8,Serovars hardjo,Pathogen,Serovars hardjo,59826
9,Serovars grippotyphosa,Pathogen,Serovars grippotyphosa,59826
10,Dogs,Host,Dogs,59826;60157
11,Humans,Host,Humans,56156;56805;58382;59228;59826;60194;60200;60223;60248;60412
12,jackals,species,,58605
13,Kenya,location,,58605;60178;60522;60523
14,rabies virus,pathogen,rabies virus,58605;58774;59229;59406
15,canine parvovirus (CPV-2),pathogen,canine parvovirus (CPV-2),58605;59699
16,canine distemper virus (CDV),pathogen,canine distemper virus (CDV),58605;59699;59903;59954;60035
17,Ehrlichia canis,pathogen,Ehrlichia canis,58605
18,black-backed jackals,species,,58605
19,Canis mesomelas,scientific name,,58605
20,golden jackals,species,,58605
21,C. aureus,scientific name,,58605
22,side-striped jackals,species,,58605
23,C. adustus,scientific name,,58605
24,Canis,genus,,58605
25,African ecosystems,ecosystem,,58605
26,Pacific harbor seal,species,,59830
27,Phoca vitulina richardsi,scientific name,,59830
28,Herpesvirus,pathogen,Herpesvirus,59830
29,Adrenal gland,organ,,59830;60565
30,Thymus,organ,,59830
31,Liver,organ,,59830;60565
32,Kidney,organ,,57730;59578;59830
33,California,location,,59699;59830;59832;59837;60157
34,USA,location,,58455;59380;59699;59830;59832;60098;60119;60291;60295;60350;60423;60516;60565
35,Coast,location,,59830
36,Central California,location,,59830
37,Northern California,location,,59830;60157
38,Rehabilitation,process,,59830
39,Stranding,event,,59830
40,Lymphopenia,condition,,59830
41,Sepsis,condition,,59830
42,Omphalophlebitis,condition,,59830
43,Pneumonia,condition,,59578;59830
44,island fox,species,,59699;60157
45,Urocyon littoralis,scientific name,,59699;60157
46,Channel Islands,location,,59699;59832
47,canine adenovirus,pathogen,canine adenovirus,59699;59836
48,canine herpesvirus,pathogen,canine herpesvirus,59699
49,canine coronavirus,pathogen,canine coronavirus,59699
50,toxoplasmosis,pathogen,toxoplasmosis,59699
51,Pyrenean Chamois,Host,Pyrenean Chamois,59904
52,Rupicapra pyrenaica pyrenaica,Scientific Name,,59578;59904
53,Pestivirus,Pathogen,Pestivirus,59904
54,Border disease virus cluster,Group,,59904
55,Spain,Location,,59578;59904;60035;60186
56,2001-02,Time Period,,59904
57,Border disease virus,Pathogen,Border disease virus,59578
58,Southern chamois,Host,Southern chamois,59578
59,Pyrenees,Location,,59578
60,February,Time,,59578
61,June,Time,,59578
62,2001,Time,,57733;59578
63,2002,Time,,59578
64,Chamois,Host,Chamois,59578;60360
65,Brain,Anatomical structure,,59578;60291
66,Spleen,Anatomical structure,,59578
67,Epidermis,Anatomical structure,,59578
68,Follicle,Anatomical structure,,59578
69,Monoclonal antibodies,Tool,,59578
70,RT-PCR,Tool,,57824;58651;59194;59578
71,PCR,Tool,,57824;59578;59858
72,Necropsy,Procedure,,58036;59578
73,Cachexia,Clinical manifestation,,59578
74,Abscesses,Clinical manifestation,,59578
75,Subcutaneous infection,Clinical manifestation,,59578
76,Orchitis,Clinical manifestation,,59578
77,Edema,Microscopic lesion,,59578
78,Gliosis,Microscopic lesion,,59578
79,Espongiosis,Microscopic lesion,,59578
80,Carioxis,Microscopic lesion,,59578
81,Neuronal multifocal necrosis,Microscopic lesion,,59578
82,Perivascular mononuclear inflammatory infiltrate,Microscopic lesion,,59578
83,Haemosiderin deposits,Microscopic lesion,,59578
84,Cloissone,Microscopic lesion,,59578
85,Intraeritrocitic parasites,Microscopic lesion,,59578
86,northern elephant seal,host,northern elephant seal,59831;59832
87,Mirounga angustirostris,scientific name,,59831;59832
88,California sea lion,host,California sea lion,59831;59832
89,Zalophus californianus,scientific name,,59831;59832
90,nephrolithiasis,disease,nephrolithiasis,59831
91,uric acid,compound,,59831
92,ammonium urate,compound,,59831
93,renal pelvic dilation,condition,,59831
94,pyelonephritis,condition,,59831
95,hydronephrosis,condition,,59831
96,urine,fluid,,59831
97,white-tailed deer,Host,white-tailed deer,59842;59858;59859;59860;60043;60511
98,Odocoileus virginianus,Scientific Name,,59380;59842;59858;59859;59860;60043;60511
99,Ehrlichia spp.,Pathogen,Ehrlichia spp.,59842;59858;59860
100,Ehrlichia chaffeensis,Pathogen,Ehrlichia chaffeensis,59842;59858;59859
101,Ehrlichia equi,Pathogen,Ehrlichia equi,59842
102,Amblyomma americanum,Vector,,59842;59858;59859
103,Ixodes scapularis,Vector,,59842
104,HGE agent,Pathogen,HGE agent,59842
105,Ehrlichia-like organism,Pathogen,Ehrlichia-like organism,59842
106,coastal Georgia,Location,,59842
107,southeastern United States,Location,,59037;59842;59859;60566
108,Antibodies,Concept,,58774;59836;59912;60511
109,Pathogenic agents,Concept,,59912
110,Free-living wild species,Concept,,59912
111,Tanzania,Location,,59912;60303
112,Zebra,Host,Zebra,59912
113,Wart hog,Host,Wart hog,59912
114,Foot-and-mouth disease,Pathogen,Foot-and-mouth disease,59912
115,Bovine herpes virus types 1 and 2,Pathogen,Bovine herpes virus types 1 and 2,59912
116,Lumpy skin disease,Pathogen,Lumpy skin disease,59912
117,Bovine viral diarrhoea,Pathogen,Bovine viral diarrhoea,59912
118,Akabane,Pathogen,Akabane,59912
119,Bovine ephemeral fever,Pathogen,Bovine ephemeral fever,59912
120,Bluetongue,Pathogen,Bluetongue,59912
121,Enzootic bovine leucosis,Pathogen,Enzootic bovine leucosis,59912
122,African horse sickness,Pathogen,African horse sickness,59912
123,African swine fever,Pathogen,African swine fever,59912
124,Brucella abortus,Pathogen,Brucella abortus,59912
125,black bear,species,,59921;60553
126,Ursus americanus,scientific name,,59921;60553
127,Staphylococcus aureus,species,,56156;59921
128,coagulase-positive,characteristic,,59921
129,Canada,country,,59921
130,Labrador,region,,59921
131,valvular endocarditis,disease,valvular endocarditis,59921
132,fall 1991,time period,,59921
133,northern Labrador,location,,59921
134,parainfluenza 3 virus,pathogen,parainfluenza 3 virus,58455
135,Bison bison,host,Bison bison,58455
136,Delta bison,host,Delta bison,58455
137,Alaska,location,,58455
138,Delta Junction,location,,58455
139,domestic cattle,host,domestic cattle,58455
140,Rocky Mountain cougars,species,,59903
141,Puma concolor,scientific name,,59903
142,feline immunodeficiency virus,pathogen,feline immunodeficiency virus,59903
143,FIV,common name,,59903
144,feline parvovirus,pathogen,feline parvovirus,59903
145,FPV,common name,,59903
146,feline coronavirus,pathogen,feline coronavirus,59903
147,FCoV,common name,,59903
148,feline calicivirus,pathogen,feline calicivirus,59903
149,FCV,common name,,59903
150,CDV,common name,,59903
151,feline herpesvirus,pathogen,feline herpesvirus,59903
152,FHV,common name,,59903
153,Yersinia pestis,pathogen,Yersinia pestis,59903
154,Y. pestis,common name,,59903
155,cougars,host,cougars,59903
156,family,group,,59903
157,age,characteristic,,59903;60134;60321
158,sex,characteristic,,59903;60134;60321;60360
159,location,characteristic,,59903
160,Rocky Mountains,region,,59903
161,Hawaiian monk seal,species,,59836
162,Monachus schauinslandi,scientific name,,59836
163,phocine herpesvirus-1,pathogen,phocine herpesvirus-1,59836
164,Leptospira bratislava,pathogen,Leptospira bratislava,59836
165,L. hardjo,pathogen,L. hardjo,59836
166,L. icterohaemorrhagiae,pathogen,L. icterohaemorrhagiae,59836
167,L. pomona,pathogen,L. pomona,59836
168,Brucella spp.,pathogen,Brucella spp.,59836;59886
