source_id,source_text,target_id,target_text,relation_type,doc_id
1,Leptospirosis,4,Leptospira,is caused by,59826
4,Leptospira,5,Serovars pomona,has serovars,59826
4,Leptospira,6,Serovars icterohemorrhagiae,has serovars,59826
4,Leptospira,7,Serovars canicola,has serovars,59826
4,Leptospira,8,Serovars hardjo,has serovars,59826
4,Leptospira,9,Serovars grippotyphosa,has serovars,59826
10,Dogs,1,Leptospirosis,can be infected by,59826
11,Humans,1,Leptospirosis,can be infected by,59826
14,rabies virus,12,jackals,is detected in,58605
15,canine parvovirus (CPV-2),12,jackals,is detected in,58605
16,canine distemper virus (CDV),12,jackals,is detected in,58605
17,Ehrlichia canis,12,jackals,is detected in,58605
18,black-backed jackals,14,rabies virus,has relationship with,58605
18,black-backed jackals,15,canine parvovirus (CPV-2),has relationship with,58605
18,black-backed jackals,16,canine distemper virus (CDV),has relationship with,58605
18,black-backed jackals,17,Ehrlichia canis,has relationship with,58605
20,golden jackals,15,canine parvovirus (CPV-2),has relationship with,58605
22,side-striped jackals,15,canine parvovirus (CPV-2),has relationship with,58605
22,side-striped jackals,16,canine distemper virus (CDV),has relationship with,58605
24,Canis,12,jackals,is a type of,58605
13,Kenya,12,jackals,is a location of,58605
26,Pacific harbor seal,28,Herpesvirus,hosts,59830
33,California,26,Pacific harbor seal,location of,59830
35,Coast,26,Pacific harbor seal,location of,59830
36,Central California,26,Pacific harbor seal,location of,59830
37,Northern California,26,Pacific harbor seal,location of,59830
34,USA,26,Pacific harbor seal,location of,59830
28,Herpesvirus,40,Lymphopenia,causes,59830
28,Herpesvirus,41,Sepsis,causes,59830
28,Herpesvirus,42,Omphalophlebitis,causes,59830
28,Herpesvirus,43,Pneumonia,causes,59830
44,island fox,46,Channel Islands,is endemic to,59699
44,island fox,45,Urocyon littoralis,is a species of,59699
44,island fox,33,California,is found in,59699
44,island fox,34,USA,is found in,59699
44,island fox,47,canine adenovirus,has antibody against,59699
44,island fox,,canine parvovirus,has antibody against,59699;60157
51,Pyrenean Chamois,53,Pestivirus,is infected with,59904
53,Pestivirus,54,Border disease virus cluster,is associated with,59904
55,Spain,51,Pyrenean Chamois,is location of,59904
,Rupicapra pyrenaica,57,Border disease virus,is affected by,59578
,Rupicapra pyrenaica,59,Pyrenees,is found in,59578
59,Pyrenees,55,Spain,is located in,59578
,Rupicapra pyrenaica,65,Brain,has microscopic lesions in,59578
,Rupicapra pyrenaica,66,Spleen,has microscopic lesions in,59578
,Rupicapra pyrenaica,32,Kidney,has microscopic lesions in,59578
,Rupicapra pyrenaica,67,Epidermis,has microscopic lesions in,59578
,Rupicapra pyrenaica,68,Follicle,has microscopic lesions in,59578
57,Border disease virus,70,RT-PCR,is detected by,59578
57,Border disease virus,69,Monoclonal antibodies,is characterized by,59578
86,northern elephant seal,91,uric acid,hosts,59831
86,northern elephant seal,92,ammonium urate,hosts,59831
88,California sea lion,91,uric acid,hosts,59831
88,California sea lion,92,ammonium urate,hosts,59831
97,white-tailed deer,99,Ehrlichia spp.,hosts,59842;59860
97,white-tailed deer,100,Ehrlichia chaffeensis,hosts,59842;59858
97,white-tailed deer,101,Ehrlichia equi,hosts,59842
97,white-tailed deer,105,Ehrlichia-like organism,hosts,59842
102,Amblyomma americanum,100,Ehrlichia chaffeensis,transmits,59842;59859
103,Ixodes scapularis,104,HGE agent,transmits,59842
97,white-tailed deer,104,HGE agent,infected by,59842
108,Antibodies,110,Free-living wild species,exist in,59912
109,Pathogenic agents,108,Antibodies,are tested against,59912
114,Foot-and-mouth disease,108,Antibodies,is tested against,59912
115,Bovine herpes virus types 1 and 2,108,Antibodies,is tested against,59912
116,Lumpy skin disease,108,Antibodies,is tested against,59912
117,Bovine viral diarrhoea,108,Antibodies,is tested against,59912
118,Akabane,108,Antibodies,is tested against,59912
119,Bovine ephemeral fever,108,Antibodies,is tested against,59912
120,Bluetongue,108,Antibodies,is tested against,59912
121,Enzootic bovine leucosis,108,Antibodies,is tested against,59912
122,African horse sickness,108,Antibodies,is tested against,59912
123,African swine fever,108,Antibodies,is tested against,59912
124,Brucella abortus,108,Antibodies,is tested against,59912
109,Pathogenic agents,110,Free-living wild species,infect,59912
126,Ursus americanus,127,Staphylococcus aureus,hosts,59921
127,Staphylococcus aureus,131,valvular endocarditis,causes,59921
126,Ursus americanus,129,Canada,has relationship with,59921
126,Ursus americanus,133,northern Labrador,lives in,59921
126,Ursus americanus,131,valvular endocarditis,dies from,59921
125,black bear,126,Ursus americanus,is a type of,59921
134,parainfluenza 3 virus,135,Bison bison,is found in,58455
135,Bison bison,137,Alaska,is found in,58455
135,Bison bison,138,Delta Junction,is found in,58455
135,Bison bison,34,USA,is found in,58455
136,Delta bison,135,Bison bison,is a type of,58455
139,domestic cattle,134,parainfluenza 3 virus,is hypothesized as the source for the infection of,58455
141,Puma concolor,142,feline immunodeficiency virus,hosts,59903
141,Puma concolor,144,feline parvovirus,hosts,59903
141,Puma concolor,146,feline coronavirus,hosts,59903
141,Puma concolor,148,feline calicivirus,hosts,59903
141,Puma concolor,,canine distemper virus,hosts,59903
141,Puma concolor,151,feline herpesvirus,hosts,59903
141,Puma concolor,153,Yersinia pestis,hosts,59903
143,FIV,141,Puma concolor,transmitted within,59903
147,FCoV,141,Puma concolor,transmitted within,59903
154,Y. pestis,141,Puma concolor,affects exposure probability,59903
161,Hawaiian monk seal,163,phocine herpesvirus-1,hosts,59836
161,Hawaiian monk seal,164,Leptospira bratislava,hosts,59836
161,Hawaiian monk seal,165,L. hardjo,hosts,59836
161,Hawaiian monk seal,166,L. icterohaemorrhagiae,hosts,59836
161,Hawaiian monk seal,167,L. pomona,hosts,59836
161,Hawaiian monk seal,168,Brucella spp.,hosts,59836
161,Hawaiian monk seal,169,B. canis,hosts,59836
161,Hawaiian monk seal,170,Chlamydophila abortus,hosts,59836
161,Hawaiian monk seal,171,Toxoplasma gondii,hosts,59836
161,Hawaiian monk seal,172,Dirofilaria immitis,hosts,59836
163,phocine herpesvirus-1,180,enzyme-linked immunosorbent assay,detected by,59836
164,Leptospira bratislava,182,microagglutination test,detected by,59836
170,Chlamydophila abortus,183,complement fixation (CF) test,detected by,59836
108,antibodies,179,serum samples,found in,59836
,Ehrlichia sp.,191,Polymerase chain reaction,is detected by,59858
100,Ehrlichia chaffeensis,191,Polymerase chain reaction,is detected by,59858
97,White-tailed deer,,Ehrlichia sp.,hosts,59858
102,Amblyomma americanum,97,White-tailed deer,infests,59858;59859
194,Hippopotamus amphibius,193,Anthrax,is affected by,56169
195,Cape buffalo,193,Anthrax,is affected by,56169
196,Loxodonta africana,193,Anthrax,is affected by,56169
197,Bacillus anthracis,200,Luangwa River,is present in,56169
201,People,193,Anthrax,are at risk from,56169
202,Local laboratory staff,193,Anthrax,are equipped to monitor,56169
194,Hippopotamus amphibius,200,Luangwa River,has relationship with,56169
193,Anthrax,198,Luangwa Valley,is present in,56169
203,Lepus californicus californicus,205,Dermacentor occidentalis,is infested by,59837
203,Lepus californicus californicus,206,Dermacentor parumapertus,is infested by,59837
203,Lepus californicus californicus,207,Ixodes neotomae,is infested by,59837
203,Lepus californicus californicus,208,Ixodes pacificus,is infested by,59837
203,Lepus californicus californicus,209,Haemaphysalis leporispalustris,is infested by,59837
204,Borrelia burgdorferi,207,Ixodes neotomae,is found in,59837
204,Borrelia burgdorferi,209,Haemaphysalis leporispalustris,is found in,59837
210,Odocoileus hemionus columbianus,212,Ixodidae,is bitten by,59837
210,Odocoileus hemionus columbianus,205,Dermacentor occidentalis,is bitten by,59837
210,Odocoileus hemionus columbianus,206,Dermacentor parumapertus,is bitten by,59837
210,Odocoileus hemionus columbianus,207,Ixodes neotomae,is bitten by,59837
210,Odocoileus hemionus columbianus,208,Ixodes pacificus,is bitten by,59837
210,Odocoileus hemionus columbianus,209,Haemaphysalis leporispalustris,is bitten by,59837
213,badger,215,bovine tuberculosis,hosts,59823
213,badger,220,social group,has social organization,59823
219,individual,213,badger,has movement,59823
216,British cattle,215,bovine tuberculosis,can be infected by,59823
218,south-west England,213,badger,is location of,59823
227,Clostridium perfringens,228,polar bears,is isolated from,57733
230,Svalbard,231,Norway,is located in,57733
232,Lone star tick,107,Southeastern United States,infests,59859
98,Odocoileus virginianus,102,Amblyomma americanum,is a host of,59859
,Human,127,Staphylococcus aureus,hosts,56156
127,Staphylococcus aureus,236,Great ape,infects,56156
127,Staphylococcus aureus,237,Western lowland gorilla,infects,56156
127,Staphylococcus aureus,238,Chimpanzee,infects,56156
4,Leptospira,248,Rattus norvegicus,is associated with,56805
4,Leptospira,249,Rattus rattus,is associated with,56805
247,Leptospira licerasiae,4,Leptospira,is a new species of,56805
247,Leptospira licerasiae,252,L. fainei,is phylogenetically related to,56805
247,Leptospira licerasiae,253,L. inadai,is phylogenetically related to,56805
11,Humans,247,Leptospira licerasiae,can be infected by,56805
248,Rattus norvegicus,247,Leptospira licerasiae,can be infected by,56805
249,Rattus rattus,247,Leptospira licerasiae,can be infected by,56805
247,Leptospira licerasiae,250,Peruvian Amazon,is found in,56805
247,Leptospira licerasiae,251,Iquitos region,is found in,56805
256,LipL32,247,Leptospira licerasiae,is detectable in,56805
256,LipL32,254,L. interrogans,is detectable in,56805
256,LipL32,255,L. kirschneri,is detectable in,56805
257,Mycoplasma alligatoris,258,American alligators,is isolated from,57753
257,Mycoplasma alligatoris,259,Alligator mississippiensis,is a pathogen of,57753
260,A21JP2T,257,Mycoplasma alligatoris,is a type strain of,57753
261,ATCC 700619T,260,A21JP2T,is a designation of,57753
262,Alabama,97,white-tailed deer,location,59860;60511
263,Arkansas,97,white-tailed deer,location,59860
264,Florida,97,white-tailed deer,location,59860
265,Georgia,97,white-tailed deer,location,59860
266,Illinois,97,white-tailed deer,location,59860
267,Kentucky,97,white-tailed deer,location,59860
268,Louisiana,97,white-tailed deer,location,59860
269,Maryland,97,white-tailed deer,location,59860
270,Massachusetts,97,white-tailed deer,location,59860
271,Mississippi,97,white-tailed deer,location,59860
272,Missouri,97,white-tailed deer,location,59860
273,North Carolina,97,white-tailed deer,location,59860
274,South Carolina,97,white-tailed deer,location,59860
275,Tennessee,97,white-tailed deer,location,59860
276,Texas,97,white-tailed deer,location,59860
277,Virginia,97,white-tailed deer,location,59860
278,West Virginia,97,white-tailed deer,location,59860
235,United States,97,white-tailed deer,location,59860
,Brucella sp.,283,lung,is isolated from,59886
,Brucella sp.,284,axillary lymph nodes,is isolated from,59886
,Brucella sp.,285,inguinal lymph nodes,is isolated from,59886
,Brucella sp.,286,prescapular lymph nodes,is isolated from,59886
281,harbor seals,,Brucella sp.,can be infected with,59886
282,harp seals,,Brucella sp.,can be infected with,59886
279,Phoca vitulina,,Brucella sp.,can be infected with,59886
280,Phoca groenlandica,,Brucella sp.,can be infected with,59886
294,Mycobacterium avium subsp. paratuberculosis,298,intestinal mucosa,is isolated from,57730
294,Mycobacterium avium subsp. paratuberculosis,293,brown bears,is isolated from,57730
294,Mycobacterium avium subsp. paratuberculosis,32,kidney,is detected in,57730
294,Mycobacterium avium subsp. paratuberculosis,299,RFLP type B-C1,is classified as,57730
300,cattle,294,Mycobacterium avium subsp. paratuberculosis,can be infected with,57730
301,ruminants,294,Mycobacterium avium subsp. paratuberculosis,can be infected with,57730
303,Salmonella enterica,88,California sea lion,has been isolated from,59832
303,Salmonella enterica,86,Northern elephant seal,has been isolated from,59832
303,Salmonella enterica,304,Western gulls,has been isolated from,59832
88,California sea lion,302,Salmonella,harbors,59832
86,Northern elephant seal,302,Salmonella,harbors,59832
304,Western gulls,302,Salmonella,shed,59832
310,Pinnipeds,302,Salmonella,harbor,59832
311,Researchers,310,pinnipeds,should exercise increased caution when working with,59832
312,Veterinarians,310,pinnipeds,should exercise increased caution when working with,59832
313,Papio anubis,315,Trichuris sp.,hosts,60194
313,Papio anubis,316,Strongyloides sp.,hosts,60194
313,Papio anubis,317,Trichostrongylus sp.,hosts,60194
313,Papio anubis,318,Oesophagostomum sp.,hosts,60194
313,Papio anubis,319,Schistosoma mansoni,hosts,60194;60195
313,Papio anubis,320,Entamoeba coli,hosts,60194
313,Papio anubis,321,Entamoeba histolytica/dispar,hosts,60194
313,Papio anubis,322,Blastocystis hominis,hosts,60194
313,Papio anubis,323,Cyclospora sp.,hosts,60194
313,Papio anubis,324,Cryptosporidium sp.,hosts,60194
314,Cercopithecus aethiops,315,Trichuris sp.,hosts,60194
314,Cercopithecus aethiops,318,Oesophagostomum sp.,hosts,60194
314,Cercopithecus aethiops,320,Entamoeba coli,hosts,60194
314,Cercopithecus aethiops,321,Entamoeba histolytica/dispar,hosts,60194
314,Cercopithecus aethiops,322,Blastocystis hominis,hosts,60194
314,Cercopithecus aethiops,323,Cyclospora sp.,hosts,60194
314,Cercopithecus aethiops,324,Cryptosporidium sp.,hosts,60194
,Human,313,Papio anubis,at risk from,60194
,Human,314,Cercopithecus aethiops,at risk from,60194
,Human,327,Long-tailed macaques,has relationship with,60248
,Human,337,Habitat,modifies,60248
,Human,338,Anthropogenically modified environments,modifies,60248
327,Long-tailed macaques,336,Forest parks,inhabits,60248
327,Long-tailed macaques,339,Natural environments,inhabits,60248
327,Long-tailed macaques,340,Human-provided food,consumes,60248
327,Long-tailed macaques,341,Ground,forages on,60248
329,Opisthorchis viverrini,,Human,infects,60248
330,Strongyloides stercoralis,,Human,infects,60248
331,Strongyloides fuelleborni,327,Long-tailed macaques,infects,60248
332,Haplorchis sp.,327,Long-tailed macaques,infects,60248
343,Zoonotic helminth infection,327,Long-tailed macaques,affects,60248
344,Alouatta pigra,346,Controrchis biliophilus,hosts,60137
344,Alouatta pigra,348,Trypanoxyuris minutus,hosts,60137
344,Alouatta pigra,350,Giardia sp.,hosts,60137
344,Alouatta pigra,352,Entamoeba sp.,hosts,60137
344,Alouatta pigra,354,Giardia duodenalis,infected with,60137
354,Giardia duodenalis,201,People,transmitted from,60137
354,Giardia duodenalis,361,Domestic animals,transmitted from,60137
344,Alouatta pigra,360,Human settlements,lives near,60137
363,Alouatta palliata,365,Controrchis sp.,hosts,60134
363,Alouatta palliata,366,Trypanoxyuris sp.,hosts,60134
363,Alouatta palliata,316,Strongyloides sp.,hosts,60134
364,Ateles geoffroyi,365,Controrchis sp.,hosts,60134
364,Ateles geoffroyi,366,Trypanoxyuris sp.,hosts,60134
364,Ateles geoffroyi,316,Strongyloides sp.,hosts,60134
367,Costa Rica,368,Tropical dry forest,location,60134
363,Alouatta palliata,367,Costa Rica,found in,60134
364,Ateles geoffroyi,367,Costa Rica,found in,60134
369,Primate populations,370,Endoparasite,hosts,60134
375,Infectious diseases,376,Conservation strategies,must be considered,60134
375,Infectious diseases,377,Protected areas,must be considered,60134
378,chacma baboons,380,gastrointestinal parasites,hosts,60321
219,individual,157,age,has,60321
219,individual,158,sex,has,60321
219,individual,385,body condition,has,60321
219,individual,386,social rank,has,60321
387,group,383,ranging behavior,has,60321
387,group,384,home range productivity,has,60321
388,population,381,rainfall,has,60321
388,population,382,temperature,has,60321
391,Phocascaris cystophorae,393,Cystophora cristata,is a parasite of,59994
391,Phocascaris cystophorae,392,Phocascaris,is a member of,59994
391,Phocascaris cystophorae,395,Nematoda,is a member of,59994
391,Phocascaris cystophorae,396,Anisakidae,is a member of,59994
397,Contracaecum osculatum,396,Anisakidae,is a member of,59994
392,Phocascaris,395,Nematoda,is a genus of,59994
399,eastern spotted skunk,401,nematodes,hosts,60365
399,eastern spotted skunk,402,protozoa,hosts,60365
399,eastern spotted skunk,406,82 fecal samples,has fecal samples,60365
406,82 fecal samples,401,nematodes,contains,60365
406,82 fecal samples,402,protozoa,contains,60365
403,western Arkansas,399,eastern spotted skunk,location of,60365
404,March 2005,399,eastern spotted skunk,time period of,60365
405,January 2007,399,eastern spotted skunk,time period of,60365
64,chamois,178,parasites,is host to,60360
424,male chamois,426,lungworm larvae,has higher output of,60360
226,males,178,parasites,tend to exhibit higher rates of,60360
413,testosterone,421,faecal androgen,is a type of,60360
414,epiandrosterone,421,faecal androgen,is a type of,60360
415,cortisol,422,faecal cortisol,is a type of,60360
416,oestrogen,423,faecal oestrogen,is a type of,60360
426,lungworm larvae,421,faecal androgen,are correlated with,60360
426,lungworm larvae,422,faecal cortisol,are correlated with,60360
427,Florida panther,429,Alaria marcianae,hosts,60352
427,Florida panther,430,Spirometra mansonoides,hosts,60352
427,Florida panther,431,Ancylostoma pluridentatum,hosts,60352
427,Florida panther,432,Ancylostoma caninum,hosts,60352
427,Florida panther,433,Taenia omissa,hosts,60352
427,Florida panther,434,Mesocestoides sp.,hosts,60352
442,Coyotes,444,Filaroides osleri,hosts,60155
442,Coyotes,445,Capillaria aerophila,hosts,60155
444,Filaroides osleri,455,Trachea,infects,60155
444,Filaroides osleri,456,Bronchi,infects,60155
444,Filaroides osleri,457,Bronchial trees,infects,60155
445,Capillaria aerophila,455,Trachea,infects,60155
445,Capillaria aerophila,456,Bronchi,infects,60155
445,Capillaria aerophila,457,Bronchial trees,infects,60155
442,Coyotes,448,Oklahoma,found in,60155;60423
442,Coyotes,449,Colorado,found in,60155
442,Coyotes,450,Wyoming,found in,60155
442,Coyotes,451,Iowa,found in,60155
442,Coyotes,452,South Dakota,found in,60155
442,Coyotes,453,Nebraska,found in,60155
442,Coyotes,276,Texas,found in,60155
442,Coyotes,454,Kansas,found in,60155
459,Eurasian lynx,461,Diphyllobothrium latum,hosts,60242
459,Eurasian lynx,462,Taenia pisiformis,hosts,60242
459,Eurasian lynx,463,Taenia laticollis,hosts,60242
459,Eurasian lynx,464,Taenia hydatigena,hosts,60242
459,Eurasian lynx,465,Taenia taeniaeformis,hosts,60242
459,Eurasian lynx,466,Toxocara cati,hosts,60242
459,Eurasian lynx,467,Trichinella spp.,hosts,60242
459,Eurasian lynx,468,Capillaria spp.,hosts,60242
469,European mink,470,Mustela lutreola,is a,60035
471,Aleutian Disease Virus,473,Mustelid hosts,infects,60035
469,European mink,471,Aleutian Disease Virus,has relationship with,60035
55,Spain,469,European mink,is home to,60035
475,Navarra,469,European mink,is home to,60035
476,Rivers,469,European mink,are habitat of,60035
477,Blood samples,469,European mink,belong to,60035
478,Plasma samples,469,European mink,belong to,60035
479,Cadavers,469,European mink,belong to,60035
,Canine distemper virus,469,European mink,infects,60035
480,Pulmonary adiaspiromycosis,469,European mink,affects,60035
483,Elaeophora elaphi,482,Elaeophorosis,causes,60186
482,Elaeophorosis,484,Red deer,is observed in,60186
484,Red deer,483,Elaeophora elaphi,is infected by,60186
484,Red deer,55,Spain,is from,60186
55,Spain,486,Toledo Province,is the location of,60186
486,Toledo Province,484,Red deer,is the location of,60186
484,Red deer,487,Fallow deer,is different from,60186
487,Fallow deer,483,Elaeophora elaphi,does not have,60186
489,Parafilaroides,395,Nematoda,is a,60142
489,Parafilaroides,490,Filaroididae,is a,60142
499,Parafilaroides normani,489,Parafilaroides,is a species of,60142
493,Arctocephalus pusillus doriferus,489,Parafilaroides,is a host of,60142
494,Arctocephalus forsteri,489,Parafilaroides,is a host of,60142
495,Arctocephalus tropicalis,489,Parafilaroides,is a host of,60142
496,Australia,493,Arctocephalus pusillus doriferus,is a location of,60142
497,New Zealand,494,Arctocephalus forsteri,is a location of,60142
498,South Africa,495,Arctocephalus tropicalis,is a location of,60142
500,Brugia beaveri,501,Raccoons,parasite of,60342
500,Brugia beaveri,503,Mosquitoes,develops in,60342
500,Brugia beaveri,504,Domestic cat,can be transmitted to,60342
500,Brugia beaveri,505,Jirds,can be transmitted to,60342
501,Raccoons,507,Lymphatics,has,60342
501,Raccoons,508,Subcutaneous tissues,has,60342
505,Jirds,509,Heart,has,60342
505,Jirds,,Lungs,has,60342
505,Jirds,510,Testes,has,60342
511,Taenia parva,515,Genetta genetta,is a parasite of,60214
511,Taenia parva,519,axoneme,has spermiogenesis,60214
519,axoneme,520,cytoplasmic extension,grows externally to,60214
511,Taenia parva,524,mitochondria,lacks,60214
238,chimpanzee,528,tapeworm,hosts,60302
529,Bertiella studeri,528,tapeworm,is a type of,60302
530,Kibale National Park,531,Uganda,is located in,60302
534,bighorn sheep,535,lungworm,hosts,60295
535,lungworm,537,Vallonia,infects,60295
534,bighorn sheep,543,riparian habitat,uses,60295
534,bighorn sheep,544,rock habitat,uses,60295
534,bighorn sheep,545,desert shrub habitat,uses,60295
534,bighorn sheep,546,grass habitat,uses,60295
538,Antelope Island,534,bighorn sheep,hosts,60295
539,Newfoundland Mountains,534,bighorn sheep,hosts,60295
540,Utah,534,bighorn sheep,hosts,60295
34,USA,534,bighorn sheep,hosts,60295
549,Longistrongylus curvispiculum,395,Nematoda,is a,60119
