entity_id,entity,type,latin_name,doc_ids
1,Connecticut,location,,59826
2,leptospirosis,disease,leptospirosis,59699;59826
3,wildlife,group,,59826
4,domestic dogs,group,,59826
5,northeastern United States,location,,59826;59859;60566
6,Leptospira,genus,,56805;59826
7,serovars,group,,59826
8,pomona,serovar,,59826
9,icterohemorrhagiae,serovar,,59826;59836
10,canicola,serovar,,59826
11,hardjo,serovar,,59826
12,grippotyphosa,serovar,,59826
13,dogs,group,,59826;60157
14,humans,group,,56156;56805;58382;59228;59826;60004;60177;60194;60200;60248
15,jackals,species,,58605
16,Kenya,location,,58605;60177;60178;60522;60523
17,rabies virus,pathogen,rabies virus,58605;58774;59229;59406
18,canine parvovirus (CPV-2),pathogen,canine parvovirus (CPV-2),58605;59699
19,canine distemper virus (CDV),pathogen,canine distemper virus (CDV),58605;59699;59903;59954;60035
20,Ehrlichia canis,pathogen,Ehrlichia canis,58605
21,black-backed jackals,species,,58605
22,Canis mesomelas,scientific name,,58605
23,golden jackals,species,,58605
24,C. aureus,scientific name,,58605
25,side-striped jackals,species,,58605
26,C. adustus,scientific name,,58605
27,Canis,genus,,58605
28,African ecosystems,location,,58605
29,Pacific harbor seal,species,,59830
30,Phoca vitulina richardsi,scientific name,,59830
31,Herpesvirus,pathogen,Herpesvirus,59830
32,adrenal glands,anatomical structure,,59830
33,kidney cell lines,cell line,,59830
34,phocine adrenal and kidney cell lines,cell line,,59830
35,adrenal tissue homogenate,tissue sample,,59830
36,California,location,,59699;59830;59832;59837;60157
37,USA,location,,58455;59380;59830;59832;60098;60119;60291;60295;60423;60516;60565
38,island fox,species,,59699;60157
39,Urocyon littoralis,scientific name,,59699;60157
40,Channel Islands,location,,59699;59832
41,canine adenovirus,pathogen,canine adenovirus,59699;59836
42,canine herpesvirus,pathogen,canine herpesvirus,59699
43,canine coronavirus,pathogen,canine coronavirus,59699
44,toxoplasmosis,pathogen,toxoplasmosis,59699
45,Pyrenean Chamois,Host,Pyrenean Chamois,59904
46,Rupicapra pyrenaica pyrenaica,Scientific Latin binomial name,,59578;59904
47,Pestivirus,Pathogen,Pestivirus,59904
48,Spain,Location,,59578;59904;60035;60186
49,2001-02,Time period,,59904
50,Border disease virus,Pathogen,Border disease virus,59578
51,Southern chamois,Host,Southern chamois,59578
52,Pyrenees,Location,,59578
53,February,Time,,59578
54,June,Time,,59578
55,2001,Time,,57733;59578
56,2002,Time,,59578
57,northern elephant seal,organism,,59831;59832
58,Mirounga angustirostris,scientific name,,59831;59832
59,California sea lion,organism,,59831;59832
60,Zalophus californianus,scientific name,,59831;59832
61,uric acid,compound,,59831
62,ammonium urate,compound,,59831
63,urine,fluid,,59831
64,kidneys,organ,,59831
65,renal pelvic dilation,condition,,59831
66,pyelonephritis,condition,,59831
67,hydronephrosis,condition,,59831
68,nephroliths,pathogen,nephroliths,59831
69,nephrolithiasis,disease,nephrolithiasis,59831
70,white-tailed deer,host,white-tailed deer,59380;59842;59858;59859;59860;60043;60511
71,Odocoileus virginianus,scientific name,,59380;59842;59858;59859;59860;60043;60511
72,Ehrlichia spp.,pathogen,Ehrlichia spp.,59842;59858;59860
73,Amblyomma americanum,vector,,59842;59858;59859
74,Ixodes scapularis,vector,,59842
75,E. chaffeensis,pathogen,E. chaffeensis,59842
76,HGE agent,pathogen,HGE agent,59842
77,Ehrlichia equi,pathogen,Ehrlichia equi,59842
78,Ehrlichia-like organism,pathogen,Ehrlichia-like organism,59842
79,Syncerus caffer,Species,,59912
80,Connochaetes taurinus,Species,,59912
81,Damaliscus korrigum,Species,,59912
82,Zebra,Species,,59912
83,Wart hog,Species,,59912
84,Buffalo,Host,Buffalo,59912
85,Wildebeest,Host,Wildebeest,59912
86,Topi,Host,Topi,59912
87,African horse sickness virus,Pathogen,African horse sickness virus,59912
88,African swine fever virus,Pathogen,African swine fever virus,59912
89,Brucella abortus,Pathogen,Brucella abortus,59912
90,Foot-and-mouth disease,Pathogen,Foot-and-mouth disease,59912
91,Bovine herpes virus,Pathogen,Bovine herpes virus,59912
92,Lumpy skin disease virus,Pathogen,Lumpy skin disease virus,59912
93,Bovine viral diarrhoea,Pathogen,Bovine viral diarrhoea,59912
94,Akabane,Pathogen,Akabane,59912
95,Bovine ephemeral fever,Pathogen,Bovine ephemeral fever,59912
96,Bluetongue,Pathogen,Bluetongue,59912
97,Enzootic bovine leucosis,Pathogen,Enzootic bovine leucosis,59912
98,black bear,Mammal,,59921
99,Ursus americanus,Species,,59921;60553
100,Staphylococcus aureus,Bacterium,,56156;59921
101,Labrador,Location,,59921
102,Canada,Location,,59921
103,valvular endocarditis,Disease,valvular endocarditis,59921
104,coagulase-positive,Property,,59921
105,parainfluenza 3 virus,pathogen,parainfluenza 3 virus,58455
106,Bison bison,host,Bison bison,58455
107,Delta bison,host,Delta bison,58455
108,Delta Junction,location,,58455
109,Alaska,location,,58455
110,domestic cattle,host,domestic cattle,58455
111,Rocky Mountain cougars,species,,59903
112,Puma concolor,species,,59903
113,feline immunodeficiency virus,pathogen,feline immunodeficiency virus,59903
114,feline parvovirus,pathogen,feline parvovirus,59903
115,feline coronavirus,pathogen,feline coronavirus,59903
116,feline calicivirus,pathogen,feline calicivirus,59903
117,feline herpesvirus,pathogen,feline herpesvirus,59903
118,Yersinia pestis,pathogen,Yersinia pestis,59903
119,FIV,pathogen,FIV,59903
120,FPV,pathogen,FPV,59903
121,FCoV,pathogen,FCoV,59903
122,FCV,pathogen,FCV,59903
