source_id,source_text,target_id,target_text,relation_type,doc_id
1,Leptospirosis,10,Dogs,infects,59826
1,Leptospirosis,11,Humans,infects,59826
4,Leptospira,3,Peridomestic wildlife,hosts,59826
4,Leptospira,10,Dogs,hosts,59826
4,Leptospira,11,Humans,hosts,56805;59826
5,Serovars pomona,3,Peridomestic wildlife,infects,59826
6,Serovars icterohemorrhagiae,3,Peridomestic wildlife,infects,59826
7,Serovars canicola,3,Peridomestic wildlife,infects,59826
8,Serovars hardjo,3,Peridomestic wildlife,infects,59826
9,Serovars grippotyphosa,3,Peridomestic wildlife,infects,59826
9,Serovars grippotyphosa,10,Dogs,infects,59826
7,Serovars canicola,10,Dogs,infects,59826
9,Serovars grippotyphosa,11,Humans,infects,59826
3,Peridomestic wildlife,1,Leptospirosis,hosts,59826
16,Rabies virus,12,Canis mesomelas,infects,58605
17,Canine parvovirus (CPV-2),12,Canis mesomelas,infects,58605
18,Canine distemper virus (CDV),12,Canis mesomelas,infects,58605
19,Ehrlichia canis,12,Canis mesomelas,infects,58605
15,Jackals,16,Rabies virus,hosts,58605
15,Jackals,17,Canine parvovirus (CPV-2),hosts,58605
15,Jackals,18,Canine distemper virus (CDV),hosts,58605
15,Jackals,19,Ehrlichia canis,hosts,58605
13,Canis aureus,17,Canine parvovirus (CPV-2),hosts,58605
14,Canis adustus,17,Canine parvovirus (CPV-2),hosts,58605
14,Canis adustus,18,Canine distemper virus (CDV),hosts,58605
20,Kenya,15,Jackals,found in,58605
21,April 1987,22,January 1988,to,58605
23,Serum samples,24,Antibodies,detected by,58605;59859;59886
25,Free-ranging,20,Kenya,lives in,58605
26,Adult,27,Canine,is a,58605
27,Canine,28,Pathogens,hosts,58605
29,Serologic survey,33,Specific canine diseases,detected,58605
34,Herpesvirus,35,Pacific harbor seal,infects,59830
35,Pacific harbor seal,38,California,lives in,59830
35,Pacific harbor seal,39,USA,lives in,59830
37,Adrenal gland,34,Herpesvirus,affected by,59830
47,Adrenal tissue homogenate,34,Herpesvirus,contains,59830
48,Phocine adrenal and kidney cell lines,34,Herpesvirus,infected by,59830
50,Cell cultures,49,Cytopathic effect,showed,59830
50,Cell cultures,46,Viral particles,revealed,59830
45,Electron microscopy,46,Viral particles,detected,59830
46,Viral particles,37,Adrenal gland,found in,59830
42,Thymic atrophy,35,Pacific harbor seal,affected,59830
43,Hepatic necrosis,35,Pacific harbor seal,affected,59830
44,Lymphopenia,35,Pacific harbor seal,affected,59830
53,Birth weight,35,Pacific harbor seal,affected,59830
54,Island Fox,57,Canine Adenovirus,hosts,59699
54,Island Fox,,Canine Parvovirus,hosts,59699
54,Island Fox,58,Canine Herpesvirus,hosts,59699
54,Island Fox,59,Canine Coronavirus,hosts,59699
54,Island Fox,1,Leptospirosis,hosts,59699
54,Island Fox,60,Toxoplasmosis,hosts,59699
63,Pestivirus,61,Pyrenean Chamois,infects,59904
65,Spain,61,Pyrenean Chamois,found in,59904
67,Border disease virus,,Rupicapra pyrenaica,infects,59578
,Rupicapra pyrenaica,69,Pyrenees,lives in,59578
,Rupicapra pyrenaica,65,Spain,lives in,59578
,Rupicapra pyrenaica,78,Disease,affected by,59578
78,Disease,79,Cachexia,causes,59578
78,Disease,80,Abscesses,causes,59578
78,Disease,81,Pneumonia,causes,59578
78,Disease,82,Subcutaneous infection,causes,59578
78,Disease,83,Orchitis,causes,59578
74,Brain,84,Edema,affected by,59578
74,Brain,85,Gliosis,affected by,59578
74,Brain,86,Espongiosis,affected by,59578
74,Brain,87,Cario-rexis,affected by,59578
74,Brain,88,Neuronal multifocal necrosis,affected by,59578
75,Spleen,94,Haemosiderin deposits,affected by,59578
76,Kidney,95,Cloissone,affected by,59578
67,Border disease virus,98,Monoclonal antibodies,detected by,59578
99,northern elephant seal,104,uric acid,hosts,59831
99,northern elephant seal,105,ammonium urate,hosts,59831
101,California sea lion,105,ammonium urate,hosts,59831
104,uric acid,,kidneys,infects,59831
105,ammonium urate,,kidneys,infects,59831
109,urine,104,uric acid,contains,59831
109,urine,105,ammonium urate,contains,59831
103,nephrolithiasis,99,northern elephant seal,affects,59831
103,nephrolithiasis,101,California sea lion,affects,59831
107,pyelonephritis,99,northern elephant seal,affects,59831
107,pyelonephritis,101,California sea lion,affects,59831
108,hydronephrosis,101,California sea lion,affects,59831
110,2004,103,nephrolithiasis,occurs,59831
111,Ehrlichia chaffeensis,114,Odocoileus virginianus,infects,59842;59859
112,Ehrlichia equi,114,Odocoileus virginianus,infects,59842
115,Amblyomma americanum,111,Ehrlichia chaffeensis,hosts,59842;59858;59859
116,Ixodes scapularis,120,HGE agent,hosts,59842
114,Odocoileus virginianus,120,HGE agent,hosts,59842
113,Ehrlichia spp.,114,Odocoileus virginianus,infects,59842;59860
121,16S rDNA,113,Ehrlichia spp.,detected in,59842
24,Antibodies,125,Pathogenic agents,detects,59912
125,Pathogenic agents,126,Free-living wild species,infects,59912
127,Tanzania,126,Free-living wild species,hosts,59912
128,Game areas,126,Free-living wild species,hosts,59912
129,Foot-and-mouth disease,130,Bovine herpes virus,infects,59912
130,Bovine herpes virus,126,Free-living wild species,infects,59912
131,Lumpy skin disease,126,Free-living wild species,infects,59912
132,Bovine viral diarrhoea,126,Free-living wild species,infects,59912
133,Akabane,126,Free-living wild species,infects,59912
134,Bovine ephemeral fever,126,Free-living wild species,infects,59912
135,Bluetongue,126,Free-living wild species,infects,59912
136,Enzootic bovine leucosis,126,Free-living wild species,infects,59912
137,African horse sickness,140,Zebra,infects,59912
138,African swine fever,141,Wart hog,infects,59912
139,Brucella abortus,126,Free-living wild species,infects,59912
143,Staphylococcus aureus,142,Ursus americanus,infects,59921
144,Canada,145,Labrador,found in,59921
145,Labrador,149,Northern Labrador,found in,59921
149,Northern Labrador,144,Canada,found in,59921
151,Parainfluenza 3 virus,150,Bison bison,infects,58455
155,Domestic cattle,150,Bison bison,infects,58455
152,Delta Junction,153,Alaska,found in,58455
153,Alaska,39,USA,found in,58455
156,Puma concolor,157,Feline immunodeficiency virus,hosts,59903
156,Puma concolor,158,Feline parvovirus,hosts,59903
156,Puma concolor,159,Feline coronavirus,hosts,59903
156,Puma concolor,160,Feline calicivirus,hosts,59903
156,Puma concolor,,Canine distemper virus,hosts,59903
156,Puma concolor,161,Feline herpesvirus,hosts,59903
156,Puma concolor,162,Yersinia pestis,hosts,59903
167,Phocine herpesvirus-1,165,Hawaiian monk seal,infects,59836
168,Leptospira bratislava,165,Hawaiian monk seal,infects,59836
169,L. hardjo,165,Hawaiian monk seal,infects,59836
170,L. icterohaemorrhagiae,165,Hawaiian monk seal,infects,59836
171,L. pomona,165,Hawaiian monk seal,infects,59836
172,Brucella spp.,165,Hawaiian monk seal,infects,59836
173,B. canis,165,Hawaiian monk seal,infects,59836
174,Chlamydophila abortus,165,Hawaiian monk seal,infects,59836
175,Toxoplasma gondii,165,Hawaiian monk seal,infects,59836
176,Dirofilaria immitis,165,Hawaiian monk seal,infects,59836
180,Northwestern Hawaiian Islands,165,Hawaiian monk seal,found in,59836
,Ehrlichia sp.,117,White-tailed deer,infects,59858
111,Ehrlichia chaffeensis,117,White-tailed deer,infects,59858
190,Ehrlichia phagocytophila,117,White-tailed deer,infects,59858
,Ehrlichia sp.,195,Ticks,hosts,59858
111,Ehrlichia chaffeensis,195,Ticks,hosts,59858
190,Ehrlichia phagocytophila,195,Ticks,hosts,59858
115,Amblyomma americanum,,Ehrlichia sp.,hosts,59858
115,Amblyomma americanum,190,Ehrlichia phagocytophila,hosts,59858
121,16S rDNA,191,Polymerase chain reaction,detected by,59858
40,DNA,191,Polymerase chain reaction,detected by,59858
194,White blood cells,40,DNA,contains,59858
193,U.S. states,195,Ticks,found in,59858
195,Ticks,117,White-tailed deer,found in,59858
202,Bacillus anthracis,199,Hippopotamus amphibius,infects,56169
202,Bacillus anthracis,201,Loxodonta africana,infects,56169
203,People,202,Bacillus anthracis,affected by,56169
204,Local laboratory staff,202,Bacillus anthracis,detected by,56169
197,Luangwa Valley,202,Bacillus anthracis,found in,56169
205,Luangwa River,202,Bacillus anthracis,found in,56169
212,Borrelia burgdorferi,216,Ixodes neotomae,infects,59837
212,Borrelia burgdorferi,218,Haemaphysalis leporispalustris,infects,59837
212,Borrelia burgdorferi,214,Dermacentor occidentalis,infects,59837
212,Borrelia burgdorferi,215,D. parumapertus,infects,59837
212,Borrelia burgdorferi,217,I. pacificus,infects,59837
212,Borrelia burgdorferi,213,Lepus californicus californicus,hosts,59837
212,Borrelia burgdorferi,219,Odocoileus hemionus columbianus,hosts,59837
213,Lepus californicus californicus,221,Spirochetes,hosts,59837
219,Odocoileus hemionus columbianus,221,Spirochetes,hosts,59837
218,Haemaphysalis leporispalustris,213,Lepus californicus californicus,lives in,59837
216,Ixodes neotomae,213,Lepus californicus californicus,lives in,59837
214,Dermacentor occidentalis,213,Lepus californicus californicus,lives in,59837
215,D. parumapertus,213,Lepus californicus californicus,lives in,59837
217,I. pacificus,213,Lepus californicus californicus,lives in,59837
230,Meles meles,231,Bovine tuberculosis,hosts,59823
231,Bovine tuberculosis,233,British cattle,infects,59823
230,Meles meles,234,south-west England,lives in,59823
235,Individual,236,Social group,has relationship with,59823
236,Social group,237,Demographic processes,has relationship with,59823
236,Social group,238,Movement,has relationship with,59823
236,Social group,240,Disease dynamics,has relationship with,59823
235,Individual,237,Demographic processes,has relationship with,59823
235,Individual,238,Movement,has relationship with,59823
241,Females,238,Movement,has relationship with,59823
242,Males,238,Movement,has relationship with,59823
241,Females,246,Incident cases,has relationship with,59823
242,Males,246,Incident cases,has relationship with,59823
243,Group size,240,Disease dynamics,has relationship with,59823
244,Instability in numbers,240,Disease dynamics,has relationship with,59823
247,Clostridium perfringens,248,Polar bears,infects,57733
252,Fecal samples,247,Clostridium perfringens,contains,57733
253,Bacteriologic analysis,247,Clostridium perfringens,detects,57733
254,Toxin type,247,Clostridium perfringens,characterizes,57733
256,Gastrointestinal tract,247,Clostridium perfringens,is inhabited by,57733
115,Amblyomma americanum,124,Southeastern United States,lives in,59859
111,Ehrlichia chaffeensis,260,Fluorescent antibody analysis,detected by,59859
24,Antibodies,111,Ehrlichia chaffeensis,reactive to,59859
257,Lone star tick,124,Southeastern United States,infests,59859
143,Staphylococcus aureus,272,Western lowland gorilla,infects,56156
143,Staphylococcus aureus,274,Chimpanzees,infects,56156
268,Great apes,269,Central Africa,lives in,56156
268,Great apes,270,Gabon,lives in,56156
271,International Centre for Medical Research of Franceville,270,Gabon,found in,56156
143,Staphylococcus aureus,276,Pulsed field gel electrophoresis,detected by,56156
143,Staphylococcus aureus,278,Staphylococcal sepsis,causes,56156
280,Leptospira licerasiae,11,Humans,infects,56805
281,Rattus norvegicus,4,Leptospira,hosts,56805
282,R. rattus,4,Leptospira,hosts,56805
280,Leptospira licerasiae,283,Peruvian Amazon,found in,56805
280,Leptospira licerasiae,284,Iquitos region,found in,56805
4,Leptospira,287,Microscopic agglutination test,detected by,56805
280,Leptospira licerasiae,287,Microscopic agglutination test,detected by,56805
288,LipL32,280,Leptospira licerasiae,found in,56805
289,L. fainei,280,Leptospira licerasiae,related to,56805
290,L. inadai,280,Leptospira licerasiae,related to,56805
291,L. interrogans,280,Leptospira licerasiae,related to,56805
292,L. kirschneri,280,Leptospira licerasiae,related to,56805
293,MAT antibodies,11,Humans,found in,56805
297,Mycoplasma alligatoris,298,American alligators,infects,57753
300,Mycoplasmas,301,Tissues,is isolated from,57753
301,Tissues,298,American alligators,are from,57753
297,Mycoplasma alligatoris,303,A21JP2T,is the type strain of,57753
303,A21JP2T,302,ATCC 700619T,is also known as,57753
304,Alabama,113,Ehrlichia spp.,found in,59860
305,Arkansas,113,Ehrlichia spp.,found in,59860
306,Florida,113,Ehrlichia spp.,found in,59860
307,Georgia,113,Ehrlichia spp.,found in,59860
308,Illinois,113,Ehrlichia spp.,found in,59860
309,Kentucky,113,Ehrlichia spp.,found in,59860
310,Louisiana,113,Ehrlichia spp.,found in,59860
311,Maryland,113,Ehrlichia spp.,found in,59860
312,Massachusetts,113,Ehrlichia spp.,found in,59860
313,Mississippi,113,Ehrlichia spp.,found in,59860
314,Missouri,113,Ehrlichia spp.,found in,59860
315,North Carolina,113,Ehrlichia spp.,found in,59860
316,South Carolina,113,Ehrlichia spp.,found in,59860
317,Tennessee,113,Ehrlichia spp.,found in,59860
318,Texas,113,Ehrlichia spp.,found in,59860
319,Virginia,113,Ehrlichia spp.,found in,59860
320,West Virginia,113,Ehrlichia spp.,found in,59860
321,United States,113,Ehrlichia spp.,found in,59860
124,Southeastern United States,113,Ehrlichia spp.,found in,59860
,Brucella sp.,326,marine mammals,infects,59886
,Brucella sp.,330,pinnipeds,infects,59886
,Brucella sp.,329,cetaceans,infects,59886
,Brucella sp.,331,harbor seals,infects,59886
,Brucella sp.,333,harp seals,infects,59886
,Brucella sp.,335,lung,infects,59886
,Brucella sp.,336,axillary lymph nodes,infects,59886
,Brucella sp.,337,prescapular lymph nodes,infects,59886
,Brucella sp.,338,lymphoid tissues,infects,59886
,Brucella sp.,339,visceral tissues,infects,59886
24,antibodies,344,exposure,indicate,59886
340,brucellosis card test,24,antibodies,detects,59886
341,buffered acidified plate antigen test,24,antibodies,detects,59886
342,rivanol test,24,antibodies,detects,59886
345,Mycobacterium avium subsp. paratuberculosis,346,brown bears,infects,57730
345,Mycobacterium avium subsp. paratuberculosis,353,cattle,infects,57730
348,National Park Low Tatras,349,Slovakia,found in,57730
76,kidney,346,brown bears,found in,57730
350,intestinal mucosa,346,brown bears,found in,57730
351,IS900,345,Mycobacterium avium subsp. paratuberculosis,detected in,57730
352,RFLP type B-C1,345,Mycobacterium avium subsp. paratuberculosis,detected in,57730
345,Mycobacterium avium subsp. paratuberculosis,354,paratuberculosis,causes,57730
356,Salmonella enterica,101,California sea lion,infects,59832
356,Salmonella enterica,99,Northern elephant seal,infects,59832
356,Salmonella enterica,357,Western gulls,infects,59832
356,Salmonella enterica,252,Fecal samples,detected by,59832
356,Salmonella enterica,,Pulsed-field gel electrophoresis (PFGE),detected by,59832
356,Salmonella enterica,362,Antimicrobial sensitivity,has antimicrobial sensitivity,59832
356,Salmonella enterica,363,Genetic similarity,has genetic similarity,59832
356,Salmonella enterica,364,Zoonotic potential,has zoonotic potential,59832
356,Salmonella enterica,365,Antimicrobial resistant isolate,has antimicrobial resistant isolate,59832
371,Papio anubis,373,Trichuris sp.,hosts,60194
371,Papio anubis,374,Strongyloides sp.,hosts,60194
371,Papio anubis,375,Trichostrongylus sp.,hosts,60194
371,Papio anubis,376,Oesophagostomum sp.,hosts,60194
371,Papio anubis,377,Schistosoma mansoni,hosts,60194
371,Papio anubis,378,Entamoeba coli,hosts,60194
371,Papio anubis,379,Entamoeba histolytica/dispar,hosts,60194
371,Papio anubis,380,Blastocystis hominis,hosts,60194
371,Papio anubis,381,Cyclospora sp.,hosts,60194
371,Papio anubis,382,Cryptosporidium sp.,hosts,60194
372,Cercopithecus aethiops,373,Trichuris sp.,hosts,60194
372,Cercopithecus aethiops,376,Oesophagostomum sp.,hosts,60194
372,Cercopithecus aethiops,378,Entamoeba coli,hosts,60194
372,Cercopithecus aethiops,379,Entamoeba histolytica/dispar,hosts,60194
372,Cercopithecus aethiops,380,Blastocystis hominis,hosts,60194
372,Cercopithecus aethiops,381,Cyclospora sp.,hosts,60194
372,Cercopithecus aethiops,382,Cryptosporidium sp.,hosts,60194
383,Ethiopia,371,Papio anubis,found in,60194
383,Ethiopia,372,Cercopithecus aethiops,found in,60194
384,Rift Valley,371,Papio anubis,found in,60194
384,Rift Valley,372,Cercopithecus aethiops,found in,60194
,Faecal samples,388,Ova,contains,60194
,Faecal samples,389,Larvae,contains,60194
,Faecal samples,390,Cysts,contains,60194
,Faecal samples,391,Oocyst,contains,60194
385,Microscope,388,Ova,detects,60194
385,Microscope,389,Larvae,detects,60194
385,Microscope,390,Cysts,detects,60194
385,Microscope,391,Oocyst,detects,60194
395,Water sources,371,Papio anubis,used by,60194
395,Water sources,372,Cercopithecus aethiops,used by,60194
396,Human habitats,371,Papio anubis,used by,60194
396,Human habitats,372,Cercopithecus aethiops,used by,60194
