source_id,source_text,target_id,target_text,relation_type,doc_id
1,Leptospirosis,24,humans,infects,59826
1,Leptospirosis,23,dogs,infects,59826
4,Leptospira,11,raccoons,infects,59826
4,Leptospira,13,skunks,infects,59826
4,Leptospira,15,opossums,infects,59826
4,Leptospira,17,gray squirrels,infects,59826
5,Leptospira serovars,11,raccoons,found in,59826
5,Leptospira serovars,13,skunks,found in,59826
5,Leptospira serovars,15,opossums,found in,59826
5,Leptospira serovars,17,gray squirrels,found in,59826
5,Leptospira serovars,1,Leptospirosis,causes,59826
2,Connecticut,3,peridomestic wildlife,location of,59826
22,northeastern United States,3,peridomestic wildlife,location of,59826
25,rabies virus,35,jackals,infects,58605
26,canine parvovirus (CPV-2),35,jackals,infects,58605
27,canine distemper virus (CDV),35,jackals,infects,58605
28,Ehrlichia canis,35,jackals,infects,58605
29,black-backed jackals,30,Canis mesomelas,has species,58605
31,golden jackals,32,C. aureus,has species,58605
33,side-striped jackals,34,C. adustus,has species,58605
37,Kenya,35,jackals,location of,58605
38,free-ranging,35,jackals,characteristic of,58605
39,adult,35,jackals,characteristic of,58605
40,serum samples,35,jackals,collected from,58605
41,antibodies,40,serum samples,detected in,58605;59836
42,prevalence,41,antibodies,measured in,58605
43,percentage,42,prevalence,unit of,58605
46,African ecosystems,35,jackals,habitat of,58605
47,rare and endangered canids,48,specific canine diseases,affected by,58605
49,Herpesvirus,50,Pacific harbor seal,infects,59830
55,DNA,57,Intranuclear inclusion bodies,present in,59830
66,Electron microscopy,67,Viral particles,detects,59830
67,Viral particles,68,Adrenal tissue homogenate,found in,59830
69,Phocine adrenal and kidney cell lines,68,Adrenal tissue homogenate,inoculated with,59830
68,Adrenal tissue homogenate,49,Herpesvirus,contains,59830
71,Cell cultures,70,Cytopathic effect,show,59830
70,Cytopathic effect,49,Herpesvirus,caused by,59830
50,Pacific harbor seal,74,Below average birth weight,has,59830
50,Pacific harbor seal,65,Lymphopenia,has,59830
50,Pacific harbor seal,63,Thymic atrophy,has,59830
50,Pacific harbor seal,64,Hepatic necrosis,has,59830
50,Pacific harbor seal,60,Omphalophlebitis,has,59830
50,Pacific harbor seal,61,Pneumonia,has,59830
50,Pacific harbor seal,62,Gastroenteritis,has,59830
50,Pacific harbor seal,59,Sepsis,dies from,59830
75,island fox,78,canine adenovirus,hosts,59699
75,island fox,,canine parvovirus,hosts,59699
75,island fox,79,canine herpesvirus,hosts,59699
75,island fox,80,canine coronavirus,hosts,59699
75,island fox,1,leptospirosis,hosts,59699
75,island fox,81,toxoplasmosis,hosts,59699
76,Urocyon littoralis,75,island fox,is,59699
77,Channel Islands,76,Urocyon littoralis,location of,59699
52,California,76,Urocyon littoralis,location of,59699
53,USA,76,Urocyon littoralis,location of,59699
88,Pestivirus,89,Pyrenean Chamois,infects,59904
88,Pestivirus,96,Disease,causes,59904
89,Pyrenean Chamois,97,Mortality,suffered from,59904
88,Pestivirus,97,Mortality,causes,59904
100,82.1%,88,Pestivirus,similarity value,59904
101,border disease virus,,Rupicapra pyrenaica,infects,59578
,Rupicapra pyrenaica,103,central Pyrenees,lives in,59578
,Rupicapra pyrenaica,104,NE Spain,lives in,59578
101,border disease virus,135,RT-PCR,detected by,59578
101,border disease virus,136,monoclonal antibodies,detected by,59578
139,Mirounga angustirostris,137,Urate nephrolithiasis,hosts,59831
141,Zalophus californianus,137,Urate nephrolithiasis,hosts,59831
142,Nephroliths,139,Mirounga angustirostris,found in,59831
142,Nephroliths,141,Zalophus californianus,found in,59831
145,Renal pelvic dilation,142,Nephroliths,associated with,59831
146,Pyelonephritis,142,Nephroliths,associated with,59831
147,Hydronephrosis,141,Zalophus californianus,found in,59831
143,Uric acid,142,Nephroliths,composes,59831
144,Ammonium urate,142,Nephroliths,composes,59831
148,2004,137,Urate nephrolithiasis,year of observation,59831
154,Ehrlichia spp.,156,Odocoileus virginianus,infects,59842
157,Amblyomma americanum,159,Ehrlichia chaffeensis,transmits,59842;59859
158,Ixodes scapularis,177,HGE agent,transmits,59842
159,Ehrlichia chaffeensis,156,Odocoileus virginianus,infects,59842
177,HGE agent,156,Odocoileus virginianus,infects,59842
161,Ehrlichia equi,156,Odocoileus virginianus,infects,59842
176,Ehrlichia-like organism,156,Odocoileus virginianus,infects,59842
162,16S rDNA,154,Ehrlichia spp.,detected in,59842
163,Nested polymerase chain reaction,154,Ehrlichia spp.,detects,59842
172,Indirect fluorescent antibody testing,154,Ehrlichia spp.,detects,59842
171,Culture,159,Ehrlichia chaffeensis,isolates,59842
164,Inguinal lymph node,159,Ehrlichia chaffeensis,contains,59842
165,Neutrophil,178,Ehrlichia-type morula,contains,59842
166,Blood smears,178,Ehrlichia-type morula,examines,59842
41,Antibodies,179,Pathogenic agents,detects,59912
