entity_id,entity,type,latin_name,doc_ids
1,Leptospirosis,Disease,Leptospirosis,56805;59699;59826
2,Connecticut,Location,,59826;59886
3,peridomestic wildlife,Host,peridomestic wildlife,59826
4,Leptospira,Pathogen,Leptospira,56805;59826
5,Leptospira serovars,Pathogen,Leptospira serovars,59826
6,serovars pomona,Pathogen,serovars pomona,59826
7,serovars icterohemorrhagiae,Pathogen,serovars icterohemorrhagiae,59826
8,serovars canicola,Pathogen,serovars canicola,59826
9,serovars hardjo,Pathogen,serovars hardjo,59826
10,serovars grippotyphosa,Pathogen,serovars grippotyphosa,59826
11,raccoons,Host,raccoons,59228;59826;60342;60350
12,Procyon lotor,Host,Procyon lotor,59228;59826;60342;60350
13,skunks,Host,skunks,59826;60365
14,Mephitis mephitis,Host,Mephitis mephitis,59826
15,opossums,Host,opossums,59826
16,Didelphis virginiana,Host,Didelphis virginiana,59826
17,gray squirrels,Host,gray squirrels,59826
18,Sciurus carolinensis,Host,Sciurus carolinensis,59826
19,February 27,Date,,59826
20,September 17,Date,,59826
21,2001,Year,,57733;59578;59826;59836
22,northeastern United States,Location,,59037;59826;59842;59859;60566
23,dogs,Host,dogs,59826
24,humans,Host,humans,59228;59826;60004;60200;60223;60248;60523
25,rabies virus,Pathogen,rabies virus,58605;58774;59406
26,canine parvovirus (CPV-2),Pathogen,canine parvovirus (CPV-2),58605;59699
27,canine distemper virus (CDV),Pathogen,canine distemper virus (CDV),58605;59699;59903;59954;60035
28,Ehrlichia canis,Pathogen,Ehrlichia canis,58605
29,black-backed jackals,Common name,,58605
30,Canis mesomelas,Host,Canis mesomelas,58605
31,golden jackals,Common name,,58605
32,C. aureus,Host,C. aureus,58605
33,side-striped jackals,Common name,,58605
34,C. adustus,Host,C. adustus,58605
35,jackals,Common name,,58605
36,Canis,Genus,,58605
37,Kenya,Location,,58605;60178;60522;60523
38,free-ranging,Animal source,,58605;60137
39,adult,Age,,58605;59954;60098;60200
40,serum samples,Sample,,58605;59194;59836;59859;60063;60098
41,antibodies,Measurement,,58605;59194;59836;59860;59912;60043;60063
42,prevalence,Measurement,,58605;59832;60177;60178;60200;60248;60460
43,percentage,Unit,,58605;60155
44,April 1987,Date,,58605
45,January 1988,Date,,58605
46,African ecosystems,Environment,,58605
47,rare and endangered canids,Host,rare and endangered canids,58605
48,specific canine diseases,Disease,specific canine diseases,58605
49,Herpesvirus,Pathogen,Herpesvirus,59830
50,Pacific harbor seal,Common name,,59830
51,Phoca vitulina richardsi,Host,Phoca vitulina richardsi,59830
52,California,Location,,59699;59830;59832;59837;60157
53,USA,Location,,58455;59380;59668;59699;59830;59832;59860;60098;60119;60291;60295;60350;60423;60516;60565
54,Adrenal gland,Tissue,,59830;60565
55,DNA,Molecule,,59830;60137
56,Amphophilic,Property,,59830
57,Intranuclear inclusion bodies,Structure,,59830
58,Necrosis,Symptom,,59830;60350
59,Sepsis,Disease,Sepsis,59830
60,Omphalophlebitis,Disease,Omphalophlebitis,59830
61,Pneumonia,Disease,Pneumonia,59578;59830
62,Gastroenteritis,Disease,Gastroenteritis,59830
63,Thymic atrophy,Symptom,,59830
64,Hepatic necrosis,Symptom,,58036;59830
65,Lymphopenia,Symptom,,59830
66,Electron microscopy,Technique,,57899;58337;59196;59830;59994;60229;60487
67,Viral particles,Structure,,59830
68,Adrenal tissue homogenate,Sample,,59830
69,Phocine adrenal and kidney cell lines,Cell line,,59830
70,Cytopathic effect,Symptom,,59830
71,Cell cultures,Sample,,57815;59830
72,Days,Unit of time,,59830
73,0 to 63 days,Duration,,59830
74,Below average birth weight,Property,,59830
75,island fox,Common name,,59699;60157
76,Urocyon littoralis,Host,Urocyon littoralis,59699;60157
77,Channel Islands,Location,,59699;59832
78,canine adenovirus,Pathogen,canine adenovirus,59699;59836
79,canine herpesvirus,Pathogen,canine herpesvirus,59699
80,canine coronavirus,Pathogen,canine coronavirus,59699
81,toxoplasmosis,Disease,toxoplasmosis,59699
82,serologic survey,Process,,59699
83,antibody prevalence,Measurement,,58455;59699
84,97%,Proportion,,59699
85,59%,Proportion,,59699;60098;60415
86,194,Number of individuals,,59699
87,threatened species,Classification,,59699
88,Pestivirus,Pathogen,Pestivirus,59904
89,Pyrenean Chamois,Common name,,59904
90,Rupicapra pyrenaica pyrenaica,Host,Rupicapra pyrenaica pyrenaica,59578;59904
91,Spain,Location,,59904;60035;60186
92,2001-02,Time period,,59904
93,Border disease virus cluster,Group,,59904
94,noncoding regions,Region,,57824;59904
95,Virus,Pathogen,Virus,57815;59904;60063
96,Disease,Disease,Disease,57753;59904
97,Mortality,Symptom,,59904
