entity_id,entity,type,doc_id
1,Leptospirosis,Infectious disease,59826
2,Connecticut,US State,59826
3,peridomestic wildlife,Host,59826
4,Leptospira,Pathogen,59826
5,Leptospira serovars,Pathogen,59826
6,serovars pomona,Pathogen serovar,59826
7,serovars icterohemorrhagiae,Serovar,59826
8,serovars canicola,Pathogen serovar,59826
9,serovars hardjo,Pathogen serovar,59826
10,serovars grippotyphosa,Serovar,59826
11,raccoons,Host,59826
12,Procyon lotor,Host,59826
13,skunks,Host,59826
14,Mephitis mephitis,Host,59826
15,opossums,Host,59826
16,Didelphis virginiana,Host,59826
17,gray squirrels,Host,59826
18,Sciurus carolinensis,Host,59826
19,February 27,Date,59826
20,September 17,Date,59826
21,2001,Year,59826
22,northeastern United States,Region,59826
23,dogs,Host,59826
24,humans,Host,59826
25,rabies virus,Pathogen,58605
26,canine parvovirus (CPV-2),Virus,58605
27,canine distemper virus (CDV),Virus,58605
28,Ehrlichia canis,Pathogen,58605
29,black-backed jackals,Host,58605
30,Canis mesomelas,Host,58605
31,golden jackals,Mammal,58605
32,C. aureus,Host,58605
33,side-striped jackals,Host,58605
34,C. adustus,Host,58605
35,jackals,Mammal,58605
36,Canis,Genus,58605
37,Kenya,Country,58605
38,free-ranging,Host status,58605
39,adult,Human,58605
40,serum samples,Biological sample,58605
41,antibodies,Immune response component,58605
42,prevalence,Proportion,58605
43,percentage,Proportion,58605
44,April 1987,Time period,58605
45,January 1988,Time period,58605
46,African ecosystems,Ecosystem,58605
47,rare and endangered canids,Host,58605
48,specific canine diseases,Disease,58605
49,Herpesvirus,Virus,59830
50,Pacific harbor seal,Host,59830
51,Phoca vitulina richardsi,Subspecies,59830
52,California,Geographic Region,59830
53,USA,Country,59830
54,Adrenal gland,Organ,59830
55,DNA,Molecule,59830
56,Amphophilic,Microbial characteristic,59830
57,Intranuclear inclusion bodies,Pathological feature,59830
58,Necrosis,Pathological process,59830
59,Sepsis,Disease,59830
60,Omphalophlebitis,Disease,59830
61,Pneumonia,Disease,59830
62,Gastroenteritis,Disease,59830
63,Thymic atrophy,Physiological condition,59830
64,Hepatic necrosis,Pathological condition,59830
65,Lymphopenia,Abnormality,59830
66,Electron microscopy,Diagnostic technique,59830
67,Viral particles,Virus particle,59830
