source_text,target_text,relation_type,doc_id
Leptospirosis,humans,infects,59826
Leptospirosis,dogs,infects,59826
Leptospira,raccoons,infects,59826
Leptospira,skunks,infects,59826
Leptospira,opossums,infects,59826
Leptospira,gray squirrels,infects,59826
Leptospira serovars,raccoons,found in,59826
Leptospira serovars,skunks,found in,59826
Leptospira serovars,opossums,found in,59826
Leptospira serovars,gray squirrels,found in,59826
Leptospira serovars,Leptospirosis,causes,59826
Connecticut,peridomestic wildlife,location of,59826
northeastern United States,peridomestic wildlife,location of,59826
raccoons,Leptospira,hosts,59826
skunks,Leptospira,hosts,59826
opossums,Leptospira,hosts,59826
gray squirrels,Leptospira,hosts,59826
rabies virus,jackals,infects,58605
canine parvovirus (CPV-2),jackals,infects,58605
canine distemper virus (CDV),jackals,infects,58605
Ehrlichia canis,jackals,infects,58605
jackals,rabies virus,hosts,58605
jackals,canine parvovirus (CPV-2),hosts,58605
jackals,canine distemper virus (CDV),hosts,58605
jackals,Ehrlichia canis,hosts,58605
black-backed jackals,Canis mesomelas,has species,58605
golden jackals,C. aureus,has species,58605
side-striped jackals,C. adustus,has species,58605
Kenya,jackals,location of,58605
free-ranging,jackals,characteristic of,58605
adult,jackals,characteristic of,58605
serum samples,jackals,collected from,58605
antibodies,serum samples,detected in,58605
prevalence,antibodies,measured in,58605
percentage,prevalence,unit of,58605
African ecosystems,jackals,habitat of,58605
rare and endangered canids,specific canine diseases,affected by,58605
Herpesvirus,Pacific harbor seal,infects,59830
Pacific harbor seal,Herpesvirus,hosts,59830
DNA,Intranuclear inclusion bodies,present in,59830
Intranuclear inclusion bodies,DNA,contains,59830
Electron microscopy,Viral particles,detects,59830
Viral particles,Adrenal tissue homogenate,found in,59830
Phocine adrenal and kidney cell lines,Adrenal tissue homogenate,inoculated with,59830
Adrenal tissue homogenate,Herpesvirus,contains,59830
Cell cultures,Cytopathic effect,show,59830
Cytopathic effect,Herpesvirus,caused by,59830
Pacific harbor seal,Below average birth weight,has,59830
Pacific harbor seal,Lymphopenia,has,59830
Pacific harbor seal,Thymic atrophy,has,59830
Pacific harbor seal,Hepatic necrosis,has,59830
Pacific harbor seal,Omphalophlebitis,has,59830
Pacific harbor seal,Pneumonia,has,59830
Pacific harbor seal,Gastroenteritis,has,59830
Pacific harbor seal,Sepsis,dies from,59830
island fox,canine adenovirus,hosts,59699
island fox,canine parvovirus,hosts,59699
island fox,canine herpesvirus,hosts,59699
island fox,canine coronavirus,hosts,59699
island fox,leptospirosis,hosts,59699
island fox,toxoplasmosis,hosts,59699
island fox,canine distemper virus,hosts,59699
Urocyon littoralis,island fox,is,59699
Channel Islands,Urocyon littoralis,location of,59699
California,Urocyon littoralis,location of,59699
USA,Urocyon littoralis,location of,59699
canine adenovirus,island fox,found in,59699
canine parvovirus,island fox,found in,59699
canine herpesvirus,island fox,found in,59699
canine coronavirus,island fox,found in,59699
leptospirosis,island fox,found in,59699
toxoplasmosis,island fox,found in,59699
canine distemper virus,island fox,found in,59699
Pestivirus,Pyrenean Chamois,infects,59904
Pyrenean Chamois,Pestivirus,hosts,59904
Pestivirus,Disease,causes,59904
Pyrenean Chamois,Mortality,suffered from,59904
Pestivirus,Mortality,causes,59904
Pestivirus,Border disease virus cluster,associated with,59904
Border disease virus cluster,Pestivirus,includes,59904
border disease virus,Rupicapra pyrenaica,infects,59578
Rupicapra pyrenaica,border disease virus,hosts,59578
Rupicapra pyrenaica,central Pyrenees,lives in,59578
Rupicapra pyrenaica,NE Spain,lives in,59578
border disease virus,RT-PCR,detected by,59578
border disease virus,monoclonal antibodies,detected by,59578
northern elephant seal,uric acid,hosts,59831
uric acid,northern elephant seal,infects,59831
California sea lion,ammonium urate,hosts,59831
ammonium urate,California sea lion,infects,59831
northern elephant seal,urate nephrolithiasis,suffers from,59831
California sea lion,urate nephrolithiasis,suffers from,59831
urate nephrolithiasis,nephroliths,causes,59831
nephroliths,renal pelvic dilation,associated with,59831
nephroliths,pyelonephritis,associated with,59831
California sea lion,hydronephrosis,suffers from,59831
uric acid,nephroliths,composes,59831
ammonium urate,nephroliths,composes,59831
northern elephant seal,metabolic derangements,affected by,59831
California sea lion,metabolic derangements,affected by,59831
Ehrlichia spp.,Odocoileus virginianus,infects,59842
Odocoileus virginianus,Ehrlichia spp.,hosts,59842
Amblyomma americanum,Ehrlichia chaffeensis,transmits,59842
Ixodes scapularis,HGE agent,transmits,59842
Ehrlichia chaffeensis,Odocoileus virginianus,infects,59842
HGE agent,Odocoileus virginianus,infects,59842
Ehrlichia equi,Odocoileus virginianus,infects,59842
Ehrlichia-like organism,Odocoileus virginianus,infects,59842
16S rDNA,Ehrlichia spp.,detected in,59842
Nested polymerase chain reaction,Ehrlichia spp.,detects,59842
Indirect fluorescent antibody testing,Ehrlichia spp.,detects,59842
Culture,Ehrlichia chaffeensis,isolates,59842
Inguinal lymph node,Ehrlichia chaffeensis,contains,59842
Neutrophil,Ehrlichia-type morula,contains,59842
Blood smears,Ehrlichia-type morula,examines,59842
Antibodies,Pathogenic agents,detects,59912
Pathogenic agents,Free-living wild species,infects,59912
Free-living wild species,Pathogenic agents,hosts,59912
Syncerus caffer,Pathogenic agents,hosts,59912
Connochaetes taurinus,Pathogenic agents,hosts,59912
Damaliscus korrigum,Pathogenic agents,hosts,59912
Zebra,African horse sickness,hosts,59912
Wart hog,African swine fever,hosts,59912
Staphylococcus aureus,Ursus americanus,infects,59921
Ursus americanus,Staphylococcus aureus,hosts,59921
coagulase-positive Staphylococcus aureus,valvular endocarditis,causes,59921
Ursus americanus,valvular endocarditis,died from,59921
valvular endocarditis,coagulase-positive Staphylococcus aureus,affected by,59921
Canada,Ursus americanus,location of,59921
northern Labrador,Ursus americanus,location of,59921
radio-collared black bear,Ursus americanus,type of,59921
wild black bear,Ursus americanus,type of,59921
parainfluenza 3 virus,Bison bison,infects,58455
Bison bison,parainfluenza 3 virus,hosts,58455
Delta bison,Bison bison,is a type of,58455
free-ranging bison,Bison bison,is a type of,58455
Alaska,free-ranging bison,location of,58455
Delta Junction,free-ranging bison,location of,58455
USA,free-ranging bison,location of,58455
Domestic cattle,parainfluenza 3 virus,source of infection,58455
parainfluenza 3 virus,Infection,causes,58455
Infection,Clinical disease,has no clinical disease,58455
Infection,Productivity,has no decrease in productivity,58455
Puma concolor,FIV,hosts,59903
Puma concolor,FPV,hosts,59903
Puma concolor,FCoV,hosts,59903
Puma concolor,FCV,hosts,59903
Puma concolor,CDV,hosts,59903
Puma concolor,FHV,hosts,59903
Puma concolor,Yersinia pestis,hosts,59903
FIV,Puma concolor,infects,59903
FPV,Puma concolor,infects,59903
FCoV,Puma concolor,infects,59903
FCV,Puma concolor,infects,59903
CDV,Puma concolor,infects,59903
FHV,Puma concolor,infects,59903
Yersinia pestis,Puma concolor,infects,59903
Puma concolor,seroprevalence,exhibits,59903
Puma concolor,infection,exhibits,59903
FIV,Puma concolor,transmits,59903
FCoV,Puma concolor,transmits,59903
phocine herpesvirus-1,Hawaiian monk seal,infects,59836
Hawaiian monk seal,phocine herpesvirus-1,hosts,59836
Leptospira bratislava,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Leptospira bratislava,hosts,59836
L. hardjo,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. hardjo,hosts,59836
L. icterohaemorrhagiae,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. icterohaemorrhagiae,hosts,59836
L. pomona,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. pomona,hosts,59836
Brucella spp.,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Brucella spp.,hosts,59836
B. canis,Hawaiian monk seal,infects,59836
Hawaiian monk seal,B. canis,hosts,59836
Chlamydophila abortus,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Chlamydophila abortus,hosts,59836
Toxoplasma gondii,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Toxoplasma gondii,hosts,59836
Dirofilaria immitis,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Dirofilaria immitis,hosts,59836
northwestern Hawaiian Islands,Hawaiian monk seal,location of,59836
Ehrlichia sp.,white-tailed deer,infects,59858
white-tailed deer,Ehrlichia sp.,hosts,59858
Ehrlichia chaffeensis,white-tailed deer,infects,59858
white-tailed deer,Ehrlichia chaffeensis,hosts,59858
Ehrlichia phagocytophila,white-tailed deer,infects,59858
white-tailed deer,Ehrlichia phagocytophila,hosts,59858
Amblyomma americanum,white-tailed deer,infests,59858
white-tailed deer,Amblyomma americanum,is infested by,59858
Ehrlichia sp.,polymerase chain reaction,is detected by,59858
Ehrlichia chaffeensis,polymerase chain reaction,is detected by,59858
Ehrlichia phagocytophila,polymerase chain reaction,is detected by,59858
16S rDNA,nested polymerase chain reaction,is detected by,59858
Ehrlichia chaffeensis,indirect fluorescence assays,is detected by,59858
Bacillus anthracis,Hippopotamus amphibius,infects,56169
Hippopotamus amphibius,Bacillus anthracis,hosts,56169
Bacillus anthracis,Anthrax,causes,56169
Cape buffalo,Anthrax,affected by,56169
Elephant,Anthrax,affected by,56169
Luangwa Valley,Anthrax,location of,56169
Zambia,Anthrax,location of,56169
June,Anthrax,time of,56169
November,Anthrax,time of,56169
1987,Anthrax,year of,56169
1988,Anthrax,year of,56169
100 km,Luangwa River,distance from,56169
Luangwa River,Anthrax,location of,56169
Spirochetes,black-tailed jackrabbit,infects,59837
black-tailed jackrabbit,Spirochetes,hosts,59837
Borrelia burgdorferi,black-tailed jackrabbit,infects,59837
black-tailed jackrabbit,Borrelia burgdorferi,hosts,59837
Ixodes neotomae,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,Ixodes neotomae,infects,59837
Haemaphysalis leporispalustris,Spirochetes,hosts,59837
Spirochetes,Haemaphysalis leporispalustris,infects,59837
Columbian black-tailed deer,Spirochetes,hosts,59837
Spirochetes,Columbian black-tailed deer,infects,59837
Bovine tuberculosis,British cattle,infects,59823
Meles meles,Bovine tuberculosis,hosts,59823
European badgers,Meles meles,common name of,59823
Meles meles,badger,latin name of,59823
Bovine tuberculosis,TB,causes,59823
TB,Bovine tuberculosis,disease caused by,59823
south-west England,high-density badger population,location of,59823
high-density badger population,south-west England,location of,59823
individual,social group,part of,59823
social group,high-density badger population,part of,59823
bacilli,clinical samples,detected by,59823
clinical samples,bacilli,used to detect,59823
incidence,probability,measured by,59823
probability,numbers,measured by,59823
numbers,size,measured by,59823
females,social group,part of,59823
males,social group,part of,59823
Clostridium perfringens,polar bears,infects,57733
polar bears,Clostridium perfringens,hosts,57733
Clostridium perfringens,fecal samples,found in,57733
fecal samples,polar bears,sampled from,57733
polar bears,Svalbard,lives in,57733
Svalbard,Norway,location of,57733
Clostridium perfringens,fatal diseases,causes,57733
C. perfringens type A,gastrointestinal tract,normal inhabitant of,57733
gastrointestinal tract,C. perfringens type A,location of,57733
Amblyomma americanum,Ehrlichia chaffeensis,hosts,59859
Ehrlichia chaffeensis,white-tailed deer,infects,59859
white-tailed deer,Ehrlichia chaffeensis,hosts,59859
Amblyomma americanum,southeastern United States,found in,59859
Ehrlichia chaffeensis,human ehrlichiosis,causes,59859
lone star tick,southeastern United States,infests,59859
Amblyomma americanum,Ehrlichia chaffeensis,is a vector of,59859
Ehrlichia chaffeensis,white-tailed deer,is a pathogen of,59859
Staphylococcus aureus,western lowland gorilla,infects,56156
western lowland gorilla,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,chimpanzee,infects,56156
chimpanzee,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
Staphylococcus aureus,primate facility,is isolated from,56156
Central Africa,Gabon,is located in,56156
Gabon,International Centre for Medical Research of Franceville,is home to,56156
International Centre for Medical Research of Franceville,primate facility,operates,56156
primate facility,Gabon,is located in,56156
Gorilla gorilla gorilla,western lowland gorilla,is a species of,56156
Pan troglodytes,chimpanzee,is a species of,56156
spa-type t148,Staphylococcus aureus,is a type of,56156
human-associated,Staphylococcus aureus,describes,56156
