entity_id,entity,type,doc_id
1,36%,Proportion of individuals that died,59826
2,Connecticut,Location,59826
3,peridomestic wildlife,Animal source,59826
4,Leptospira,Pathogen,59826
5,leptospirosis,Disease,59826
6,raccoons,Host,59826
7,Procyon lotor,Host,59826
8,skunks,Host,59826
9,Mephitis mephitis,Host,59826
10,opossums,Host,59826
11,Didelphis virginiana,Host,59826
12,gray squirrels,Host,59826
13,Sciurus carolinensis,Host,59826
14,serovars,Serovar,59826
15,pomona,Host,59826
16,icterohemorrhagiae,Disease,59826
17,canicola,Pathogen,59826
18,hardjo,Pathogen,59826
19,grippotyphosa,Pathogen,59826
20,13%,Measurement,59826
21,109,Measurement,59826
22,31,Measurement,59826
23,30,Measurement,59826
24,28,Measurement,59826
25,20,Measurement,59826
26,February 27,Date,59826
27,September 17,Date,59826
28,2001,Year,59826
29,domestic dogs,Host,59826
30,northeastern United States,Geographical region,59826
31,humans,Host,59826
32,rabies virus,Pathogen,58605
33,canine parvovirus (CPV-2),Pathogen,58605
34,canine distemper virus (CDV),Pathogen,58605
35,Ehrlichia canis,Pathogen,58605
36,black-backed jackals,Host,58605
37,Canis mesomelas,Host,58605
38,golden jackals,Host,58605
39,C. aureus,Host,58605
40,side-striped jackals,Host,58605
41,C. adustus,Host,58605
42,Kenya,Location,58605
43,four localities,Geographic location,58605
44,Serum samples,Specimen,58605
45,76,Number of individuals that died,58605
46,April 1987,Date,58605
47,January 1988,Date,58605
48,34%,Prevalence,58605
49,14 positive/55 sampled,Prevalence,58605
50,9%,Prevalence,58605
51,4/55,Prevalence,58605
52,3%,Prevalence,58605
53,1/28,Prevalence,58605
54,2%,Prevalence,58605
55,1/36,Prevalence,58605
56,9/16,Prevalence,58605
57,5/26,Prevalence,58605
58,canine pathogens,Pathogen,58605
59,free-ranging jackals,Host,58605
60,African ecosystems,Undefined,58605
61,rare and endangered canids,Host,58605
62,specific canine diseases,Disease,58605
63,Herpesvirus,Pathogen,59830
64,island fox,Undefined,59699
65,Urocyon littoralis,Host,59699
66,Channel Islands,Location,59699
67,California,Location,59699
68,USA,Location,59699
69,serologic survey,Epidemiologic study,59699
70,canine adenovirus,Pathogen,59699
71,canine parvovirus,Pathogen,59699
72,canine herpesvirus,Pathogen,59699
73,canine coronavirus,Pathogen,59699
74,leptospirosis,Disease,59699
75,toxoplasmosis,Disease,59699
76,canine distemper virus,Pathogen,59699
77,antibody prevalence,Undefined,59699
78,194,Number of individuals that died,59699
79,97%,Proportion,59699
80,59%,Proportion of individuals that died,59699
81,pestivirus,Pathogen,59904
82,Pyrenean Chamois,Common name,59904
83,Rupicapra pyrenaica pyrenaica,Host,59904
84,Spain,Location,59904
85,northeastern Spain,Geographical region,59904
86,2001-02,Duration,59904
87,noncoding regions,Genomic region,59904
88,border disease virus cluster,Outbreak,59904
89,disease,Disease,59904
90,16 of 17 chamois,Undefined,59904
91,82.1% to 88.1%,Proportion,59904
92,study,Investigation,59904
93,southern chamois,Host,59578
94,Rupicapra pyrenaica,Host,59578
95,border disease virus,Pathogen,59578
96,central Pyrenees,Geographic location,59578
97,NE Spain,Geographic location,59578
98,2001 and 2002,Duration,59578
99,42%,Proportion,59578
100,20,Undefined,59578
101,depression,Disease,59578
102,weakness,Symptom,59578
103,movement difficulties,Symptom,59578
104,northern elephant seal,Host,59831
105,Mirounga angustirostris,Host,59831
106,California sea lion,Host,59831
107,Zalophus californianus,Host,59831
108,Urate nephrolithiasis,Disease,59831
109,Nephrolithiasis,Disease,59831
110,Uric acid,Undefined,59831
111,Ammonium urate,Chemical compound,59831
112,2004,Year,59831
113,2005,Year,59831
114,1-10 mm,Size,59831
115,1-15 mm,Measurement,59831
116,Kidneys,Organ,59831
117,Renal pelvic dilation,Symptom,59831
118,Pyelonephritis,Disease,59831
119,Hydronephrosis,Disease,59831
120,Necropsy examination,Undefined,59831
121,Histopathology,Undefined,59831
122,white-tailed deer,Common name,59842
123,Odocoileus virginianus,Host,59842
124,Ehrlichia spp.,Pathogen,59842
