source_id,source_text,target_id,target_text,relation_type,doc_id
1,Perch rhabdovirus,1,Perch rhabdovirus,is classified as,1
1,Perch rhabdovirus,6,Perca fluviatilis,is isolated from,1
1,Perch rhabdovirus,7,Salmo trutta trutta,is isolated from,1
1,Perch rhabdovirus,8,Baltic Sea,is isolated from,1
1,Perch rhabdovirus,5,Finnish grayling isolates,is similar to,1
1,Perch rhabdovirus,,PRV isolated in France in 2004,is similar to,1
5,Finnish grayling isolates,10,Danish isolate DK5533,are similar to,1
5,Finnish grayling isolates,12,Finnish brown trout isolate ka907_87,are similar to,1
5,Finnish grayling isolates,3,Thymallus thymallus,are isolated from,1
5,Finnish grayling isolates,4,Finnish fish farms,are isolated from,1
12,Finnish brown trout isolate ka907_87,5,Finnish grayling isolates,is different from,1
2,Grayling,1,Perch rhabdovirus,is infected with,1
2,Grayling,4,Finnish fish farms,is farmed,1
4,Finnish fish farms,,elevated mortality rates,experience,1
4,Finnish fish farms,17,neurological disorders,experience,1
4,Finnish fish farms,18,peritonitis,experience,1
22,Avian Myeloblastosis Virus,24,Reverse Transcriptase,produces,2
22,Avian Myeloblastosis Virus,25,Envelope,requires,2
22,Avian Myeloblastosis Virus,23,Myeloblastosis Associated Virus,is helped by,2
23,Myeloblastosis Associated Virus,25,Envelope,produces,2
23,Myeloblastosis Associated Virus,24,Reverse Transcriptase,produces,2
22,Avian Myeloblastosis Virus,,AMV-RT,is referred to as,2
27,Scientific Community,,the text,is addressed by,2
28,Younger Scientists,,the text,are addressed by,2
31,Human,29,Vaccinia virus,infected by,3
31,Human,30,Pseudocowpox virus,infected by,3
29,Vaccinia virus,30,Pseudocowpox virus,co-infects,3
31,Human,49,Cattle,has contact with,3
49,Cattle,50,Teats,has injuries on,3
31,Human,39,Hands,develops lesions on,3
31,Human,40,Forearms,develops lesions on,3
31,Human,41,Legs,develops lesions on,3
31,Human,42,Face,develops lesions on,3
31,Human,44,Fever,experiences,3
31,Human,45,Headache,experiences,3
31,Human,46,Malaise,experiences,3
31,Human,47,Myalgia,experiences,3
31,Human,48,Lymphadenopathy,experiences,3
31,Human,56,Antibodies,has,3
31,Human,55,DNA,has,3
29,Vaccinia virus,43,Lesions,detected in,3
30,Pseudocowpox virus,43,Lesions,detected in,3
29,Vaccinia virus,55,DNA,detected in,3
30,Pseudocowpox virus,55,DNA,detected in,3
