source_id,source_text,target_id,target_text,relation_type,doc_id
1,Perch rhabdovirus,27,PRV,is classified as,1
1,Perch rhabdovirus,5,farmed grayling,infects,1
5,farmed grayling,,elevated mortality rates,experienced,1
5,farmed grayling,,neurological disorders and peritonitis,had,1
26,grayling isolates,,each other,are closely related,1
26,grayling isolates,18,Perca fluviatilis,are closely related,1
26,grayling isolates,19,Salmo trutta trutta,are closely related,1
,Finnish grayling isolates,,PRV isolated in France in 2004,are most closely related,1
,Finnish grayling isolates,22,Danish isolate DK5533,are most closely related,1
24,Finnish brown trout isolate ka907_87,26,grayling isolates,is not closely related,1
28,Avian Myeloblastosis Virus,30,Reverse Transcriptase,produces,2
28,Avian Myeloblastosis Virus,31,Envelope,produces,2
28,Avian Myeloblastosis Virus,29,Myeloblastosis Associated Virus,is dependent on,2
29,Myeloblastosis Associated Virus,31,Envelope,produces,2
29,Myeloblastosis Associated Virus,30,Reverse Transcriptase,produces,2
28,Avian Myeloblastosis Virus,,AMV-RT,is referred to as,2
28,Avian Myeloblastosis Virus,,AMV,is referred to as,2
36,Human Vaccinia virus,37,Pseudocowpox virus,co-infection,3
,Vaccinia virus,38,Bovine vaccinia,causes,3
37,Pseudocowpox virus,39,Milker's nodule,causes,3
,Vaccinia virus,,Bovine infection,associated with,3
37,Pseudocowpox virus,,Bovine infection,associated with,3
,Vaccinia virus,,Brazilian rural areas,prevalent in,3
37,Pseudocowpox virus,,Brazilian rural areas,prevalent in,3
,Vaccinia virus,43,Milk herds,found in,3
37,Pseudocowpox virus,43,Milk herds,found in,3
42,Farmers,45,Lesions,developed lesions,3
42,Farmers,46,Fever,developed systemic symptoms,3
42,Farmers,47,Headache,developed systemic symptoms,3
42,Farmers,48,Malaise,developed systemic symptoms,3
42,Farmers,49,Myalgia,developed systemic symptoms,3
42,Farmers,50,Lymphadenopathy,developed systemic symptoms,3
36,Human Vaccinia virus,,Patient's lesion,detected in,3
37,Pseudocowpox virus,,Patient's lesion,detected in,3
,Vaccinia virus,54,Dairy cattle,detected in,3
37,Pseudocowpox virus,54,Dairy cattle,detected in,3
58,SIV,60,Sooty mangabey,infects,4
59,SIVsm,60,Sooty mangabey,infects,4
59,SIVsm,62,E041,infects,4
65,Simian T-cell leukemia virus,62,E041,antibody negative,4
66,B-cell lymphoma,62,E041,develops,4
67,CD4(+)-cell,62,E041,decline,4
68,p27 core antibody,62,E041,loss,4
,SIVsm replication,62,E041,loss of control,4
69,Giant cell disease,62,E041,develops,4
64,AIDS,62,E041,develops,4
58,SIV,62,E041,replicates,4
70,Plasma virus load,62,E041,increases,4
74,Humans,58,SIV,develop aids in less than 18 years,4
,Macaques,58,SIV,develop aids in less than 18 years,4
78,bats,,natural reservoirs of viruses,are recognized as,5
77,adeno-associated viruses,214,primates,are distributed in,5
77,adeno-associated viruses,,bats is unknown,distribution in,5
81,faecal swab samples,78,bats,were collected from,5
81,faecal swab samples,79,China,were collected from,5
78,bats,,presence of AAVs,were examined for,5
88,BtAAV-YNM,,known primate AAVs,is relatively distant to,5
88,BtAAV-YNM,90,porcine AAV strain Po3,is phylogenetically closer to,5
92,bat AAV samples,95,genetic diversity,revealed a remarkably large,5
92,bat AAV samples,,nucleotide identity of only 84.3%,had an average pairwise,5
97,individual sample,,distinctive genotypes of bat AAV was observed,co-presence of multiple,5
98,Avian myelocytomatosis virus,101,myelocytomas,induces,6
98,Avian myelocytomatosis virus,102,tumors of kidney and liver,induces,6
99,MC29,,neoplastic diseases,induces,6
99,MC29,103,v-myc gene,contains,6
99,MC29,,c-myc sequences,contains,6
106,HBI,,myc gene containing c-myc sequences,has,6
106,HBI,,some v-myc sequences,has,6
106,HBI,,lymphoid tumors,induces,6
106,HBI,530,chickens,inoculation,6
106,HBI,,lymphoid tumors independent of the bursa,results in,6
106,HBI,,made up of T and B cells,antigenically,6
106,HBI,,HBI proviral DNA,has,6
106,HBI,,"HBI gag-myc fusion protein, p 108",has,6
104,c-myc gene,,lymphoid tumors,associated with,6
103,v-myc gene,,myelocytomas and tumors of kidney and liver,associated with,6
,myc gene,115,target-cell specificity,transforms,6
,myc gene,114,tumor cells,transforms,6
72,Macaque,119,Type D retrovirus,hosts,7
72,Macaque,,Acquired immunodeficiency syndrome,hosts,7
118,Macaca cyclopis,119,Type D retrovirus,hosts,7
119,Type D retrovirus,120,Mason-Pfizer monkey virus,related to,7
120,Mason-Pfizer monkey virus,126,Mammary tumor,isolated from,7
120,Mason-Pfizer monkey virus,119,Type D retrovirus,related to,7
121,Macaca mulatta,120,Mason-Pfizer monkey virus,hosts,7
128,Bovine foamy virus,129,bovine spumaretrovirus,is,8
143,Simian foamy virus,144,apes,transmission,9
143,Simian foamy virus,74,humans,transmission,9
146,Simian virus,74,humans,infection,9
143,Simian foamy virus,,persons occupationally exposed to nonhuman primates,infection,9
143,Simian foamy virus,148,hunters,infection,9
143,Simian foamy virus,,persons who lived in southern Cameroon,infection,9
143,Simian foamy virus,,"general population of 1,164 adults",infection,9
143,Simian foamy virus,,85 persons who reported having been bitten or scratched by nonhuman primates,infection,9
143,Simian foamy virus,159,gorillas,infection,9
143,Simian foamy virus,160,chimpanzees,infection,9
143,Simian foamy virus,161,monkeys,infection,9
143,Simian foamy virus,163,ape bites,transmission,9
143,Simian foamy virus,165,human host,persistence,9
166,Human parainfluenza virus type 3,,wild nonhuman primates,detected in,10
166,Human parainfluenza virus type 3,168,baboons,detected in,10
166,Human parainfluenza virus type 3,167,Zambia,detected in,10
166,Human parainfluenza virus type 3,173,genome,detected in,10
172,HPIV3,168,baboons,detected in,10
172,HPIV3,173,genome,detected in,10
174,antibody,168,baboons,detected in,10
174,antibody,170,vervet monkeys,detected in,10
,wild nonhuman primates,,HPIV3 infection,susceptible to,10
63,Simian immunodeficiency virus,177,African green monkeys,naturally infects,11
63,Simian immunodeficiency virus,179,Sooty mangabey monkeys,naturally infects,11
63,Simian immunodeficiency virus,123,Immunodeficiency syndrome,results in,11
63,Simian immunodeficiency virus,184,CD4(+) T cells,replicates,11
177,African green monkeys,,Robust virus replication,maintain,11
179,Sooty mangabey monkeys,,Robust virus replication,maintain,11
181,Asian macaques,123,Immunodeficiency syndrome,develop,11
181,Asian macaques,,Human AIDS,develop,11
184,CD4(+) T cells,,Phenotypic changes,undergo,11
184,CD4(+) T cells,,Limited chronic immune activation,undergo,11
