entity_id,entity,type,latin_name,doc_ids
1,Perch rhabdovirus,Pathogen,,1;1
2,Grayling,Host,Grayling,1
3,Thymallus thymallus,Host,Thymallus thymallus,1
4,Perca fluviatilis,Host,Perca fluviatilis,1
5,Salmo trutta trutta,Host,Salmo trutta trutta,1
6,Pike,Host,Pike,1
7,Finnish fish farms,Location,,1
8,Baltic Sea,Location,,1
9,France,Location,,1;30
10,Denmark,Location,,1
11,Avian Myeloblastosis Virus,Virus,,2;2
12,Myeloblastosis Associated Virus,Virus,,2
13,Pseudocowpox virus,pathogen,,3
14,Human,host,Human,3;13;19
15,Bovine,host,Bovine,3;8;16
16,Brazil,location,,3;14
17,Rural areas,location,,3
18,Milk herds,location,,3
19,Farmers,host,Farmers,3
20,Milkers,host,Milkers,3
21,Close contacts,host,Close contacts,3
22,Lesions,symptom,,3
23,Fever,symptom,,3
24,Malaise,symptom,,3
25,Myalgia,symptom,,3
26,Axillary lymphadenopathy,symptom,,3
27,Inguinal lymphadenopathy,symptom,,3
28,Cervical lymphadenopathy,symptom,,3
29,PCR,test,,3;22
30,Phylogenetic analysis,test,,3;19;22
31,Serological tests,test,,3
32,Molecular assays,test,,3
33,Dairy cattle,host,Dairy cattle,3
34,Occupational exanthematic diseases,disease,,3
35,Public health impact,consequence,,3
36,Economical losses,consequence,,3
37,SIV,pathogen,,4;11
38,SIVsm,pathogen,,4
39,Sooty mangabey,host,Sooty mangabey,4
40,Cercocebus atys,scientific name,,4
41,AIDS,disease,,4
42,Simian immunodeficiency virus,pathogen,,4
43,Simian T-cell leukemia virus,pathogen,,4;18
44,B-cell lymphoma,disease,,4
45,CD4(+)-cell,cell type,,4
46,p27 core antibody,antibody,,4
47,E041,individual,,4
48,SM,host,SM,4
49,Macaca,host,Macaca,4
50,African hosts,host,African hosts,4
51,Humans,host,Humans,4;9;33
52,bats,organism,,5
53,China,location,,5;8;21
54,adeno-associated viruses,pathogen,,5
55,primates,organism,,5;35
56,porcine AAV strain Po3,pathogen,,5
57,BtAAV-YNM,pathogen,,5
58,rep-cap ORFs,genetic sequence,,5
59,cap ORF sequences,genetic sequence,,5
60,bat AAV samples,sample,,5
61,individual sample,sample,,5
62,avian myelocytomatosis virus,pathogen,,6
63,MC29,pathogen,,6
64,HBI,pathogen,,6
65,chicken,host,chicken,6
66,lymphomas,disease,,6
67,myelocytomas,disease,,6
68,tumors of kidney and liver,disease,,6
69,v-myc gene,gene,,6
70,c-myc gene,gene,,6
71,lymphoid leukosis virus,pathogen,,6
72,T cells,cell type,,6;11
73,B cells,cell type,,6
74,Macaque,Host,Macaque,7
75,Macaca cyclopis,Host,Macaca cyclopis,7
76,Mason-Pfizer monkey virus,Pathogen,,7
77,Macaca mulatta,Host,Macaca mulatta,7
78,Type D retrovirus,Pathogen,,7
79,Bovine foamy virus,Pathogen,,8
80,Germany,Location,,8
81,Poland,Location,,8
82,East Germany,Location,,8
83,United States,Location,,8
84,BFV-Riems,Pathogen,,8
85,BFV100,Pathogen,,8
86,Foamy viruses,Pathogen,,8
