entity_id,entity,type,latin_name,doc_ids
1,Perch rhabdovirus,Virus,,1
2,Thymallus thymallus,Species,,1
3,Finnish fish farms,Location,,1
4,Grayling,Species,,1
5,July,Date,,1
6,Rhabdovirus,Virus,,1
7,Glycoprotein,Protein,,1
8,RNA polymerase,Protein,,1
9,Perca fluviatilis,Species,,1
10,Salmo trutta trutta,Species,,1
11,Baltic Sea,Location,,1
12,France,Location,,1;30;91
13,2004,Date,,1;82
14,Danish isolate DK5533,Location,,1
15,Pike,Species,,1
16,Finnish brown trout isolate ka907_87,Location,,1
17,Immunofluorescence antibody test,Test,,1
18,Finland,Location,,1
19,Avian myeoloblastosis virus,Virus,,2
20,AMV-RT,Reverse Transcriptase,,2
21,Avian Myelobalstosis Virus,Virus,,2
22,Myeloblastosis Associated Virus,Virus,,2
23,Vaccinia virus,Virus,,3
24,Pseudocowpox virus,Virus,,3
25,Bovine vaccinia,Disease,,3
26,Milker's nodule,Disease,,3
27,Brazil,Location,,3;14;55;58;80
28,VACV,Virus,,3
29,PCPV,Virus,,3
30,PCR,Method,,3;17;22;35;36;96
31,Phylogenetic analysis,Method,,3;3;92
32,Serological tests,Method,,3
33,Molecular assays,Method,,3
34,Dairy cattle,Organism,,3
35,Occupational exanthematic diseases,Disease,,3
36,Public health,Field,,3;32
37,Economical losses,Field,,3
38,Poxviruses,Virus,,3;43
39,Zoonotic,Type,,3
40,Brazilian rural areas,Location,,3
41,Milk herds,Organism,,3
42,Farmers,Occupation,,3
43,Milkers,Occupation,,3
44,Cattle,Organism,,3;16;41;44;47;59;73;94
45,Teats,Body part,,3
46,Lesions,Body part,,3
47,Fever,Symptom,,3
48,Headache,Symptom,,3
49,Malaise,Symptom,,3
50,Myalgia,Symptom,,3
51,Lymphadenopathy,Symptom,,3
52,Serological,Type,,3
53,Molecular,Type,,3
54,Epidemiological surveillance,Method,,3
55,Medical treatment,Method,,3
56,AIDS,Disease,,4;11
57,SIV,Virus,,4;11
58,Sooty mangabey,Animal,,4
59,Simian immunodeficiency virus,Virus,,4;50;60
60,Cercocebus atys,Species,,4
61,E041,Animal,,4
62,Macaques,Animal,,4;7;7
63,Simian T-cell leukemia virus,Virus,,4;18;46
64,B-cell lymphoma,Disease,,4
