entity_id,entity,type,latin_name,doc_ids
1,Thymallus thymallus,species,,1
2,Perch rhabdovirus,virus,,1
3,Perca fluviatilis,species,,1
4,Salmo trutta trutta,species,,1
5,Baltic Sea,location,,1
6,France,location,,1;30;91
7,Denmark,location,,1;59;77
8,Pike,species,,1
9,Brown trout,species,,1
10,Finland,location,,1
11,Avian Myeloblastosis Virus,Virus,,2;2
12,Myeloblastosis Associated Virus,Virus,,2
13,Reverse Transcriptase,Protein,,2;23
14,Pseudocowpox virus,pathogen,,3
15,Human,host,Human,3;10;13;15;32;45;77
16,Bovine,host,Bovine,3;8;16
17,Brazil,location,,3;14;55;58;80
18,Rural areas,location,,3
19,Milk herds,location,,3
20,Farmers,individual,,3
21,Milkers,individual,,3
22,Cattle,individual,,3;16;41;44;59;73
23,Teats,body part,,3
24,Lesions,symptom,,3
25,Fever,symptom,,3
26,Malaise,symptom,,3
27,Myalgia,symptom,,3
28,Lymphadenopathy,symptom,,3
29,PCR,test,,3;22
30,Phylogenetic analysis,test,,3;22
31,Serological tests,test,,3
32,Molecular assays,test,,3
33,DNA,molecule,,3
34,Antibodies,molecule,,3
35,Epidemiological surveillance,process,,3
36,Medical treatment,process,,3
37,SIV,pathogen,,4;11
38,SIVsm,pathogen,,4
39,Sooty mangabey,host,Sooty mangabey,4
40,Cercocebus atys,scientific name,,4
41,AIDS,disease,,4
42,Simian immunodeficiency virus,pathogen,,4;50;60
43,Simian T-cell leukemia virus,pathogen,,4;18
44,B-cell lymphoma,disease,,4
45,CD4(+)-cell,cell type,,4
46,p27 core antibody,antibody,,4
47,Giant cell disease,disease,,4
48,Humans,host,Humans,4;9;18;33;39;62;75
49,Macaques,host,Macaques,4;7;7
50,African hosts,host,African hosts,4
51,bats,organism,,5
52,China,location,,5;8;21;76;92
53,adeno-associated viruses,pathogen,,5
54,primates,organism,,5;18;45
55,porcine AAV strain Po3,pathogen,,5
56,BtAAV-YNM,pathogen,,5
57,rep-cap ORFs,genetic sequence,,5
58,cap ORF sequences,genetic sequence,,5
59,avian myelocytomatosis virus,Virus,,6
60,chickens,Host,chickens,6;33;93
61,MC29,Virus,,6
62,v-myc gene,Gene,,6
63,c-myc gene,Gene,,6
64,lymphoid leukosis virus,Virus,,6
65,HBI,Virus,,6
66,bursa,Organ,,6
67,T cells,Cell,,6;11
68,B cells,Cell,,6
69,HBI proviral DNA,DNA,,6
70,c-myc,Gene,,6
71,HBI gag-myc fusion protein,Protein,,6
72,p 108,Protein,,6
73,Macaca cyclopis,host,Macaca cyclopis,7
74,Mason-Pfizer monkey virus,pathogen,,7
75,type D retrovirus,pathogen,,7
76,T-lymphocyte,cell,,7
77,opportunistic infections,disease,,7
78,lymphoproliferative abnormalities,disease,,7
79,rhesus monkey,host,rhesus monkey,7
80,Macaca mulatta,host,Macaca mulatta,7
81,Bovine foamy virus,Pathogen,,8
82,Germany,Location,,8;44
83,Poland,Location,,8
84,East Germany,Location,,8
