source_id,source_text,target_id,target_text,relation_type,doc_id
1,Perch rhabdovirus,6,Rhabdovirus,classified as,1
1,Perch rhabdovirus,3,Finnish fish farms,detected in,1
1,Perch rhabdovirus,9,Perca fluviatilis,related to,1
1,Perch rhabdovirus,10,Salmo trutta trutta,related to,1
1,Perch rhabdovirus,11,Baltic Sea,related to,1
1,Perch rhabdovirus,12,France,related to,1
1,Perch rhabdovirus,13,2004,related to,1
1,Perch rhabdovirus,14,Danish isolate DK5533,related to,1
,Finnish grayling isolates,1,Perch rhabdovirus,related to,1
,Finnish grayling isolates,16,Finnish brown trout isolate ka907_87,related to,1
,Finnish grayling isolates,17,Immunofluorescence antibody test,related to,1
2,Thymallus thymallus,3,Finnish fish farms,experienced mortality rates in,1
2,Thymallus thymallus,1,Perch rhabdovirus,infected with,1
5,July,3,Finnish fish farms,typical month for mortality rates,1
3,Finnish fish farms,18,Finland,located in,1
,Avian Myeloblastosis Virus,20,AMV-RT,produces,2
,Avian Myeloblastosis Virus,19,Avian myeoloblastosis virus,is referred to as,2
,Avian Myeloblastosis Virus,,AMV,is referred to as,2
,Avian Myeloblastosis Virus,22,Myeloblastosis Associated Virus,is dependent on,2
22,Myeloblastosis Associated Virus,,envelope and RT proteins,produces,2
20,AMV-RT,,Avian Myeloblastosis Virus,is produced by,2
23,Vaccinia virus,24,Pseudocowpox virus,co-infection,3
23,Vaccinia virus,25,Bovine vaccinia,caused by,3
24,Pseudocowpox virus,26,Milker's nodule,caused by,3
23,Vaccinia virus,,,zoonotic,3
24,Pseudocowpox virus,,,zoonotic,3
23,Vaccinia virus,,Bovine infection,associated with,3
24,Pseudocowpox virus,,Bovine infection,associated with,3
23,Vaccinia virus,40,Brazilian rural areas,highly prevalent,3
24,Pseudocowpox virus,40,Brazilian rural areas,highly prevalent,3
23,Vaccinia virus,41,Milk herds,present in,3
24,Pseudocowpox virus,41,Milk herds,present in,3
42,Farmers,,"Hands, forearms, legs and face",developed lesions,3
42,Farmers,,,developed systemic symptoms,3
43,Milkers,,"Hands, forearms, legs and face",developed lesions,3
43,Milkers,,,developed systemic symptoms,3
23,Vaccinia virus,34,Dairy cattle,detected in,3
24,Pseudocowpox virus,34,Dairy cattle,detected in,3
23,Vaccinia virus,,Patient's lesion,detected in,3
24,Pseudocowpox virus,,Patient's lesion,detected in,3
23,Vaccinia virus,,Patient sera,detected in,3
24,Pseudocowpox virus,,Patient sera,detected in,3
23,Vaccinia virus,55,Medical treatment,treated with,3
24,Pseudocowpox virus,55,Medical treatment,treated with,3
57,SIV,58,Sooty mangabey,infects,4
57,SIV,70,SMs,infects,4
57,SIV,61,E041,infects,4
,SIVsm,61,E041,infects,4
63,Simian T-cell leukemia virus,61,E041,antibody negative,4
64,B-cell lymphoma,61,E041,developed,4
65,CD4(+)-cell,61,E041,decline,4
66,p27 core antibody,61,E041,loss,4
67,Giant cell disease,61,E041,developed,4
56,AIDS,61,E041,developed,4
69,Humans,,less than 18 years,aids development,4
62,Macaques,,less than 18 years,aids development,4
72,bats,,natural reservoirs of,are recognized as,5
71,adeno-associated viruses,74,primates,are distributed in,5
71,adeno-associated viruses,72,bats,distribution in,5
76,faecal swab samples,77,bat species,were collected from,5
76,faecal swab samples,,provinces of China,were collected from,5
80,BtAAV-YNM,71,adeno-associated viruses,is a type of,5
80,BtAAV-YNM,81,primate AAVs,is relatively distant to,5
80,BtAAV-YNM,82,porcine AAV strain Po3,is phylogenetically closer to,5
83,bat AAV samples,,84.30%,had an average pairwise nucleotide identity of,5
83,bat AAV samples,,was observed,co-presence of multiple distinctive genotypes of,5
86,bat populations,,diverse AAVs,might be widely distributed in,5
87,avian myelocytomatosis virus,,lymphomas,induces,6
87,avian myelocytomatosis virus,,myelocytomas,induces,6
87,avian myelocytomatosis virus,,tumors of kidney and liver,induces,6
88,MC29,,neoplastic diseases,induces,6
88,MC29,,myelocytomas,induces,6
88,MC29,,tumors of kidney and liver,induces,6
89,v-myc gene,,myelocytomas and tumors of kidney and liver,is responsible for,6
90,c-myc gene,,lymphoid tumors,is responsible for,6
91,lymphoid leukosis virus,,activation of c-myc gene,insertion of genome,6
92,HBI,,myc gene containing c-myc sequences,has,6
92,HBI,,some v-myc sequences,has,6
92,HBI,,lymphoid tumors,induces,6
92,HBI,,results in lymphoid tumors,inoculation into chickens,6
93,bursa,,lymphoid tumors,independent of,6
94,T cells,,tumors,are present in,6
95,B cells,,tumors,are present in,6
92,HBI,,HBI proviral DNA,has,6
92,HBI,,"HBI gag-myc fusion protein, p 108",has,6
,"HBI gag-myc fusion protein, p 108",1178,tumor cells,is present in,6
