entity_id,entity,type,latin_name,doc_ids
1,Leptospirosis,Disease,Leptospirosis,56805;59699;59826
2,Connecticut,Location,,59826;59886
3,Peridomestic wildlife,Host,Peridomestic wildlife,59826
4,Leptospira,Pathogen,Leptospira,56805;59826
5,Serovars pomona,Pathogen,Serovars pomona,59826
6,Serovars icterohemorrhagiae,Pathogen,Serovars icterohemorrhagiae,59826
7,Serovars canicola,Pathogen,Serovars canicola,59826
8,Serovars hardjo,Pathogen,Serovars hardjo,59826
9,Serovars grippotyphosa,Pathogen,Serovars grippotyphosa,59826
10,Dogs,Host,Dogs,59826;60157
11,Humans,Host,Humans,56805;58382;59826;60200;60223;60248;60412
12,Canis mesomelas,Species,,58605
13,Canis aureus,Species,,58605
14,Canis adustus,Species,,58605
15,Jackals,Host,Jackals,58605
16,Rabies virus,Pathogen,Rabies virus,58605;58774;59229;59406
17,Canine parvovirus (CPV-2),Pathogen,Canine parvovirus (CPV-2),58605;59699
18,Canine distemper virus (CDV),Pathogen,Canine distemper virus (CDV),58605;59699;59903;59954;60035
19,Ehrlichia canis,Pathogen,Ehrlichia canis,58605
20,Kenya,Location,,58605;60178;60522;60523
21,April 1987,Date,,58605
22,January 1988,Date,,58605
23,Serum samples,Measurement,,58605;59859;59886
24,Antibodies,Property,,58605;59194;59836;59859;59886;59912;60063;60097;60098
25,Free-ranging,Property,,58605
26,Adult,Property,,58605;59954
27,Canine,Property,,58605
28,Pathogens,Property,,56156;58605
29,Serologic survey,Process,,58605
30,Sampling locations,Location,,58605
31,African ecosystems,Environment,,58605
32,Canids,Host,Canids,58605
33,Specific canine diseases,Disease,Specific canine diseases,58605
34,Herpesvirus,Pathogen,Herpesvirus,59830
35,Pacific harbor seal,Host,Pacific harbor seal,59830
36,Phoca vitulina richardsi,Host,Phoca vitulina richardsi,59830
37,Adrenal gland,Tissue,,59830;60565
38,California,Location,,59699;59830;59837;60157
39,USA,Location,,58455;59380;59668;59699;59830;60098;60119;60291;60350;60423;60516;60565
40,DNA,Measurement,,59668;59830;59858
41,Seals,Host,Seals,59830
42,Thymic atrophy,Disease,Thymic atrophy,59830
43,Hepatic necrosis,Disease,Hepatic necrosis,58036;59830
44,Lymphopenia,Disease,Lymphopenia,59830
45,Electron microscopy,Process,,58337;59196;59830;59994;60229;60487
46,Viral particles,Pathogen,Viral particles,59830
47,Adrenal tissue homogenate,Measurement,,59830
48,Phocine adrenal and kidney cell lines,Cell line,,59830
49,Cytopathic effect,Process,,59830
50,Cell cultures,Cell line,,57815;59830
51,Inclusion bodies,Pathogen,Inclusion bodies,59830
52,Male seals,Host,Male seals,59830
53,Birth weight,Measurement,,59830
54,Island Fox,Species,,59699;60157
55,Urocyon littoralis,Scientific Name,,59699;60157
56,Channel Islands,Location,,59699;59832
57,Canine Adenovirus,Pathogen,Canine Adenovirus,59699;59836
58,Canine Herpesvirus,Pathogen,Canine Herpesvirus,59699
59,Canine Coronavirus,Pathogen,Canine Coronavirus,59699
60,Toxoplasmosis,Disease,Toxoplasmosis,59699
61,Pyrenean Chamois,Host,Pyrenean Chamois,59904
62,Rupicapra pyrenaica pyrenaica,Host,Rupicapra pyrenaica pyrenaica,59578;59904
63,Pestivirus,Pathogen,Pestivirus,59904
64,Border disease virus,Pathogen,Border disease virus,59578;59904
65,Spain,Location,,59578;59904;60035;60186
66,2001-02,Time,,59904
67,Southern chamois,Host,Southern chamois,59578
68,Pyrenees,Location,,59578
69,February,Time,,59578
70,June,Time,,56169;59578
71,2001,Time,,57733;59578
72,2002,Time,,59578
73,Brain,Tissue,,58190;59380;59578;60291;60516
74,Spleen,Tissue,,58254;59196;59578
75,Kidney,Tissue,,57730;59578;59831
76,Blood,Tissue,,58382;59578;59842
77,Disease,Disease,Disease,59578;60248
78,Cachexia,Symptom,,59578
79,Abscesses,Symptom,,59578
80,Pneumonia,Symptom,,59578
81,Subcutaneous infection,Symptom,,59578
82,Orchitis,Symptom,,59578
83,Edema,Symptom,,59578
84,Gliosis,Symptom,,59578
85,Espongiosis,Symptom,,59578
86,Cario-rexis,Symptom,,59578
87,Neuronal multifocal necrosis,Symptom,,59578
88,Follicular atrophy,Symptom,,59578
89,Epidermal hyperplasia,Symptom,,59578
90,Orthokeratotic hyperkeratosis,Symptom,,59578
91,Follicular hyperkeratosis,Symptom,,59578
92,Hypermelanosis,Symptom,,59578
93,Haemosiderin deposits,Symptom,,59578
94,Cloissone,Symptom,,59578
95,PCR,Detection method,,58036;59406;59578
96,RT-PCR,Detection method,,58651;59194;59229;59578
97,Monoclonal antibodies,Detection method,,59578;60444
98,northern elephant seal,Species,,59831;59832
