entity_id,entity,type,latin_name,doc_ids
1,Leptospirosis,Disease,Leptospirosis,59699;59826
2,Connecticut,Location,,59826;59886
3,peridomestic wildlife,Host,peridomestic wildlife,59826
4,Leptospira,Pathogen,Leptospira,59826
5,Leptospira serovars,Pathogen,Leptospira serovars,59826
6,serovars pomona,Pathogen,serovars pomona,59826
7,serovars icterohemorrhagiae,Pathogen,serovars icterohemorrhagiae,59826
8,serovars canicola,Pathogen,serovars canicola,59826
9,serovars hardjo,Pathogen,serovars hardjo,59826
10,serovars grippotyphosa,Pathogen,serovars grippotyphosa,59826
11,raccoons,Host,raccoons,59826;60350
12,Procyon lotor,Host,Procyon lotor,59228;59826;60350
13,skunks,Host,skunks,59826;60365
14,Mephitis mephitis,Host,Mephitis mephitis,59826
15,opossums,Host,opossums,59826
16,Didelphis virginiana,Host,Didelphis virginiana,59826
17,gray squirrels,Host,gray squirrels,59826
18,Sciurus carolinensis,Host,Sciurus carolinensis,59826
19,February 27,Date,,59826
20,"September 17, 2001",Date,,59826
21,northeastern United States,Location,,59037;59826;59842;59859;60566
22,dogs,Host,dogs,59826
23,humans,Host,humans,59228;59826;60004;60223;60248;60523
24,rabies virus,Pathogen,rabies virus,58605;58774;59406
25,canine parvovirus (CPV-2),Pathogen,canine parvovirus (CPV-2),58605;59699
26,canine distemper virus (CDV),Pathogen,canine distemper virus (CDV),58605;59699;59954;60035
27,Ehrlichia canis,Pathogen,Ehrlichia canis,58605
28,black-backed jackals,Common name,,58605
29,Canis mesomelas,Host,Canis mesomelas,58605
30,golden jackals,Common name,,58605
31,C. aureus,Host,C. aureus,58605
32,side-striped jackals,Common name,,58605
33,C. adustus,Host,C. adustus,58605
34,jackals,Common name,,58605
35,Canis,Genus,,58605
36,Kenya,Location,,58605;60178;60522;60523
37,free-ranging,Animal source,,58605;60137
38,adult,Age,,58605;59832;59954;60098
39,serum samples,Sample,,58605;59194;59859;59886;60063;60098
40,antibodies,Measurement,,58605;58651;59194;59858;59860;59886;59912;60043;60063
41,prevalence,Measurement,,57815;58605;59858;59886;60177;60178;60248;60460;60487
42,percentage,Unit,,57815;58605;60487
43,April 1987,Date,,58605
44,January 1988,Date,,58605
45,African ecosystems,Environment,,58605
46,rare and endangered canids,Host,rare and endangered canids,58605
47,specific canine diseases,Disease,specific canine diseases,58605
48,Herpesvirus,Pathogen,Herpesvirus,58036;59830
49,Pacific harbor seal,Common name,,59830
50,Phoca vitulina richardsi,Host,Phoca vitulina richardsi,59830
51,California,Location,,59699;59830;59832;59837
52,USA,Location,,58455;59380;59668;59699;59830;59832;59860;60098;60119;60291;60295;60350;60423;60516;60565
53,Adrenal gland,Tissue,,59830;60565
54,DNA,Molecule,,59830;59858;60137
55,Amphophilic,Property,,59830
56,Intranuclear inclusion bodies,Structure,,59830
57,Necrosis,Symptom,,59830;60350
58,Sepsis,Disease,Sepsis,59830
59,Omphalophlebitis,Disease,Omphalophlebitis,59830
60,Pneumonia,Disease,Pneumonia,59578;59830
61,Gastroenteritis,Disease,Gastroenteritis,59830
62,Thymic atrophy,Symptom,,59830
63,Hepatic necrosis,Symptom,,58036;59830
64,Lymphopenia,Symptom,,59830
65,Electron microscopy,Technique,,57899;58337;59196;59830;59994;60229;60487
66,Viral particles,Structure,,59830
67,Adrenal tissue homogenate,Sample,,59830
68,Phocine adrenal and kidney cell lines,Cell line,,59830
69,Cytopathic effect,Symptom,,59830
70,Cell cultures,Sample,,57815;59830
71,Days,Unit of time,,59830
72,0 to 63 days,Duration,,59830
73,Below average birth weight,Property,,59830
74,island fox,Common name,,59699
75,Urocyon littoralis,Host,Urocyon littoralis,59699
76,Channel Islands,Location,,59699;59832
77,canine adenovirus,Pathogen,canine adenovirus,59699
78,canine herpesvirus,Pathogen,canine herpesvirus,59699
79,canine coronavirus,Pathogen,canine coronavirus,59699
80,toxoplasmosis,Disease,toxoplasmosis,59699
81,serologic survey,Process,,59699
82,antibody prevalence,Measurement,,58455;59699
83,97%,Proportion,,59699
84,59%,Proportion,,59699;60098;60415
85,194,Number of individuals,,59699
86,threatened species,Classification,,59699
87,Rupicapra pyrenaica,Host,Rupicapra pyrenaica,59578
88,border disease virus,Pathogen,border disease virus,59578
89,southern chamois,Common name,,59578
90,central Pyrenees,Location,,59578
91,NE Spain,Location,,59578
92,February,Time,,59578
93,June,Time,,56169;59578
94,2001,Year,,57733;59578
95,2002,Year,,58774;59578
96,42%,Proportion of population decrease,,59578
97,20,Number of affected chamois,,59578
98,depression,Symptom,,59578
99,weakness,Symptom,,58190;59578
100,movement difficulties,Symptom,,59578
101,abnormal behaviour,Symptom,,59578
102,alopecia,Symptom,,59578
103,skin hyperpigmentation,Symptom,,59578
104,cachexia,Symptom,,59578
105,abscesses,Symptom,,59578
106,subcutaneous infection,Symptom,,59578
107,orchitis,Symptom,,59578
108,edema,Symptom,,59578
109,gliosis,Symptom,,59380;59578
110,espongiosis,Symptom,,59578
111,cariorrexis,Symptom,,59578
112,neuronal multifocal necrosis,Symptom,,59578
113,perivascular mononuclear inflammatory infiltrate,Symptom,,59578
114,follicular atrophy,Symptom,,59578
115,epidermal hyperplasia,Symptom,,59578
116,orthokeratotic hyperkeratosis,Symptom,,59578
117,follicular hyperkeratosis,Symptom,,59578
118,hypermelanosis,Symptom,,59578
119,haemosiderin deposits,Symptom,,59578
120,kidney cloissone,Symptom,,59578
121,intraeritrocitic parasites,Symptom,,59578
122,PCR,Detection method,,58036;59578
123,RT-PCR,Detection method,,58651;59194;59229;59578
124,monoclonal antibodies,Detection method,,59578;60444
125,Urate nephrolithiasis,Disease,Urate nephrolithiasis,59831
126,northern elephant seal,Common name,,59831;59832
127,Mirounga angustirostris,Host,Mirounga angustirostris,59831;59832
128,California sea lion,Common name,,59831;59832
129,Zalophus californianus,Host,Zalophus californianus,59831;59832
130,nephroliths,Pathogen,nephroliths,59831
131,uric acid,Compound,,59831
132,ammonium urate,Compound,,59831
133,renal pelvic dilation,Symptom,,59831
134,pyelonephritis,Symptom,,59831
135,hydronephrosis,Symptom,,59831
136,2004,Year,,58774;59831;60035;60063;60137;60306
137,necropsy,Procedure,,58036;59380;59831;60352
138,histopathology,Procedure,,57899;59196;59831
139,morphologic,Property,,59831
140,physiologic,Property,,59831
141,metabolic derangements,Condition,,59831
142,Ehrlichia spp.,Pathogen,Ehrlichia spp.,59842;59858;59860
143,white-tailed deer,Common name,,59380;59842;59858;59859;59860;60043;60511
144,Odocoileus virginianus,Host,Odocoileus virginianus,59380;59842;59858;59859;59860;60043;60511
145,Amblyomma americanum,Tick,,59842;59858;59859
146,Ixodes scapularis,Tick,,59842
147,Ehrlichia chaffeensis,Pathogen,Ehrlichia chaffeensis,59842;59858;59859
148,human granulocytic ehrlichiosis,Disease,human granulocytic ehrlichiosis,59842;59858
149,Ehrlichia equi,Pathogen,Ehrlichia equi,59842
150,16S rDNA,Molecular entity,,59842;59858
151,nested polymerase chain reaction,Technique,,57730;58036;59842;59858
152,inguinal lymph node,Tissue,,59842;59886
153,neutrophil,Cell type,,59842
154,blood smears,Sample type,,59842
155,United States,Location,,59228;59842
156,natural coinfection,Event,,59842
157,serologic,Technique,,57753;59842
158,molecular,Technique,,59842
159,culture,Technique,,58337;59823;59842
160,indirect fluorescent antibody testing,Technique,,59842;59860
161,geometric mean titer,Measurement,,59842
162,titer,Measurement,,59842
163,sequence-confirmed,Property,,59842
164,Ehrlichia-like organism,Pathogen,Ehrlichia-like organism,59842
165,HGE agent,Pathogen,HGE agent,59842
166,Ehrlichia-type morula,Molecular entity,,59842
167,Pathogenic agents,Pathogen,Pathogenic agents,59912
