entity_id,entity,type,latin_name,doc_ids
1,Leptospirosis,Disease,Leptospirosis,59699;59826
2,Connecticut,Location,,59826;59886
3,Peridomestic wildlife,Host,Peridomestic wildlife,59826
4,Leptospira,Pathogen,Leptospira,56805;59826
5,Serovars pomona,Pathogen,Serovars pomona,59826
6,Serovars icterohemorrhagiae,Pathogen,Serovars icterohemorrhagiae,59826
7,Serovars canicola,Pathogen,Serovars canicola,59826
8,Serovars hardjo,Pathogen,Serovars hardjo,59826
9,Serovars grippotyphosa,Pathogen,Serovars grippotyphosa,59826
10,Dogs,Host,Dogs,59826;60157
11,Humans,Host,Humans,56156;56805;58382;59228;59826;60200;60248;60412
12,jackals,species,,58605
13,Kenya,location,,58605;60178;60522;60523
14,rabies virus,pathogen,rabies virus,58605;58774;59229;59406
15,canine parvovirus (CPV-2),pathogen,canine parvovirus (CPV-2),58605;59699
16,canine distemper virus (CDV),pathogen,canine distemper virus (CDV),58605;59699;59903;59954;60035
17,Ehrlichia canis,pathogen,Ehrlichia canis,58605
18,black-backed jackals,species,,58605
19,Canis mesomelas,scientific name,,58605
20,golden jackals,species,,58605
21,C. aureus,scientific name,,58605
22,side-striped jackals,species,,58605
23,C. adustus,scientific name,,58605
24,Canis,genus,,58605
25,African ecosystems,ecosystem,,58605
26,island fox,species,,59699;60157
27,Urocyon littoralis,scientific name,,59699;60157
28,Channel Islands,location,,59699;59832
29,California,location,,59699;59832;59837;60157
30,USA,location,,58455;59380;59699;59832;60098;60119;60291;60295;60350;60423;60516;60565
31,canine adenovirus,pathogen,canine adenovirus,59699;59836
32,canine herpesvirus,pathogen,canine herpesvirus,59699
33,canine coronavirus,pathogen,canine coronavirus,59699
34,toxoplasmosis,pathogen,toxoplasmosis,59699
35,Pyrenean Chamois,Host,Pyrenean Chamois,59904
36,Rupicapra pyrenaica pyrenaica,Scientific Name,,59904
37,Pestivirus,Pathogen,Pestivirus,59904
38,Border disease virus cluster,Group,,59904
39,Spain,Location,,59904;60035;60186
40,2001-02,Time Period,,59904
41,northern elephant seal,host,northern elephant seal,59831;59832
42,Mirounga angustirostris,scientific name,,59831;59832
43,California sea lion,host,California sea lion,59831;59832
44,Zalophus californianus,scientific name,,59831;59832
45,nephrolithiasis,disease,nephrolithiasis,59831
46,uric acid,compound,,59831
47,ammonium urate,compound,,59831
48,renal pelvic dilation,condition,,59831
49,pyelonephritis,condition,,59831
50,hydronephrosis,condition,,59831
51,urine,fluid,,59831
52,white-tailed deer,Host,white-tailed deer,59842;59858;59859;59860;60043;60511
53,Odocoileus virginianus,Scientific Name,,59380;59842;59858;59859;59860;60043;60511
54,Ehrlichia spp.,Pathogen,Ehrlichia spp.,59842;59858;59860
55,Ehrlichia chaffeensis,Pathogen,Ehrlichia chaffeensis,59842;59858;59859
56,Ehrlichia equi,Pathogen,Ehrlichia equi,59842
57,Amblyomma americanum,Vector,,59842;59858;59859
58,Ixodes scapularis,Vector,,59842
59,HGE agent,Pathogen,HGE agent,59842
60,Ehrlichia-like organism,Pathogen,Ehrlichia-like organism,59842
61,coastal Georgia,Location,,59842
62,southeastern United States,Location,,59037;59842;59859;60566
63,Antibodies,Concept,,58774;59836;59912;60511
64,Pathogenic agents,Concept,,59912
65,Free-living wild species,Concept,,59912
66,Tanzania,Location,,59912;60303
67,Zebra,Host,Zebra,59912
68,Wart hog,Host,Wart hog,59912
69,Foot-and-mouth disease,Pathogen,Foot-and-mouth disease,59912
70,Bovine herpes virus types 1 and 2,Pathogen,Bovine herpes virus types 1 and 2,59912
71,Lumpy skin disease,Pathogen,Lumpy skin disease,59912
72,Bovine viral diarrhoea,Pathogen,Bovine viral diarrhoea,59912
73,Akabane,Pathogen,Akabane,59912
74,Bovine ephemeral fever,Pathogen,Bovine ephemeral fever,59912
75,Bluetongue,Pathogen,Bluetongue,59912
76,Enzootic bovine leucosis,Pathogen,Enzootic bovine leucosis,59912
77,African horse sickness,Pathogen,African horse sickness,59912
78,African swine fever,Pathogen,African swine fever,59912
79,Brucella abortus,Pathogen,Brucella abortus,59912
80,black bear,species,,59921;60553
81,Ursus americanus,scientific name,,59921;60553
82,Staphylococcus aureus,species,,56156;59921
83,coagulase-positive,characteristic,,59921
84,Canada,country,,59921
85,Labrador,region,,59921
86,valvular endocarditis,disease,valvular endocarditis,59921
87,fall 1991,time period,,59921
88,northern Labrador,location,,59921
89,parainfluenza 3 virus,pathogen,parainfluenza 3 virus,58455
90,Bison bison,host,Bison bison,58455
91,Delta bison,host,Delta bison,58455
92,Alaska,location,,58455
93,Delta Junction,location,,58455
94,domestic cattle,host,domestic cattle,58455
95,Rocky Mountain cougars,species,,59903
96,Puma concolor,scientific name,,59903
97,feline immunodeficiency virus,pathogen,feline immunodeficiency virus,59903
98,FIV,common name,,59903
99,feline parvovirus,pathogen,feline parvovirus,59903
100,FPV,common name,,59903
101,feline coronavirus,pathogen,feline coronavirus,59903
102,FCoV,common name,,59903
103,feline calicivirus,pathogen,feline calicivirus,59903
104,FCV,common name,,59903
105,CDV,common name,,59903
106,feline herpesvirus,pathogen,feline herpesvirus,59903
107,FHV,common name,,59903
108,Yersinia pestis,pathogen,Yersinia pestis,59903
109,Y. pestis,common name,,59903
110,cougars,host,cougars,59903
111,family,group,,59903
112,age,characteristic,,59903;60134;60321
113,sex,characteristic,,59903;60134;60321
114,location,characteristic,,59903
115,Rocky Mountains,region,,59903
116,Hawaiian monk seal,species,,59836
117,Monachus schauinslandi,scientific name,,59836
118,phocine herpesvirus-1,pathogen,phocine herpesvirus-1,59836
119,Leptospira bratislava,pathogen,Leptospira bratislava,59836
120,L. hardjo,pathogen,L. hardjo,59836
121,L. icterohaemorrhagiae,pathogen,L. icterohaemorrhagiae,59836
122,L. pomona,pathogen,L. pomona,59836
123,Brucella spp.,pathogen,Brucella spp.,59836;59886
124,B. canis,pathogen,B. canis,59836
125,Chlamydophila abortus,pathogen,Chlamydophila abortus,59836
126,Toxoplasma gondii,pathogen,Toxoplasma gondii,59836;60306;60511;60516;60565
127,Dirofilaria immitis,pathogen,Dirofilaria immitis,59836
128,morbilliviruses,pathogen,morbilliviruses,59836
129,influenza A virus,pathogen,influenza A virus,59836;60063
130,caliciviruses,pathogen,caliciviruses,59836
131,viruses,pathogen,viruses,58254;59836
132,bacteria,pathogen,bacteria,59196;59836
133,parasites,pathogen,parasites,59836;60135;60177;60248;60306
134,serum samples,sample,,59836
135,enzyme-linked immunosorbent assay,test,,59836;60098
136,virus neutralization test,test,,59836
137,microagglutination test,test,,59836
138,complement fixation (CF) test,test,,59836
139,card test,test,,59836
140,conservation efforts,effort,,59836
141,northwestern Hawaiian Islands,location,,59836
142,marine mammal species,species,,59836;59886
143,Ehrlichia phagocytophila,Pathogen,Ehrlichia phagocytophila,59858
144,Human granulocytic ehrlichiosis,Disease,Human granulocytic ehrlichiosis,59858
145,16S rDNA,Molecule,,59858
146,Polymerase chain reaction,Technique,,58036;59858;60415
147,Indirect fluorescence assays,Technique,,59858
148,PCR,Technique,,59858
149,Anthrax,Disease,Anthrax,56169
150,Hippopotamus amphibius,Species,,56169
151,Cape buffalo,Species,,56169
152,Loxodonta africana,Species,,56169
153,Bacillus anthracis,Pathogen,Bacillus anthracis,56169
154,Luangwa Valley,Location,,56169
155,Zambia,Location,,56169
156,Luangwa River,Location,,56169
157,People,Host,People,56169;60137
158,Local laboratory staff,Host,Local laboratory staff,56169
159,Lepus californicus californicus,Species,,59837
160,Borrelia burgdorferi,Pathogen,Borrelia burgdorferi,59837
161,Dermacentor occidentalis,Species,,59837
162,Dermacentor parumapertus,Species,,59837
163,Ixodes neotomae,Species,,59837
