source_id,source_text,target_id,target_text,relation_type,doc_id
2,Leptospirosis,1,Connecticut,affects,59826
2,Leptospirosis,4,domestic dogs,affects,59826
2,Leptospirosis,14,humans,affects,59826
2,Leptospirosis,5,northeastern United States,affects,59826
17,rabies virus,15,jackals,is detected in,58605
18,canine parvovirus (CPV-2),15,jackals,is detected in,58605
19,canine distemper virus (CDV),15,jackals,is detected in,58605
20,Ehrlichia canis,15,jackals,is detected in,58605
21,black-backed jackals,18,canine parvovirus (CPV-2),have antibodies to,58605
21,black-backed jackals,19,canine distemper virus (CDV),have antibodies to,58605
21,black-backed jackals,17,rabies virus,have antibodies to,58605
21,black-backed jackals,20,Ehrlichia canis,have antibodies to,58605
23,golden jackals,18,canine parvovirus (CPV-2),have antibodies to,58605
26,C. adustus,18,canine parvovirus (CPV-2),have antibodies to,58605
26,C. adustus,19,canine distemper virus (CDV),have antibodies to,58605
35,Adrenal tissue homogenate,34,phocine adrenal and kidney cell lines,inoculates,59830
38,island fox,41,canine adenovirus,has antibody against,59699
38,island fox,,canine parvovirus,has antibody against,59699;60157
40,Channel Islands,38,island fox,is home to,59699
36,California,38,island fox,is home to,59699
47,Pestivirus,45,Pyrenean Chamois,infects,59904
,Rupicapra pyrenaica,50,border disease virus,is affected by,59578
58,Mirounga angustirostris,57,northern elephant seal,has nephrolithiasis,59831
60,Zalophus californianus,59,California sea lion,has nephrolithiasis,59831
57,northern elephant seal,64,kidneys,has nephroliths,59831
59,California sea lion,64,kidneys,has nephroliths,59831
68,nephroliths,62,ammonium urate,are composed of,59831
72,Ehrlichia spp.,70,white-tailed deer,are found on,59842;59860
76,HGE agent,72,Ehrlichia spp.,is a,59842
79,Syncerus caffer,90,foot-and-mouth disease,is susceptible to,59912
79,Syncerus caffer,93,bovine viral diarrhoea,is susceptible to,59912
79,Syncerus caffer,94,Akabane,is susceptible to,59912
79,Syncerus caffer,95,bovine ephemeral fever,is susceptible to,59912
79,Syncerus caffer,96,bluetongue,is susceptible to,59912
79,Syncerus caffer,97,enzootic bovine leucosis,is susceptible to,59912
79,Syncerus caffer,89,Brucella abortus,is susceptible to,59912
80,Connochaetes taurinus,90,foot-and-mouth disease,is susceptible to,59912
80,Connochaetes taurinus,93,bovine viral diarrhoea,is susceptible to,59912
80,Connochaetes taurinus,94,Akabane,is susceptible to,59912
80,Connochaetes taurinus,95,bovine ephemeral fever,is susceptible to,59912
80,Connochaetes taurinus,96,bluetongue,is susceptible to,59912
