entity_id,entity,type,latin_name,doc_ids
1,Canine pathogens,Concept,,58605
2,Rabies virus,Virus,Rabies virus,58605;58774;59229;59406
3,Canine parvovirus (CPV-2),Virus,Canine parvovirus (CPV-2),58605;59699
4,Canine distemper virus (CDV),Virus,Canine distemper virus (CDV),58605;59699;59903;59954;60035
5,Ehrlichia canis,Bacteria,,58605
6,Kenya,Location,,58605;60177;60178;60522;60523
7,Jackals,Species,,58605
8,Black-backed jackals,Species,,58605
9,Canis mesomelas,Species,,58605
10,Golden jackals,Species,,58605
11,C. aureus,Species,,56156;58605
12,Side-striped jackals,Species,,58605
13,C. adustus,Species,,58605
14,African ecosystems,Location,,58605
15,Canids,Species,,58605
16,April 1987,Date,,58605
17,January 1988,Date,,58605
18,Serum samples,Object,,58605;59836;59859
19,Antibodies,Object,,58605;59836;59912
20,CPV-2,Virus,CPV-2,58605
21,CDV,Virus,CDV,58605;59903;59954
22,E. canis,Bacteria,,58605
23,Canine diseases,Concept,,58605
24,Pacific harbor seals,Organism,,59830;59886
25,California,Location,,59699;59830;59831;59832;59837;60157
26,USA,Location,,58455;59380;59668;59699;59830;59832;59860;60098;60119;60291;60350;60423;60516;60565
27,Phoca vitulina richardsi,Species,,59830
28,Adrenal glands,Anatomy,,59830;60565
29,DNA,Molecule,,59668;59830
30,Seals,Organism,,59830
31,Thymic atrophy,Condition,,59830
32,Hepatic necrosis,Condition,,58036;59830
33,Lymphopenia,Condition,,59830
34,Herpesvirus,Virus,Herpesvirus,59830
35,Electron microscopy,Technique,,57899;58337;59196;59830;59994;60229;60487
36,Adrenal tissue homogenate,Substance,,59830
37,Phocine adrenal and kidney cell lines,Cell line,,59830
38,Cell cultures,Cell line,,59830
39,Viral particles,Particle,,59830
40,Kidney,Anatomy,,59578;59830;59831
41,Male,Gender,,59830;60242
42,Female,Gender,,59823;59830;60178;60321
43,Birth weight,Measurement,,59830
44,Species,Taxonomy,,59830;60365
45,Urocyon littoralis,Species,,59699;60157
46,Channel Islands,Location,,59699;59832
47,Canine adenovirus,Disease,Canine adenovirus,59699;59836
48,Canine herpesvirus,Disease,Canine herpesvirus,59699
49,Canine coronavirus,Disease,Canine coronavirus,59699
50,Leptospirosis,Disease,Leptospirosis,56805;59699
51,Toxoplasmosis,Disease,Toxoplasmosis,59699
52,Pyrenean Chamois,Organism,,59904
53,Rupicapra pyrenaica pyrenaica,Species,,59578;59904
54,Spain,Location,,59578;59904;60035;60186
55,Pestivirus,Disease,Pestivirus,59904
56,Border disease virus,Disease,Border disease virus,59578;59904
57,2001-02,Time Period,,59904
58,Northeastern Spain,Location,,59904
59,Pyrenees,Location,,59578
60,February,Time,,59578
61,June,Time,,56169;59578
62,2001,Time,,57733;58382;59578
63,2002,Time,,58774;59578
64,Chamois,Species,,59578
65,NE Spain,Location,,59578
66,Central Pyrenees,Location,,59578
67,Spleen,Anatomy,,59196;59578
68,Monoclonal antibodies,Tool,,59578;60444
69,RT-PCR,Tool,,58651;59194;59229;59578
70,PCR,Tool,,57899;58036;59406;59578;59858;60200
71,Antigenic characterization,Tool,,59578
72,Urate nephrolithiasis,Disease,Urate nephrolithiasis,59831
73,Northern elephant seal,Species,,59831
74,Mirounga angustirostris,Species,,59831;59832
75,California sea lion,Species,,59831
76,Zalophus californianus,Species,,59831;59832
77,Nephroliths,Pathology,,59831
