entity_id,entity,doc_id,label
1,Perch rhabdovirus,1,Pathogen
2,Perch rhabdovirus (PRV),1,Pathogen
3,Thymallus thymallus,1,Host
4,Grayling,1,Host
5,Finnish fish farms,1,Location
6,Finnish grayling isolates,1,Host
7,Perca fluviatilis,1,Host
8,Salmo trutta trutta,1,Host
9,Baltic Sea,1,Location
10,France,1,Location
11,Danish isolate DK5533,1,Pathogen
12,Pike,1,Host
13,Finnish brown trout isolate ka907_87,1,Pathogen
14,Brown trout,1,Host
15,Avian Myeloblastosis Virus,2,Pathogen
16,Myeloblastosis Associated Virus,2,Pathogen
17,Reverse Transcriptase,2,Protein
18,Envelope,2,Protein
19,Avian,2,Host
20,Scientific Community,2,Group
21,Younger Scientists,2,Group
22,Vaccinia virus,3,Pathogen
23,Pseudocowpox virus,3,Pathogen
24,Human,3,Host
25,Bovine,3,Host
26,Brazil,3,Location
27,Rural areas,3,Location
28,Milk herds,3,Location
29,Farmers,3,Host
30,Milkers,3,Host
31,Close contacts,3,Host
32,Hands,3,Tissue
33,Forearms,3,Tissue
34,Legs,3,Tissue
35,Face,3,Tissue
36,Lesions,3,Disease
37,Fever,3,Symptom
38,Headache,3,Symptom
39,Malaise,3,Symptom
40,Myalgia,3,Symptom
41,Lymphadenopathy,3,Symptom
42,Cattle,3,Host
43,Teats,3,Tissue
44,PCR,3,Method
45,Phylogenetic analysis,3,Method
46,Serological tests,3,Method
47,Molecular assays,3,Method
48,DNA,3,Property
49,Antibodies,3,Property
50,Epidemiological surveillance,3,Process
51,Medical treatment,3,Process
52,Control,3,Process
53,SIV,4,Pathogen
54,SIVsm,4,Pathogen
55,Sooty Mangabey,4,Host
56,Cercocebus atys,4,Host
57,Simian Immunodeficiency Virus,4,Pathogen
58,Simian T-cell Leukemia Virus,4,Pathogen
59,B-cell Lymphoma,4,Disease
60,AIDS,4,Disease
61,CD4(+)-cell,4,Tissue
62,p27 core antibody,4,Property
63,Virus Load,4,Measurement
64,Macaca,4,Host
65,Human,4,Host
66,Africa,4,Location
67,Wild,4,Environment
68,bats,5,species
69,China,5,location
70,adeno-associated viruses,5,pathogen
71,primates,5,host
72,faecal swab samples,5,tissue
73,provinces of China,5,location
74,19 bat species,5,host
75,370 faecal swab samples,5,tissue
76,AAVs,5,pathogen
77,rep-cap ORFs,5,region
78,BtAAV-YNM,5,pathogen
79,primate AAVs,5,pathogen
80,porcine AAV strain Po3,5,pathogen
81,bat AAV samples,5,tissue
82,partial cap ORF sequences,5,region
83,nucleotide identity,5,measurement
84,genetic diversity,5,property
85,Avian myelocytomatosis virus,6,Pathogen
86,MC29,6,Pathogen
87,HBI,6,Pathogen
88,Chicken,6,Host
89,Lymphoid tumors,6,Disease
90,Myc gene,6,Gene
91,c-myc gene,6,Gene
92,v-myc gene,6,Gene
93,Lymphoid leukosis virus,6,Pathogen
94,Bursa,6,Location
95,T cells,6,Cell type
96,B cells,6,Cell type
97,Tumor cells,6,Cell type
98,Proviral DNA,6,Molecule
99,Gag-myc fusion protein,6,Molecule
100,p 108,6,Molecule
101,Macaque,7,Host
102,Macaca cyclopis,7,Host
103,Mason-Pfizer monkey virus,7,Pathogen
104,Macaca mulatta,7,Host
105,Type D retrovirus,7,Pathogen
106,Bovine foamy virus,8,Pathogen
107,Bovine foamy virus (BFV),8,Pathogen
108,Bovine spumaretrovirus,8,Pathogen
109,Germany,8,Location
110,Poland,8,Location
111,East Germany,8,Location
112,China,8,Location
113,United States,8,Location
114,Cattle,8,Host
115,Bovine,8,Host
116,Cells,8,Host
