Generated Text,absID
"| Parasite/Pathogen | Host Species Infected |
|-------------------|-----------------------|
| Helicobacter spp.  | Eurasian lynx (Lynx lynx) |
|                   | Red fox (Vulpes vulpes) |",60336
"Parasite: Borrelia burgdorferi
Hosts: White-tailed deer (Odocoileus virginianus)
| Parasite | Host Species Infected |
| --- | --- |
| Borrelia burgdorferi | White-tailed deer (Odocoileus virginianus) |",60475
"| Parasite/Pathogen | Host Species Infected |
|-------------------|-----------------------|
| Pasteurella haemolytica (biotype T) | Bison bison |
| Pasteurella haemolytica (biotype A) | Bison bison |
| Pasteurella haemolytica (biotype 3) | Bison bison |
| Pasteurella multocida | Bison bison |",60058
"| Parasites/Pathogens | Host Species Infected |
|---------------------|-----------------------|
| Brucella species     | Common seals (Phoca vitulina) |
|                      | Harbour porpoises (Phocoena phocoena) |
|                      | Grey seals (Halichoerus grypus) |
|                      | Other marine mammals       |",60289
"| Parasites/Pathogens | Host Species Infected |
|---|---|
| Canine distemper virus | Grizzly bears (Ursus arctos horribilis), Black bears (Ursus americanus) |
| Parvovirus | No detection in grizzly or black bears |
| Infectious hepatitis virus | Grizzly bears (Ursus arctos horribilis), Black bears (Ursus americanus) |
| Brucellosis | Grizzly bears (Ursus arctos horribilis), Black bears (Ursus americanus) |
| Tularaemia | Grizzly bears (Ursus arctos horribilis), Black bears (Ursus americanus) |
| Trichinellosis | Grizzly bears (Ursus arctos horribilis), Black bears (",57739
"| Parasites/Pathogens | Host Species Infected |
|---|---|
| Phocine distemper virus (PDV) | Hooded seal (Cystophora cristata), Harp seal (Phoca groenlandica)|",57006
"| Parasite/Pathogen | Host Species Infected |
|-------------------|-----------------------|
| Bacillus anthracis  | Chimpanzees            |
|                    | Gorilla                |
1. The parasites identified in this study are Bacillus anthracis, which is a bacterium that causes anthrax.2. The host species infected by these bacteria were chimpanzees and one gorilla. These animals were thought to have died of an anthrax-like disease.3. Here's the table with parasites in the first column and the infected hosts in the second column:
| Bacillus anthracis  | Chimpanzees, Gorilla |",60272
"| Parasites/Pathogens | Host Species Infected |
| --- | --- |
| Ehrlichia sp. (agent of human granulocytic ehrlichiosis) | Black bears (Ursus americanus) |",60742
"| Parasites/Pathogens | Host Species Infected |
|---------------------|-----------------------|
| Mycobacterium bovis   | Brushtail possums (Trichosurus vulpecula)<br>Stoats (Mustela erminea)<br>Hares (Lepus europaeus occidentalis) |",60434
"| Parasite/Pathogen | Host Species Infected |
|-------------------|-----------------------|
| Mycobacterium avium subsp. paratuberculosis | Fallow deer (Dama dama) |",60226
"1. The study identified four species of acanthocephalans (Profilicollis altmani, P. kenti, P. major, Corynosoma enhydri) and three species of Digenea (Microphallus pirum, M. nicolli, Plenosoma minimum) in the gastrointestinal tracts of southern sea otters Enhydra lutris nereis.
2. The hosts infected by these parasites were southern sea otters (Enhydra lutris nereis).
3. Here is a table with the identified parasites and their respective host species:

| Parasite Species | Infected Host Species |
|------------------|-----------------------|
| Profilicollis altmani, P. kenti, P. major | Enhydra lutris nereis (Southern Sea Otters) |",60232
"Title: Overwinter Fawn Mortality Associated With Hair Loss Syndrome in Columbian Black-tailed Deer Populations

Journal: Journal of Wildlife Diseases

Parasite/Pathogen Identification Table:

| Parasites | Host Species Infected |
| --- | --- |
| Sarcoptes scabiei (deer mite) | Columbian black-tailed deer (Odocoileus hemionus columbianus) |

Note: The study did not specifically identify other parasites or pathogens associated with hair loss syndrome in Columbian black-tailed deer populations. However, the presence of Sarcoptes scabiei (deer mite) was mentioned as a potential cause of hair loss syndrome.",60457
"| Parasites | Hosts |
|---|---|
| Dictyocaulus capreolus | Roe deer, Moose |
| Dictyocaulus eckerti | Moose, Red Deer |
| Dictyocaulus sp. (new genotype) | Fallow Deer |
| Dictyocaulus viviparus | None of the hosts examined |",60010
"Title: Sex-specific Hormones Influence Parasitism in Free Ranging Chamois (Rupicapra rupicapra)
| Parasite/Pathogen | Host Species |
|---|---|
| Gastrointestinal helminths | Rupicapra rupicapra |
| Lungworm larvae | Rupicapra rupicapra |",60697
"| Parasites/Pathogens | Host Species Infected |
|---------------------|-----------------------|
| Entamoeba dispar     | Macaca fuscata        |
|                      | (Wild population of macaque monkeys in Mt. Takasaki, Oita Prefecture, Japan) |",60358
"| Parasites | Host Species Infected |
|---|---|
| Mesocestoides paucitesticulus | Martens (Martes melampus melampus), Carnivores distributed in Honshu |
| Brachylaima tokudai | Raccoon dogs (Nyctereutes procyonoides viverrinus) |",60382
"| Parasites | Host Species Infected |
| --------- | --------------------- |
| 19 exotic helminth species (mostly trematodes) | Translocated raccoons |
| 19 additional species found in both translocated and resident raccoons | Both translocated and resident raccoons |
| 5 species present only in residents | Resident raccoons |
| Three exotic helminth parasites: |
|||
| 10 enzootic species with some degree of pathogenicity to raccoons, other wildlife, domestic animals or man found in translocated raccoons | Translocated raccoons |",60632
"Table 1: Parasites and their associated hosts.

|Parasites |Hosts |
|---|---|
|Physaloptera sibirica |Foxes (Vulpes vulpes), Badgers (Meles meles)|",60405
"| Parasite | Host Species |
| --- | --- |
| Dioctophyme renale | Little grison (Galictis cuja) |

The little grisons (Galictis cuja) were infected with the giant kidney nematode (Dioctophyme renale). This is the first report of this parasite in this host species.",60261
"| Parasite | Host |
| --- | --- |
| Troglotrema acutum | American mink (Mustela vison) |",60446
"| Parasites | Host Species |
| --- | --- |
| Giardia spp. cysts | Harbor seals (Phoca vitulina richardsi) |
| Giardia sp. cyst | Hybrid glaucous-winged/western gulls (Larus glaucescens / occidentalis) |
| Cryptosporidium spp. oocysts | Neither harbor seals nor hybrid glaucous-winged/western gulls |",60597
"| Parasite/Pathogen | Host Species Infected |
|-------------------|-----------------------|
| Babesia cynicti    | Yellow mongoose (Cynictis penicillata) | 

Note: This parasite was found in three different populations of yellow mongooses, specifically Rooiwal, Ermelo and Potchefstroom.",60218
"| Parasite | Host Species Infected |
| --- | --- |
| Plasmodium fragile | Macaca radiata (bonnet monkey)<br>Macaca mulatta (rhesus monkey)<br>Presbytis entellus (Indian langur) |",60363
"| Parasite | Host Species |
| --- | --- |
| Ascaris suum | Pan troglodytes schweinfurthii (chimpanzees) |
| Strongyloides spp. | Pan troglodytes schweinfurthii (chimpanzees) |
| Trichuris trichiura | Pan troglodytes schweinfurthii (chimpanzees) |
| Taenia spp. | Pan troglodytes schweinfurthii (chimpanzees) |
| Echinostoma spp. | Pan troglodytes schweinfurthii (chimpanzees) |
| Schistosoma spp. | Pan troglodytes schweinfurthii (chimpanzees) |",60537
"| Parasites | Hosts |
|---|---|
| Hepatozoon ursi n. sp. | Japanese black bear (Ursus thibetanus japonicus) |

Note: This table only includes information from the given text, and may not represent a complete list of hosts or parasites for these species in nature.",60761
"Table 1: Parasites found in Ursine Colobus Monkeys at Boabeng-Fiema Monkey Sanctuary (BFMS), Ghana.

|Parasite | Host Species|
|---|---|
|Entamoeba sp. | Ursine Colobus Monkeys (Colobus vellerosus)|
|Isospora sp. | Ursine Colobus Monkeys (Colobus vellerosus)|
|Ascaris sp. | Ursine Colobus Monkeys (Colobus vellerosus)|
|Enterobius sp. | Ursine Colobus Monkeys (Colobus vellerosus)|
|Trichuris sp. | Ursine Colobus Monkeys (Colobus vellerosus)|
|Two strongyle sp. | Ursine Colobus Monkeys (Colobus vellerosus)|
|",60209
"| Parasites/Pathogens | Host Species Infected |
|---------------------|-----------------------|
| Toxoplasma gondii    | Bobcat (Felis rufus)   |",60352
"| Parasites | Host Species Infected |
| --- | --- |
| Cryptosporidium sp. | Red colobus (Pilocolobus tephrosceles) |
| Giardia sp. | Red-tailed guenons (Cercopithecus ascanius) |

Note: Black-and-white colobus (Colobus guereza) was not found to be infected with any of the mentioned parasites in this study.",60154
"| Parasites/Pathogens | Host Species Infected |
|---------------------|-----------------------|
| Toxoplasma gondii    | Arctic fox (Alopex lagopus)      |
| Yersinia pseudotuberculosis serotype 2b | Arctic fox (Alopex lagopus)       |
| Salmonella Enteritidis phage type 1     | Arctic fox (Alopex lagopus)        |",57491
"Table 1: Parasites and Pathogens Found in Hawaiian Monk Seals

|Parasite/Pathogen |Host Species Infected|
|---|---|
|Phocine herpesvirus-1 (PHV-1) |Hawaiian monk seal|
|Leptospira bratislava, L. hardjo, L. icterohaemorrhagiae, and L. pomona |Hawaiian monk seal|
|Brucella spp. (unconfirmed due to inconsistencies in test results)|Hawaiian monk seal|
|Chlamydophila abortus |Hawaiian monk seal|
|Toxoplasma gondii and Dirofilaria immitis |No evidence found in Hawaiian monk seals sampled|",60431
"| Parasites/Pathogens | Host Species Infected |
|---------------------|-----------------------|
| Junin virus (JV)     | Calomys musculinus    |
|                      | Calomys laucha        |
|                      | Other rodent species   |",58927
"| Parasites/Pathogens | Host Species Infected |
|---------------------|-----------------------|
| Canine distemper virus (CDV) | Polar bears (Ursus maritimus) |
| Calicivirus | Polar bears (Ursus maritimus) |
| Phocid herpesvirus type 1 (PhHV-1) | None detected in polar bears at Svalbard, Norway and on the pack ice in the Barents Sea between 1990 and 1998 |
| Rabies virus | None detected in polar bears at Svalbard, Norway and on the pack ice in the Barents Sea between 1990 and 1998 |",60757
"| Parasite/Pathogen | Host Species Infected |
|---|---|
| Rabies virus (Lyssavirus) | Cattle<br>Marsh deer (Blastocerus dichotomus)<br>Red brocket deer (Mazama americana)<br>Capybara (Hydrochoerus hydrochaeris)<br>Savanna fox (Cerdocyon thous)<br>Great fruit-eating bat (Artibeus lituratus)|
| Desmodus rotundus |  |",58559
"Table 1: Parasites and Pathogens Found in Swift Fox (Vulpes velox) and Kit Fox (Vulpes macrotis) Serologic Survey.

| Parasite/Pathogen | Host Species Infected |
|-------------------|-----------------------|
| Canine parvovirus  | Swift fox, kit fox     |
| Canine distemper virus | Swift fox, kit fox   |
| Vesicular stomatitis New Jersey | Swift fox, kit fox    |
| Vesicular stomatitis Indiana | Swift fox, kit fox    |
| Cache Valley virus  | Swift fox             |
| Jamestown Canyon virus | Swift fox             |
| Rabies virus        | Swift fox (1 sample)  |
| Colorado tick fever virus | Swift fox",59104
"| Parasite/Pathogen | Host Species Infected |
|---|---|
| Cetacean poxvirus 1 (CPV-1) group | Asian bottlenose dolphin (Tursiops aduncus), Atlantic bottlenose dolphin (Tursiops truncatus), rough-toothed dolphin (Steno bredanensis), and striped dolphin (Stenella coeruleoalba) |
| Cetacean poxvirus 2 (CPV-2) group | Bowhead whale (Balaena mysticetus) |
| Species-specific poxvirus | Steller sea lion (Eumetopias jubatus) |
| Parapoxviruses | Steller sea lions (Eumetopias jubatus), spotted seals (Phoca largha), and har",60252
"| Parasites/Pathogens | Host Species Infected |
| --- | --- |
| Theilovirus | American mink (Neovison vison), European polecat (Mustela putorius) |
| Phleboviruses | American mink (Neovison vison), European mink (Mustela lutreola), European pine marten (Martes martes), stone marten (Martes foina), Eurasian otter (Lutra lutra), red fox (Vulpes vulpes) |
| Amdovirus | American mink (Neovison vison) |
| Kobuvirus | European pine marten (Martes martes), stone marten (Martes foina), Eurasian otter (Lutra lutra), red fox (Vulpes vulpes), European wild cat (Felis silvestris) |
",58752
"| Parasites/Pathogens | Infected Hosts |
|---|---|
| Duck viral enteritis virus (DVEV) | Muscovy ducks (Cairina moschata), domestic geese |",58087
"Parasites/Pathogens: Rabies virus
Host Species Infected: Raccoons (Procyon lotor) and striped skunks (Mephitis mephitis)
| Parasite/Pathogen | Host Species Infected |
|-------------------|----------------------|
| Rabies virus       | Raccoons             |
|                    | Striped skunks        |",60414
"| Parasite/Pathogen | Host Species Infected |
|---|---|
| Astrovirus (officially recognized species) | Mammals |
| Marine mammal astroviruses | California sea lions, Steller sea lion, bottlenose dolphin |",58978
"Table 1: Parasites/Pathogens and Infected Hosts

|Parasites/Pathogens |Infected Hosts |
|---|---|
|Jamestown Canyon virus|Mule deer (Odocoileus hemionus hemionus, O. hemionus californicus, and O. hemionus inyoensis), Black-tailed deer (O. hemionus columbianus)|
|Northway virus|Mule deer (Odocoileus hemionus hemionus, O. hemionus californicus, and O. hemionus inyoensis), Black-tailed deer (O. hemionus columbianus)|
|California encephalitis virus, La Crosse virus, Snowshoe hare virus of the California serogroup|Mule deer (Odocoileus hemionus",59109
