entity_id,entity,type,doc_id
1,Leptospirosis,Disease,59826
2,Connecticut,Location,59826
3,domestic dogs,Host,59826
4,northeastern United States,Location,59826
5,109,Number of individuals,59826
6,31,Number of individuals,59826
7,30,Number of individuals,59826
8,28,Number of individuals,59826
9,20,Number of individuals,59826
10,February 27,Date,59826
11,September 17,Date,59826
12,2001,Year,59826
13,5,Number of Leptospira serovars,59826
14,serovars pomona,Pathogen,59826
15,serovars icterohemorrhagiae,Pathogen,59826
16,serovars canicola,Pathogen,59826
17,serovars hardjo,Pathogen,59826
18,serovars grippotyphosa,Pathogen,59826
19,36%,Proportion of individuals,59826
20,13%,Proportion of individuals,59826
21,one,Number of individuals,59826
22,28,Number of individuals,59826
23,Leptospira,Pathogen,59826
24,raccoons,Host,59826
25,Procyon lotor,Host,59826
26,skunks,Host,59826
27,Mephitis mephitis,Host,59826
28,opossums,Host,59826
29,Didelphis virginiana,Host,59826
30,gray squirrels,Host,59826
31,Sciurus carolinensis,Host,59826
32,dogs,Host,59826
33,humans,Host,59826
34,Serologic survey,Study Type,58605
35,canine pathogens,Pathogen,58605
36,free-ranging jackals,Host,58605
37,Kenya,Location,58605
38,rabies virus,Pathogen,58605
39,canine parvovirus (CPV-2),Pathogen,58605
40,canine distemper virus (CDV),Pathogen,58605
41,Ehrlichia canis,Pathogen,58605
42,black-backed jackals,Host,58605
43,Canis mesomelas,Host,58605
44,golden jackals,Host,58605
45,C. aureus,Host,58605
46,side-striped jackals,Host,58605
47,C. adustus,Host,58605
48,April 1987,Date,58605
49,January 1988,Date,58605
50,34%,Prevalence,58605
51,14,Number of positive samples,58605
52,55,Number of sampled individuals,58605
53,9%,Prevalence,58605
54,4,Number of positive samples,58605
55,55,Number of sampled individuals,58605
56,3%,Prevalence,58605
57,1,Number of positive samples,58605
58,28,Number of sampled individuals,58605
59,2%,Prevalence,58605
60,1,Number of positive samples,58605
61,36,Number of sampled individuals,58605
62,3,Number of sampled individuals,58605
63,African ecosystems,Environment,58605
64,rare and endangered canids,Host,58605
65,canine diseases,Disease,58605
66,Serologic survey,examines,58605
67,serum samples,collected from,58605
68,free-ranging jackals,from,58605
69,serum samples,examined for,58605
70,circulating antibodies,against,58605
71,canine pathogens,includes,58605
72,canine pathogens,includes,58605
73,canine pathogens,includes,58605
74,canine pathogens,includes,58605
75,free-ranging jackals,includes,58605
76,black-backed jackals,scientific name is,58605
77,free-ranging jackals,includes,58605
78,golden jackals,scientific name is,58605
79,free-ranging jackals,includes,58605
80,side-striped jackals,scientific name is,58605
81,serum samples,collected between,58605
82,serum samples,collected between,58605
83,black-backed jackals,mean prevalence of antibodies to CPV-2 is,58605
84,black-backed jackals,number of positive samples for CPV-2 is,58605
85,black-backed jackals,number of sampled individuals for CPV-2 is,58605
86,black-backed jackals,mean prevalence of antibodies to CDV is,58605
87,black-backed jackals,number of positive samples for CDV is,58605
88,black-backed jackals,number of sampled individuals for CDV is,58605
89,black-backed jackals,mean prevalence of antibodies to rabies virus is,58605
90,black-backed jackals,number of positive samples for rabies virus is,58605
91,black-backed jackals,number of sampled individuals for rabies virus is,58605
92,black-backed jackals,mean prevalence of antibodies to E. canis is,58605
93,black-backed jackals,number of positive samples for E. canis is,58605
94,black-backed jackals,number of sampled individuals for E. canis is,58605
95,golden jackals,antibody prevalence of CPV-2 is,58605
96,black-backed jackals,antibody prevalence of CPV-2 is,58605
97,Herpesvirus,Pathogen,59830
98,Pacific harbor seal,Common name,59830
99,Phoca vitulina richardsi,Host,59830
100,coastal California,Location,59830
101,central and northern California,Location,59830
102,USA,Location,59830
103,adrenal necrosis,Disease,59830
104,sepsis,Disease,59830
105,bacterial omphalophlebitis,Disease,59830
106,pneumonia,Disease,59830
107,gastroenteritis,Disease,59830
108,thymic atrophy,Disease,59830
109,hepatic necrosis,Disease,59830
110,lymphopenia,Symptom,59830
111,adrenal tissue,Tissue,59830
112,kidney cell lines,Cell type,59830
113,cytopathic effect,Symptom,59830
114,inclusion bodies,Pathological feature,59830
115,DNA,Molecule,59830
116,electron microscopy,Technique,59830
117,viral particles,Pathogen component,59830
118,100 nm,Size,59830
119,160 nm,Size,59830
120,0 to 63 days,Duration,59830
121,below average birth weight,Physiological feature,59830
122,male,Sex,59830
123,female,Sex,59830
124,42,Number of individuals,59830
125,95,Number of individuals,59830
126,32,Number of individuals,59830
127,67,Number of individuals,59830
128,45%,Proportion of individuals,59830
129,74,Number of individuals,59830
130,162,Number of individuals,59830
131,50,Number of individuals,59830
132,44%,Proportion of individuals,59830
133,47%,Proportion of individuals,59830
134,island fox,Common name,59699
135,Urocyon littoralis,Host,59699
136,Channel Islands,Location,59699
137,California,Location,59699
138,"California, USA",Location,59699
139,canine adenovirus,Pathogen,59699
140,canine parvovirus,Pathogen,59699
141,canine herpesvirus,Pathogen,59699
142,canine coronavirus,Pathogen,59699
143,leptospirosis,Disease,59699
144,toxoplasmosis,Disease,59699
145,canine distemper virus,Pathogen,59699
146,194,Number of individuals sampled,59699
147,97%,Antibody prevalence,59699
148,59%,Antibody prevalence,59699
149,low,Antibody prevalence,59699
150,pestivirus,Pathogen,59904
151,Pyrenean Chamois,Common name,59904
152,Rupicapra pyrenaica pyrenaica,Host,59904
153,Spain,Location,59904
154,northeastern Spain,Location,59904
155,2001-02,Time period,59904
156,border disease virus cluster,Pathogen group,59904
157,82.1%,Similarity percentage,59904
158,88.1%,Similarity percentage,59904
159,5' noncoding regions,Viral component,59904
160,disease,Disease,59904
161,mortality,Symptom,59904
162,pestivirus,infects,59904
163,Rupicapra pyrenaica pyrenaica,hosts,59904
164,Pyrenean Chamois,common name of,59904
165,Rupicapra pyrenaica pyrenaica,Latin name of,59904
166,pestivirus,associated with,59904
167,pestivirus,identified in,59904
168,pestivirus,detected by,59904
169,pestivirus,belongs to,59904
170,pestivirus,has similarity to,59904
171,pestivirus,causes,59904
172,Severe outbreak of disease,Event,59578
173,southern chamois,Common name,59578
174,Rupicapra pyrenaica,Host,59578
175,border disease virus,Pathogen,59578
176,border disease,Disease,59578
177,central Pyrenees,Location,59578
178,NE Spain,Location,59578
179,2001,Year,59578
180,2002,Year,59578
181,February,Month,59578
182,June,Month,59578
183,42%,Proportion,59578
184,20,Number of individuals examined,59578
185,depression,Symptom,59578
186,weakness,Symptom,59578
187,movement difficulties,Symptom,59578
188,absence of flight reaction,Symptom,59578
189,alopecia,Symptom,59578
190,skin hyperpigmentation,Symptom,59578
191,cachexia,Symptom,59578
192,abscesses,Symptom,59578
193,pneumonia,Symptom,59578
194,subcutaneous infection,Symptom,59578
195,orchitis,Symptom,59578
196,edema,Symptom,59578
197,gliosis,Symptom,59578
198,espongiosis,Symptom,59578
199,cariorrexis,Symptom,59578
200,neuronal multifocal necrosis,Symptom,59578
201,perivascular mononuclear inflammatory infiltrate,Symptom,59578
202,follicular atrophy,Symptom,59578
203,epidermal hyperplasia,Symptom,59578
204,orthokeratotic hyperkeratosis,Symptom,59578
205,follicular hyperkeratosis,Symptom,59578
206,hypermelanosis,Symptom,59578
207,haemosiderin deposits,Symptom,59578
208,intraeritrocitic parasites,Pathogen,59578
209,pestivirus,Pathogen,59578
210,RT-PCR,Method,59578
211,monoclonal antibodies,Method,59578
212,Severe outbreak of disease,associated with,59578
213,southern chamois,hosts,59578
214,border disease virus,infects,59578
215,border disease,associated with,59578
216,Rupicapra pyrenaica,found in,59578
217,Rupicapra pyrenaica,found in,59578
218,Severe outbreak of disease,occurred in,59578
219,Severe outbreak of disease,occurred in,59578
220,most animals,found between,59578
221,most animals,found between,59578
222,population,decreased by,59578
223,20,examined,59578
224,depression,observed in,59578
225,weakness,observed in,59578
226,movement difficulties,observed in,59578
227,absence of flight reaction,observed in,59578
228,alopecia,observed in,59578
229,skin hyperpigmentation,observed in,59578
230,cachexia,observed in,59578
231,abscesses,observed in,59578
232,pneumonia,observed in,59578
233,subcutaneous infection,observed in,59578
234,orchitis,observed in,59578
235,edema,observed in,59578
236,gliosis,observed in,59578
237,espongiosis,observed in,59578
238,cariorrexis,observed in,59578
239,neuronal multifocal necrosis,observed in,59578
240,perivascular mononuclear inflammatory infiltrate,observed in,59578
241,follicular atrophy,observed in,59578
242,epidermal hyperplasia,observed in,59578
243,orthokeratotic hyperkeratosis,observed in,59578
244,follicular hyperkeratosis,observed in,59578
245,hypermelanosis,observed in,59578
246,haemosiderin deposits,observed in,59578
247,observed in,3 individuals,59578
248,Urate nephrolithiasis,Disease,59831
249,northern elephant seal,Common name,59831
250,Mirounga angustirostris,Host,59831
251,California sea lion,Common name,59831
252,Zalophus californianus,Host,59831
253,nephrolithiasis,Disease,59831
254,marine mammals,Animal group,59831
255,2004,Year,59831
256,2005,Year,59831
257,necropsy examination,Procedure,59831
258,kidneys,Organ,59831
259,1-10 mm,Size,59831
260,1-15 mm,Size,59831
261,renal pelvic dilation,Symptom,59831
262,pyelonephritis,Disease,59831
263,hydronephrosis,Disease,59831
264,uric acid,Pathogen component,59831
265,ammonium urate,Pathogen component,59831
266,metabolic derangements,Disease process,59831
267,white-tailed deer,Common name,59842
268,Odocoileus virginianus,Host,59842
269,Ehrlichia spp.,Pathogen,59842
270,Amblyomma americanum,Vector,59842
271,Ixodes scapularis,Vector,59842
272,Ehrlichia chaffeensis,Pathogen,59842
273,human granulocytic ehrlichiosis (HGE),Disease,59842
274,HGE agent,Pathogen,59842
