entity_id,entity,type,doc_id
1,leptospirosis,Disease,59826
2,Connecticut,Location,59826
3,peridomestic wildlife,Animal group,59826
4,domestic dogs,Animal group,59826
5,northeastern United States,Location,59826
6,Leptospira,Pathogen,59826
7,serovars pomona,Pathogen,59826
8,serovars icterohemorrhagiae,Pathogen,59826
9,serovars canicola,Pathogen,59826
10,serovars hardjo,Pathogen,59826
11,serovars grippotyphosa,Pathogen,59826
12,raccoons,Common name,59826
13,Procyon lotor,Host,59826
14,skunks,Common name,59826
15,Mephitis mephitis,Host,59826
16,opossums,Common name,59826
17,Didelphis virginiana,Host,59826
18,gray squirrels,Common name,59826
19,Sciurus carolinensis,Host,59826
20,February 27,Date,59826
21,September 17,Date,59826
22,2001,Year,59826
23,36%,Proportion of raccoons exposed,59826
24,13%,Proportion of skunks exposed,59826
25,high antibody titers,Measurement,59826
26,epizootiology,Field of study,59826
27,epidemiology,Field of study,59826
28,zoonotic disease,Disease type,59826
29,Serologic survey,Study type,58605
30,canine pathogens,Pathogen group,58605
31,jackals,Common name,58605
32,Canis mesomelas,Host,58605
33,Kenya,Location,58605
34,Serum samples,Sample type,58605
35,rabies virus,Pathogen,58605
36,canine parvovirus (CPV-2),Pathogen,58605
37,canine distemper virus (CDV),Pathogen,58605
38,Ehrlichia canis,Pathogen,58605
39,April 1987,Date,58605
40,January 1988,Date,58605
41,black-backed jackals,Common name,58605
42,golden jackals,Common name,58605
43,side-striped jackals,Common name,58605
44,C. aureus,Host,58605
45,C. adustus,Host,58605
46,African ecosystems,Environment,58605
47,rare and endangered canids,Host group,58605
48,canine diseases,Disease group,58605
49,antibodies,Measurement,58605
50,prevalence,Measurement,58605
51,34%,Proportion,58605
52,14,Number of individuals with antibodies,58605
53,55,Number of individuals sampled,58605
54,9%,Proportion,58605
55,4,Number of individuals with antibodies,58605
56,3%,Proportion,58605
57,1,Number of individuals with antibodies,58605
58,2%,Proportion,58605
59,1,Number of individuals with antibodies,58605
60,9,Number of individuals with antibodies,58605
61,16,Number of individuals sampled,58605
62,5,Number of individuals with antibodies,58605
63,26,Number of individuals sampled,58605
64,Herpesvirus,Pathogen,59830
65,Pacific harbor seals,Common name,59830
66,Phoca vitulina richardsi,Host,59830
67,Adrenal necrosis,Disease,59830
68,California,Location,59830
69,USA,Country,59830
70,Coastal California,Location,59830
71,Central California,Location,59830
72,Northern California,Location,59830
73,Sepsis,Disease,59830
74,Bacterial omphalophlebitis,Disease,59830
75,Pneumonia,Disease,59830
76,Gastroenteritis,Disease,59830
77,Thymic atrophy,Disease,59830
78,Hepatic necrosis,Disease,59830
79,Lymphopenia,Symptom,59830
80,Phocine adrenal cell lines,Cell lines,59830
81,Phocine kidney cell lines,Cell lines,59830
82,Adrenal tissue homogenate,Biological sample,59830
83,Cytopathic effect,Biological process,59830
84,Viral particles,Biological structure,59830
85,Intranuclear inclusion bodies,Biological structure,59830
86,Male,Sex,59830
87,Female,Sex,59830
88,Rehabilitation,Event,59830
89,Birth weight,Measurement,59830
90,island fox,Common name,59699
91,Urocyon littoralis,Host,59699
92,California,Location,59699
93,Channel Islands,Location,59699
94,USA,Country,59699
95,canine adenovirus,Pathogen,59699
96,canine parvovirus,Pathogen,59699
97,canine herpesvirus,Pathogen,59699
98,canine coronavirus,Pathogen,59699
99,leptospirosis,Disease,59699
100,toxoplasmosis,Disease,59699
101,canine distemper virus,Pathogen,59699
102,serologic survey,Event,59699
103,antibody prevalence,Measurement,59699
104,97%,Proportion,59699
105,59%,Proportion,59699
106,194,Number of individuals sampled,59699
107,Pestivirus,Pathogen,59904
108,Pyrenean Chamois,Common name,59904
109,Rupicapra pyrenaica pyrenaica,Host,59904
110,Spain,Location,59904
111,2001-02,Time period,59904
112,16,Number of infected individuals,59904
113,17,Number of individuals tested,59904
114,82.1% to 88.1%,Similarity value,59904
115,Border disease virus cluster,Virus cluster,59904
116,noncoding regions,Viral genome region,59904
117,Mortality,Symptom,59904
118,Disease,Disease,59904
119,Pestivirus,infects,59904
120,Rupicapra pyrenaica pyrenaica,hosts,59904
121,Pyrenean Chamois,common name of,59904
122,Rupicapra pyrenaica pyrenaica,Latin name of,59904
123,Pestivirus,causes,59904
124,Pestivirus,associated with,59904
125,Pyrenean Chamois,suffered from,59904
126,Spain,location of,59904
127,2001-02,time of,59904
128,16 of 17,measurement,59904
129,noncoding regions,part of,59904
130,Border disease virus cluster,classified by,59904
131,Pestivirus,has similarity value,59904
132,border disease virus,Pathogen,59578
133,southern chamois,Common name,59578
134,Rupicapra pyrenaica,Host,59578
135,central Pyrenees,Location,59578
136,NE Spain,Location,59578
137,2001,Year,59578
138,2002,Year,59578
139,February,Month,59578
140,June,Month,59578
141,disease,Disease,59578
142,depression,Symptom,59578
143,weakness,Symptom,59578
144,movement difficulties,Symptom,59578
145,abnormal behaviour,Symptom,59578
146,absence of flight reaction,Symptom,59578
147,alopecia,Symptom,59578
148,skin hyperpigmentation,Symptom,59578
149,cachexia,Symptom,59578
150,abscesses,Symptom,59578
151,pneumonia,Symptom,59578
152,subcutaneous infection,Symptom,59578
153,orchitis,Symptom,59578
154,edema,Symptom,59578
155,gliosis,Symptom,59578
156,espongiosis,Symptom,59578
157,cariorrexis,Symptom,59578
158,neuronal multifocal necrosis,Symptom,59578
159,perivascular mononuclear inflammatory infiltrate,Symptom,59578
160,follicular atrophy,Symptom,59578
161,epidermal hyperplasia,Symptom,59578
162,orthokeratotic hyperkeratosis,Symptom,59578
163,follicular hyperkeratosis,Symptom,59578
164,hypermelanosis,Symptom,59578
165,haemosiderin deposits,Symptom,59578
166,intraeritrocitic parasites,Pathogen,59578
167,pestivirus,Pathogen,59578
168,RT-PCR,Detection method,59578
169,monoclonal antibodies,Detection method,59578
170,42%,Proportion of population decrease,59578
171,20,Number of affected chamois,59578
172,border disease virus,infects,59578
173,Rupicapra pyrenaica,hosts,59578
174,southern chamois,common name of,59578
175,Rupicapra pyrenaica,Latin name of,59578
176,border disease virus,causes,59578
177,disease,affects,59578
178,Rupicapra pyrenaica,lives in,59578
179,central Pyrenees,located in,59578
180,disease,occurred in,59578
181,disease,occurred in,59578
182,disease,peaked in,59578
183,disease,peaked in,59578
184,Rupicapra pyrenaica,suffered from,59578
185,Rupicapra pyrenaica,suffered from,59578
186,Rupicapra pyrenaica,suffered from,59578
187,Rupicapra pyrenaica,suffered from,59578
188,Rupicapra pyrenaica,suffered from,59578
189,Rupicapra pyrenaica,suffered from,59578
190,Rupicapra pyrenaica,suffered from,59578
191,Rupicapra pyrenaica,suffered from,59578
192,Rupicapra pyrenaica,suffered from,59578
193,Rupicapra pyrenaica,suffered from,59578
194,Rupicapra pyrenaica,suffered from,59578
195,Rupicapra pyrenaica,suffered from,59578
196,Rupicapra pyrenaica,suffered from,59578
197,Rupicapra pyrenaica,suffered from,59578
198,Rupicapra pyrenaica,suffered from,59578
199,Rupicapra pyrenaica,suffered from,59578
200,Rupicapra pyrenaica,suffered from,59578
201,Urate nephrolithiasis,Disease,59831
202,Northern elephant seal,Common name,59831
203,Mirounga angustirostris,Host,59831
204,California sea lion,Common name,59831
205,Zalophus californianus,Host,59831
206,Nephrolithiasis,Disease,59831
207,Nephroliths,Pathogen,59831
208,Renal pelvic dilation,Symptom,59831
209,Pyelonephritis,Disease,59831
210,Hydronephrosis,Disease,59831
211,Uric acid,Chemical compound,59831
212,Ammonium urate,Chemical compound,59831
213,Metabolic derangements,Disease,59831
214,Morphologic differences,Physiologic characteristic,59831
215,Physiologic differences,Physiologic characteristic,59831
216,2004,Year,59831
217,2005,Year,59831
218,1-10 mm,Measurement,59831
219,1-15 mm,Measurement,59831
220,white-tailed deer,Common name,59842
221,Odocoileus virginianus,Host,59842
222,Ehrlichia spp.,Pathogen,59842
223,Amblyomma americanum,Vector,59842
224,Ixodes scapularis,Vector,59842
225,Ehrlichia chaffeensis,Pathogen,59842
226,human granulocytic ehrlichiosis (HGE) agent,Pathogen,59842
227,Ehrlichia equi,Pathogen,59842
228,coastal Georgia,Location,59842
229,serologic,Technique,59842
230,molecular,Technique,59842
231,culture,Technique,59842
232,indirect fluorescent antibody testing,Technique,59842
233,nested polymerase chain reaction,Technique,59842
234,16S rDNA fragments,Measurement,59842
235,inguenal lymph node,Tissue,59842
236,neutrophil,Cell,59842
237,blood smears,Sample,59842
238,Ehrlichia-type morula,Pathogen structure,59842
239,southeastern United States,Location,59842
240,human ehrlichioses agents,Disease,59842
241,Antibodies,Measurement,59912
242,pathogenic agents,Pathogen,59912
243,wild species,Host,59912
244,Tanzania,Location,59912
245,game areas,Location,59912
246,1987,Year,59912
247,1989,Year,59912
248,foot-and-mouth disease,Disease,59912
249,bovine herpes virus types 1 and 2,Pathogen,59912
250,lumpy skin disease,Disease,59912
251,bovine viral diarrhoea,Disease,59912
252,Akabane,Disease,59912
253,bovine ephemeral fever,Disease,59912
254,bluetongue,Disease,59912
255,enzootic bovine leucosis,Disease,59912
256,African horse sickness,Disease,59912
257,African swine fever,Disease,59912
258,Brucella abortus,Pathogen,59912
259,buffalo,Common name,59912
260,Syncerus caffer,Host,59912
261,wildebeest,Common name,59912
262,Connochaetes taurinus,Host,59912
263,topi,Common name,59912
264,Damaliscus korrigum,Host,59912
265,Zebra,Common name,59912
266,wart hog,Common name,59912
267,aetiological agents,Pathogen,59912
268,Bacterial valvular endocarditis,Disease,59921
269,black bear,Common name,59921
