entity_id,entity,type,doc_id
1,Leptospirosis,Disease,59826
2,Connecticut,Geographic Location,59826
3,domestic dogs,Host,59826
4,northeastern United States,Geographic Region,59826
5,109,Case Number,59826
6,31,Numerical ID,59826
7,30,Age,59826
8,28,Numerical ID,59826
9,20,Numerical Value,59826
10,February 27,DATE,59826
11,September 17,DATE,59826
12,2001,Year,59826
13,5,Numerical identifier,59826
14,serovars pomona,Leptospira serovar,59826
15,serovars icterohemorrhagiae,Leptospira serovar,59826
16,serovars canicola,Leptospira serovar,59826
17,serovars hardjo,Leptospira serovar,59826
18,serovars grippotyphosa,Leptospira serovar,59826
19,36%,Percentage,59826
20,13%,Percentage,59826
21,high antibody titers,Biomarker,59826
22,peridomestic wildlife,Host,59826
23,dogs,Host,59826
24,humans,Host,59826
25,raccoons,Host,59826
26,Procyon lotor,Host,59826
27,skunks,Host,59826
28,Mephitis mephitis,Host,59826
29,opossums,Host,59826
30,Didelphis virginiana,Host,59826
31,gray squirrels,Host,59826
32,Sciurus carolinensis,Host,59826
33,Leptospira,Bacterium,59826
34,zoonotic disease,Bacterial infection,59826
35,one squirrel,Peridomestic wildlife,59826
36,Serologic survey,Medical Study,58605
37,canine pathogens,Microorganisms,58605
38,free-ranging jackals,Host,58605
39,Kenya,Geopolitical Entity,58605
40,rabies virus,Virus,58605
41,canine parvovirus (CPV-2),Virus,58605
42,canine distemper virus (CDV),Virus,58605
43,Ehrlichia canis,Bacteria,58605
44,serum samples,Biological Sample,58605
45,antibodies,Immunoglobulin,58605
46,April 1987,DATE,58605
47,January 1988,Date,58605
48,black-backed jackals,Host,58605
49,Canis mesomelas,Host,58605
50,mean prevalence,Quantitative measure,58605
51,34%,Prevalence,58605
52,14 positive,Count of positive test results,58605
53,55 sampled,Sample size,58605
54,9%,Prevalence,58605
55,4,Percentage,58605
56,3%,Prevalence,58605
57,1,Percentage,58605
58,28,Sample size,58605
59,2%,Prevalence,58605
60,36,Sample size,58605
61,golden jackals,Host,58605
62,C. aureus,Host,58605
63,9,Percentage,58605
64,16,Fractional Quantity,58605
65,side-striped jackals,Host,58605
66,C. adustus,Host,58605
67,3,Percentage,58605
68,African ecosystems,Biogeographic region,58605
69,rare and endangered canids,Host,58605
70,canine diseases,Zoonotic diseases,58605
71,Herpesvirus,Virus,59830
72,Pacific harbor seal,Animal,59830
73,Phoca vitulina richardsi,Subspecies,59830
74,coastal California,Geographic Location,59830
75,central and northern California,Geographic Location,59830
76,USA,Geographic Location,59830
77,adrenal necrosis,Disease,59830
78,sepsis,Disease,59830
79,bacterial omphalophlebitis,Disease,59830
80,pneumonia,Disease,59830
81,gastroenteritis,Disease,59830
82,thymic atrophy,Disease,59830
83,hepatic necrosis,Disease,59830
84,lymphopenia,blood condition,59830
85,adrenal tissue,Biological tissue,59830
86,kidney cell lines,In vitro cell culture,59830
87,cytopathic effect,Biological Phenomenon,59830
88,inclusion bodies,Intranuclear inclusion bodies,59830
89,electron microscopy,Imaging technique,59830
90,viral particles,Virus,59830
91,100 nm,Viral particle size,59830
92,160 nm,Viral particle diameter,59830
93,0 to 63 days,Duration,59830
94,below average birth weight,Physical Characteristic,59830
95,male,Sex,59830
96,female,Sex,59830
97,42,Number,59830
98,95,Number of cases,59830
99,32,Number of female seals,59830
100,67,Number of female seals,59830
101,45%,Percentage,59830
102,74,Number of seal pups,59830
103,162,Number of seal pups,59830
104,50,Percentage,59830
105,44%,Percentage,59830
106,47%,Percentage,59830
107,island fox,Animal,59699
108,Urocyon littoralis,Species,59699
109,Channel Islands,Geographical Location,59699
110,California,Geographic Location,59699
111,"California, USA",Geographic Location,59699
112,canine adenovirus,Virus,59699
113,canine parvovirus,Virus,59699
114,canine herpesvirus,Virus,59699
115,canine coronavirus,Virus,59699
116,leptospirosis,Disease,59699
117,toxoplasmosis,Disease,59699
118,canine distemper virus,Virus,59699
119,194,Number of individuals,59699
120,97%,Antibody prevalence,59699
121,59%,Antibody prevalence,59699
122,low,Antibody prevalence,59699
123,pestivirus,Virus,59904
124,Pyrenean Chamois,Animal,59904
125,Rupicapra pyrenaica pyrenaica,Animal subspecies,59904
126,Spain,Geographic Location,59904
127,northeastern Spain,Geographic Location,59904
128,2001-02,Temporal Expression,59904
129,border disease virus cluster,Virus Cluster,59904
130,82.1%,Percentage,59904
131,88.1%,Percentage,59904
132,noncoding regions,DNA or RNA sequence,59904
133,disease,Pestivirus infection,59904
134,mortality,Disease outcome,59904
135,Severe outbreak of disease,Epidemic,59578
136,southern chamois,Animal,59578
137,Rupicapra pyrenaica,Animal Species,59578
138,border disease virus,Virus,59578
139,central Pyrenees,Geographical Location,59578
140,NE Spain,Geographic Location,59578
141,2001,Year,59578
142,2002,Year,59578
143,February,DATE,59578
144,June,DATE,59578
145,42%,Percentage,59578
146,20,Age,59578
147,depression,Mental disorder,59578
148,weakness,Disease symptom,59578
149,movement difficulties,Clinical sign,59578
150,absence of flight reaction,Clinical sign,59578
151,alopecia,Symptom,59578
152,skin hyperpigmentation,Clinical finding,59578
153,cachexia,Disease symptom,59578
154,abscesses,lesion,59578
155,pneumonia,Disease,59578
156,subcutaneous infection,Infectious disease,59578
157,orchitis,Disease,59578
158,edema,Clinical finding,59578
159,gliosis,Cellular response,59578
160,espongiosis,Disease,59578
161,cariorrexis,Disease,59578
162,neuronal multifocal necrosis,Lesion,59578
163,perivascular mononuclear inflammatory infiltrate,Pathological finding,59578
164,follicular atrophy,Histopathological finding,59578
