source,target,relation_type,doc_id
Batrachochytrium dendrobatidis,Salamanders,infects,1
Salamanders,Chytrid Fungus,have,1
Chytrid Fungus,Salamanders,found in,1
Texas,Central Texas,is located in,1
Spirometra erinacei,Cyclops,infects,2
Spirometra erinacei,Rana nigromaculata,infects,2
Spirometra erinacei,ICR mice,infects,2
Spirometra erinacei,Dogs,infects,2
Spirometra erinacei,Cats,infects,2
Mesocyclops leuckarti,Coracidial infection,is susceptible to,2
Eucyclops serrulatus,Coracidial infection,is susceptible to,2
Spirometra erinacei,Cyclops,develops in,2
Spirometra erinacei,Rana nigromaculata,develops in,2
Spirometra erinacei,ICR mice,develops in,2
Spirometra erinacei,Dogs,develops in,2
Spirometra erinacei,Cats,develops in,2
Batrachochytrium dendrobatidis,Xenopus,infects,3
Batrachochytrium dendrobatidis,Southern Africa,found in,3
Xenopus,Batrachochytrium dendrobatidis,hosts,3
Batrachochytrium dendrobatidis,Chytridiomycosis,causes,3
Protopolystoma xenopodis,Xenopus laevis,lives in,4
Protopolystoma xenopodis,Xenopus laevis,infects,4
Protopolystoma xenopodis,Eggs,produces,4
Temperature,Oviposition Rate,affects,4
Protopolystoma xenopodis,South Wales,found in,4
Protopolystoma xenopodis,U.K.,found in,4
Pseudodiplorchis americanus,Scaphiopus couchii,infects,5
Protopolystoma xenopodis,Xenopus laevis,infects,5
Polystomatid Monogeneans,Anuran Amphibians,infects,5
Environmental Factors,Infection Levels,regulate,5
Host Factors,Infection Levels,regulate,5
Parasite Factors,Infection Levels,regulate,5
Intra-specific Competitive Interactions,Infection Levels,regulate,5
Inter-specific Competitive Interactions,Infection Levels,regulate,5
Survivorship,Parasite Numbers,affects,5
Reproductive Output,Parasite Numbers,affects,5
Immune Response,Acquired Immunity,acquires,5
Acquired Immunity,Infection Success,reduces,5
Protopolystoma spp.,Xenopus laevis laevis,infects,6
Protopolystoma spp.,Xenopus muelleri,infects,6
Xenopus laevis laevis,Protopolystoma xenopodis,hosts,6
Xenopus muelleri,Protopolystoma xenopodis,hosts,6
Xenopus spp.,Allopolyploid speciation,evolved through,6
Hybrid resistance,selective advantage,conferred,6
Protopolystoma xenopodis,Xenopus laevis,infects,7
Protopolystoma xenopodis,Wales,lives in,7
Protopolystoma xenopodis,South Africa,originates from,7
Temperature,Egg Development,affects,7
Temperature,Life-Cycle Processes,influences,7
Global Warming,Infection,may enhance,7
Trypanosoma avium,Raptors,infects,8
Black Flies,Trypanosoma avium,hosts,8
Hippoboscid Flies,Trypanosoma avium,hosts,8
Mosquitoes,Trypanosoma avium,hosts,8
Biting Midges,Trypanosoma avium,hosts,8
Eusimulium spp.,Trypanosoma avium,hosts,8
Ornithomyia avicularia,Trypanosoma avium,hosts,8
Culex pipiens pipiens,Trypanosoma avium,hosts,8
Culicoides spp.,Trypanosoma avium,hosts,8
Trypanosoma avium,Raptors,is isolated from,8
Trypanosoma avium,Black Flies,is isolated from,8
Trypanosoma avium,Hippoboscid Flies,is isolated from,8
Trypanosoma avium,Mosquitoes,is isolated from,8
Trypanosoma avium,Biting Midges,is isolated from,8
Trypanosoma avium,18S rRNA,is identified by,8
Trypanosoma avium,Kinetoplast,has,8
Mycoplasma gallisepticum,House Finches,infects,9
Mycoplasma gallisepticum,Blue Jay,infects,9
Mycoplasma gallisepticum,American Goldfinches,infects,9
Mycoplasma gallisepticum,Songbirds,found in,9
Mycoplasma gallisepticum,Lesions,isolated from,9
House Finches,Conjunctivitis,contracted,9
Blue Jay,Conjunctivitis,contracted,9
American Goldfinches,North Carolina,found in,9
Mycoplasma gallisepticum,Vaccine Strains,tested against,9
Mycoplasma gallisepticum,Reference Strains,tested against,9
Mycoplasma gallisepticum,Commercial Poultry,tested against,9
Mycoplasma sturni,Blue Jays,infects,10
Mycoplasma sturni,Northern Mockingbirds,infects,10
Mycoplasma sturni,Conjunctival/Corneal Swabs,found in,10
Mycoplasma sturni,Indirect Immunofluorescence,identified by,10
Mycoplasma gallisepticum,House Finches,infects,10
Mycoplasma gallisepticum,American Goldfinches,infects,10
Mycoplasma sturni,Conjunctivitis,should be considered in differential diagnosis of,10
Mycoplasma gallisepticum,House Finches,infects,11
Mycoplasma gallisepticum,American Goldfinches,infects,11
Mycoplasma gallisepticum,Purple Finches,infects,11
Mycoplasma gallisepticum,Brown-headed Cowbirds,infects,11
Mycoplasma gallisepticum,Tufted Titmice,infects,11
House Finches,Conjunctivitis,have,11
American Goldfinches,Conjunctivitis,have,11
Purple Finches,Conjunctivitis,have,11
New York,Tompkins County,found in,11
Mycoplasma gallisepticum,House Finches,detected in,11
Mycoplasma gallisepticum,American Goldfinches,detected in,11
Mycoplasma gallisepticum,Purple Finches,detected in,11
Mycoplasma gallisepticum,House Finch,infects,12
Mycoplasma gallisepticum,American Goldfinch,infects,12
Mycoplasma gallisepticum,House Sparrow,infects,12
House Sparrow,Mycoplasma gallisepticum,hosts,12
American Goldfinch,Mycoplasma gallisepticum,hosts,12
Mycoplasma gallisepticum,Evening Grosbeaks,infects,13
Mycoplasma gallisepticum,Pine Grosbeaks,infects,13
Mycoplasma gallisepticum,House Finches,infects,13
Mycoplasma gallisepticum,American Gold Finches,infects,13
Mycoplasma gallisepticum,Quebec,found in,13
Mycoplasma gallisepticum,Canada,found in,13
Mycoplasma gallisepticum,Conjunctivitis,causes,13
Mycoplasma gallisepticum,Rhinitis,causes,13
Mycoplasma gallisepticum,Mucopurulent Infra-orbital Sinusitis,causes,13
Mycoplasma gallisepticum,House Finches,infects,14
Mycoplasma gallisepticum,American Goldfinches,infects,14
Mycoplasma gallisepticum,Purple Finches,infects,14
Mycoplasma gallisepticum,House Sparrows,infects,14
House Finches,Mycoplasma gallisepticum,transmits,14
House Finches,American Goldfinches,transmits,14
House Finches,Purple Finches,transmits,14
House Finches,House Sparrows,transmits,14
Mycoplasma gallisepticum,House Finches,infects,15
Mycoplasma gallisepticum,American Goldfinches,infects,15
Mycoplasma gallisepticum,Wild Songbirds,spreads to,15
House Finches,Mycoplasmal Conjunctivitis,have,15
American Goldfinches,Mycoplasmal Conjunctivitis,have,15
Mycoplasma gallisepticum,Eastern United States,found in,15
Mycoplasma gallisepticum,Canada,found in,15
Mycoplasma gallisepticum,Mid-Atlantic Region,found in,15
Mycoplasma sturni,European Starling,infects,16
Mycoplasma sturni,Conjunctivitis,causes,16
Mycoplasma sturni,Conjunctiva,is isolated from,16
Mycoplasma gallisepticum,House Finches,infects,16
Mycoplasma sturni,Glucose,ferments,16
Mycoplasma sturni,hemadsorb,does not,16
Mycoplasma sturni,hemagglutinate,does not,16
Mycoplasma sturni,at 37 C,grows,16
Mycoplasma gallisepticum,House Finches,infects,17
