entity_id,entity,doc_id,label
1,Batrachochytrium dendrobatidis,1,pathogen
2,chytrid fungus,1,pathogen
3,Texas salamander,1,host
4,Eurycea neotenes,1,species
5,Blanco River Springs salamander,1,host
6,E. pterophila,1,species
7,San Marcos salamander,1,host
8,E. nana,1,species
9,Barton Springs salamander,1,host
10,E. sosorum,1,species
11,Jollyville Plateau salamander,1,host
12,E. tonkawae,1,species
13,PCR,1,technology
14,rRNA gene,1,gene
15,ITS regions,1,regions
16,Central Texas,1,region
17,Spirometra erinacei,2,Pathogen
18,Cyclops,2,Host
19,Rana nigromaculata,2,Host
20,ICR mice,2,Host
21,Dogs,2,Host
22,Cats,2,Host
23,Mesocyclops leuckarti,2,Host
24,Eucyclops serrulatus,2,Host
25,Coracidium,2,Stage
26,Procercoids,2,Stage
27,Plerocercoids,2,Stage
28,Worms,2,Organism
29,amphibian,3,Host
30,chytrid fungus,3,Pathogen
31,Batrachochytrium dendrobatidis,3,Pathogen
32,Xenopus,3,Host
33,Xenopus laevis,3,Host
34,southern Africa,3,Location
35,1879,3,Time
36,1999,3,Time
37,1938,3,Time
38,Xenopus laevis,3,Species
39,Xenopus,3,Species
40,Africa,3,Location
41,Protopolystoma xenopodis,4,Pathogen
42,Xenopus laevis,4,Host
43,African clawed toad,4,Host
44,Monogenea,4,Taxon
45,Polystomatidae,4,Taxon
46,South Wales,4,Location
47,U.K.,4,Location
48,Polystoma,5,Species
49,anuran,5,Taxon
50,Pseudodiplorchis americanus,5,Species
51,Scaphiopus couchii,5,Species
52,Protopolystoma xenopodis,5,Species
53,Xenopus laevis,5,Species
54,adult worms,5,Pathogen
55,parasite/host,5,Host-Pathogen Interaction
56,temperature,5,Environmental Factor
57,host factors,5,Factor
58,behaviour,5,Host Factor
59,population density,5,Host Factor
60,Protopolystoma xenopodis,5,Pathogen
61,infection,5,Disease
62,Xenopus laevis/Protopolystoma xenopodis,5,Host-Pathogen Interaction
63,Xenopus laevis laevis,6,Species
64,Xenopus muelleri,6,Species
65,Protopolystoma spp.,6,Parasite
66,Protopolystoma xenopodis,6,Parasite
67,Xenopus laevis,6,Host
68,Parasite,6,Pathogen
69,Host,6,Host
70,Hybrid,6,Host
71,Allopolyploid,6,Speciation
72,Protopolystoma xenopodis,7,Pathogen
73,Xenopus laevis,7,Host
74,African parasite,7,Pathogen
75,Wales,7,Location
76,South Africa,7,Location
77,North temperate habitat,7,Environment
78,Xenopus,7,Host
79,temperate,7,Environment
80,amphibian,7,Host
81,60s,7,Time
82,May-mid-July,7,Time
83,July-September,7,Time
84,summer 2008,7,Time
85,May,7,Time
86,July,7,Time
87,September,7,Time
88,Trypanosoma avium,8,Pathogen
89,Raptors,8,Host
90,Falconiformes,8,Taxon
91,Accipiter nisus,8,Host
92,Buteo buteo,8,Host
93,Aquila pomarina,8,Host
94,Falco tinnunculus,8,Host
95,Eusimulium spp.,8,Vector
96,Ornithomyia avicularia,8,Vector
97,Culex pipiens pipiens,8,Vector
98,Culicoides spp.,8,Vector
99,18S rRNA,8,Molecule
100,Kinetoplast,8,Structure
101,Mycoplasma gallisepticum,9,Pathogen
102,house finches,9,Host
103,Carpodacus mexicanus,9,Host
104,blue jay,9,Host
105,Cyanocitta cristata,9,Host
106,American goldfinches,9,Host
107,Carduelis tristis,9,Host
108,songbirds,9,Host
109,random amplified polymorphic DNA,9,Technique
110,DNA fingerprints,9,Technique
111,RAPD,9,Technique
112,vaccine,9,Entity
113,reference strains,9,Entity
114,commercial poultry,9,Entity
115,North Carolina,9,Location
116,United States,9,Location
117,1994,9,Time
118,1996,9,Time
119,11 states,9,Location
120,Mycoplasma sturni,10,Pathogen
121,blue jays,10,Host
122,northern mockingbirds,10,Host
123,Florida,10,Location
124,Mimus polyglottos,10,Host
125,Cyanocitta cristata,10,Host
126,Mycoplasma gallisepticum,10,Pathogen
127,house finches,10,Host
128,American goldfinches,10,Host
129,Carpodacus mexicanus,10,Host
130,Carduelis tristis,10,Host
131,Mycoplasma gallisepticum,11,Pathogen
132,House finches,11,Host
133,Carpodacus mexicanus,11,Host
134,American goldfinches,11,Host
135,Carduelis tristis,11,Host
136,Purple finch,11,Host
137,Carpodacus purpureus,11,Host
138,Brown-headed cowbirds,11,Host
139,Molothrus ater,11,Host
140,Tufted titmice,11,Host
141,Parus bicolor,11,Host
142,Tomkins County,11,Location
143,New York,11,Location
144,USA,11,Location
145,February 1998,11,Time
146,March 1998,11,Time
147,February 1999,11,Time
148,March 1999,11,Time
149,Mycoplasma gallisepticum,12,Pathogen
150,house finch,12,Host
151,Carpodacus mexicanus,12,Host
152,American goldfinch,12,Host
153,Carduelis tristis,12,Host
154,house sparrow,12,Host
155,Passer domesticus,12,Host
156,naive house finches,12,Host
157,Mycoplasma gallisepticum,13,Pathogen
158,Coccothraustes vespertinus,13,Host
159,Pinicola enucleator,13,Host
160,Quebec,13,Location
161,Canada,13,Location
162,1998-99,13,Time
163,evening grosbeaks,13,Host
164,pine grosbeaks,13,Host
165,conjunctivitis,13,Disease
166,rhinitis,13,Disease
167,mucopurulent infra-orbital sinusitis,13,Disease
168,house finches,13,Host
169,American gold finches,13,Host
170,eastern North America,13,Location
171,polymerase chain reaction,13,Technique
172,random amplified polymorphic DNA (RAPD) fingerprinting,13,Technique
173,direct immunofluorescence,13,Technique
