entity_id,entity,doc_id,label
1,Batrachochytrium dendrobatidis,1,DISEASE
2,central Texas,1,LOCATION
3,salamander species,1,SPECIES
4,Texas salamander,1,SPECIES
5,Blanco River Springs salamander,1,SPECIES
6,San Marcos salamander,1,SPECIES
7,Barton Springs salamander,1,SPECIES
8,Jollyville Plateau salamander,1,SPECIES
9,USA,1,COUNTRY
10,endangered species list,1,LIST
11,5.8S rRNA gene,1,GENE
12,internal transcribed spacer,1,REGION
13,nonconsumptive tail clippings,1,SAMPLING_METHOD
14,historically collected samples,1,SAMPLING_METHOD
15,Spirometra erinacei,2,ORGANISM
16,cyclops,2,SPECIES
17,Rana nigromaculata,2,SPECIES
18,ICR mice,2,SPECIES
19,dogs,2,SPECIES
20,cats,2,SPECIES
21,Mesocyclops leuckarti,2,SPECIES
22,Eucyclops serrulatus,2,SPECIES
23,coracidium,2,STRUCTURE
24,procercoids,2,STRUCTURE
25,plerocercoids,2,STRUCTURE
26,Calcium corpuscles,2,STRUCTURE
27,cercomer,2,STRUCTURE
28,larval or adult worms,2,STRUCTURE
29,eggs,2,STRUCTURE
30,amphibian chytrid fungus,3,DISEASE
31,chytridiomycosis,3,DISEASE
32,Batrachochytrium dendrobatidis,3,ORGANISM
33,Xenopus,3,SPECIES
34,southern Africa,3,LOCATION
35,Xenopus laevis,3,SPECIES
36,Africa,3,LOCATION
37,international trade,3,EVENT
38,1930s,3,TIME
39,Protopolystoma xenopodis,4,ORGANISM
40,Monogenea,4,CLASS
41,Polystomatidae,4,FAMILY
42,Xenopus laevis,4,SPECIES
43,African clawed toad,4,SPECIES
44,South Wales,4,LOCATION
45,U.K.,4,COUNTRY
46,Polystoma,5,Species
47,anuran amphibians,5,Group
48,Pseudodiplorchis americanus,5,Parasite
49,Scaphiopus couchii,5,Host
50,Protopolystoma xenopodis,5,Parasite
51,Xenopus laevis,5,Host
52,temperature,5,Environmental Factor
53,behaviour,5,Host Factor
54,population density,5,Host Factor
55,intra-specific competitive interactions,5,Parasite Factor
56,inter-specific competitive interactions,5,Parasite Factor
57,survivorship,5,Parasite Factor
58,reproductive output,5,Parasite Factor
59,Xenopus laevis/Protopolystoma xenopodis,5,Interaction
60,immunity,5,Host Response
61,Protopolystoma spp.,6,ORGANISM
62,Xenopus laevis laevis,6,ORGANISM
63,Xenopus muelleri,6,ORGANISM
64,Xenopus spp.,6,ORGANISM
65,P. xenopodis,6,ORGANISM
66,anurans,6,CLASS
67,monogenean polystome parasites,6,CLASS
68,parasite isolates,6,CLASS
69,host hybrid/sympatric zone,6,LOCATION
70,geographical areas,6,LOCATION
71,local areas,6,LOCATION
72,X. l. laevis,6,ORGANISM
73,F1 hybrids,6,CLASS
74,host genotypexparasite genotype interactions,6,CLASS
75,allopolyploid pathway,6,CLASS
76,selective advantage,6,CLASS
77,refractoriness,6,CLASS
78,pathogens,6,CLASS
79,African parasite,7,ORGANISM
80,north temperate habitat,7,LOCATION
81,temperature,7,PHENOMENON
82,egg development,7,PROCESS
83,Protopolystoma xenopodis,7,ORGANISM
84,Xenopus laevis,7,ORGANISM
85,South Africa,7,LOCATION
86,Wales,7,LOCATION
87,1960s,7,TIME
88,"10, 12, 15, 18, 20 and 25°C",7,TEMPERATURE
89,15°C,7,TEMPERATURE
90,22 days,7,TIME
91,32 days,7,TIME
92,66 days,7,TIME
93,May-mid-July,7,TIME
94,July-September,7,TIME
95,summer 2008,7,TIME
96,global warming,7,PHENOMENON
97,isolated parasite populations,7,GROUP
98,limiting environments,7,LOCATION
99,Trypanosoma avium,8,Organization
100,raptors,8,Entity
101,Falconiformes,8,Class
102,Avian trypanosomes,8,Disease
103,birds,8,Entity
104,blood-sucking insects,8,Entity
105,Czech Republic,8,Country
106,Slovak Republic,8,Country
107,Eusimulium spp.,8,Entity
108,hippoposcid flies,8,Entity
109,mosquitoes,8,Entity
110,Culicoides spp.,8,Entity
111,nestlings,8,Entity
112,rRNA,8,Entity
113,species,8,Entity
114,T. avium,8,Species
115,Trypanosoma avium clade,8,Thing
116,kinetoplast,8,Entity
117,ornithophilic simuliids,8,Entity
118,Mycoplasma gallisepticum,9,DISEASE
119,songbirds,9,SPECIES
120,house finches,9,SPECIES
121,Carpodacus mexicanus,9,SPECIES
122,blue jay,9,SPECIES
123,Cyanocitta cristata,9,SPECIES
124,American goldfinches,9,SPECIES
125,Carduelis tristis,9,SPECIES
126,North Carolina,9,LOCATION
127,United States,9,LOCATION
128,DNA,9,SUBSTANCE
129,random amplified polymorphic DNA,9,TECHNIQUE
130,RAPD,9,TECHNIQUE
131,vaccine,9,SUBSTANCE
132,reference strains,9,SUBSTANCE
133,commercial poultry,9,GROUP
134,poultry,9,GROUP
135,MG,9,DISEASE
136,outbreak,9,EVENT
137,Mycoplasma sturni,10,ORGANISM
138,blue jays,10,SPECIES
139,northern mockingbirds,10,SPECIES
140,Florida,10,LOCATION
141,USA,10,LOCATION
142,wildlife care facility,10,LOCATION
143,Mimus polyglottos,10,SPECIES
144,Cyanocitta cristata,10,SPECIES
145,Mycoplasma gallisepticum,10,ORGANISM
146,house finches,10,SPECIES
147,American goldfinches,10,SPECIES
148,Carpodacus mexicanus,10,SPECIES
149,Carduelis tristis,10,SPECIES
150,Mycoplasmal organisms,10,ORGANISM
151,conjunctival/corneal swabs,10,LOCATION
152,birds,10,SPECIES
153,sinusitis,10,DISEASE
154,conjunctivitis,10,DISEASE
155,epiphora,10,DISEASE
156,indirect immunofluorescence,10,TEST
157,songbirds,10,SPECIES
158,Mycoplasma gallisepticum,11,DISEASE
159,Mycoplasmal conjunctivitis,11,DISEASE
160,house finches,11, Species
161,Carpodacus mexicanus,11,Species
162,New York,11,Location
163,Tompkins County,11,Location
164,USA,11,Location
165,American goldfinches,11,Species
166,Carduelis tristis,11,Species
167,purple finch,11,Species
168,Carpodacus purpureus,11,Species
169,brown-headed cowbirds,11,Species
170,Molothrus ater,11,Species
171,tufted titmice,11,Species
172,Parus bicolor,11,Species
173,Mycoplasma gallisepticum,12,DISEASE
174,house finch,12,SPECIES
175,American goldfinch,12,SPECIES
176,house sparrow,12,SPECIES
177,Carpodacus mexicanus,12,SPECIES
178,Carduelis tristis,12,SPECIES
179,Passer domesticus,12,SPECIES
180,conjunctival sac,12,ANATOMICAL_STRUCTURE
181,naive house finches,12,GROUP
182,Mycoplasmosis,13,Disease
183,evening grosbeaks,13,Species
184,pine grosbeaks,13,Species
185,Quebec,13,Location
186,Canada,13,Location
187,1998-99,13,Time
188,Coccothraustes vespertinus,13,Species
189,Pinicola enucleator,13,Species
