entity_id,entity,doc_id,label
1,Batrachochytrium dendrobatidis,1,Disease
2,Central Texas,1,Location
3,Salamander,1,Species
4,Eurycea neotenes,1,Species
5,E. pterophila,1,Species
6,E. nana,1,Species
7,E. sosorum,1,Species
8,E. tonkawae,1,Species
9,USA,1,Country
10,Endangered species list,1,List
11,5.8S rRNA gene,1,Gene
12,ITS,1,Region
13,PCR products,1,Product
14,Nonconsumptive tail clippings,1,Sample
15,Historically collected samples,1,Sample
16,Other studies,1,Study
17,Fungus,1,Organism
18,Pathogen,1,Disease
19,Populations,1,Population
20,Species list,1,List
21,Spirometra erinacei,2,Species
22,Cyclops,2,Species
23,Rana nigromaculata,2,Species
24,ICR mice,2,Species
25,Dogs,2,Species
26,Cats,2,Species
27,Mesocyclops leuckarti,2,Species
28,Eucyclops serrulatus,2,Species
29,Coracidium,2,Stage
30,Procercoids,2,Stage
31,Plerocercoids,2,Stage
32,Adult worms,2,Stage
33,Eggs,2,Stage
34,Laboratory,2,Location
35,29 degrees C,2,Temperature
36,8 to 14 days,2,Time
37,43.8 x 36.9 microns,2,Size
38,5 days,2,Time
39,10 to 20 days,2,Time
40,15 or 21 day old worms,2,Age
41,15 days,2,Time
42,48 to 67 days,2,Time
43,Origin of the amphibian chytrid fungus,3,THESIS
44,chytridiomycosis,3,DISEASE
45,amphibian chytrid Batrachochytrium dendrobatidis,3,ORGANISM
46,Southern Africa,3,REGION
47,Xenopus,3,ORGANISM
48,Xenopus laevis,3,SPECIES
49,interdigital webbing,3,ANATOMICAL STRUCTURE
50,1938,3,DATE
51,Xenopus laevis frog,3,SPECIES
52,Africa,3,REGION
53,amphibian chytrid,3,PATHOGEN
54,mid-1930s,3,DATE
55,Protopolystoma xenopodis,4,Species
56,Monogenea,4,Taxon
57,Polystomatidae,4,Taxon
58,Xenopus laevis,4,Species
59,African clawed toad,4,Common name
60,Temperature,4,Physical quantity
61,Oviposition rate,4,Biological quantity
62,Egg production,4,Biological process
63,Urinary bladder,4,Anatomical structure
64,South Wales,4,Geographical location
65,U.K.,4,Geographical location
66,Natural sites,4,Geographical location
67,Polystomatid,5,Family
68,Polystoma,5,Genus
69,Scaphiopus couchii,5,Species
70,Pseudodiplorchis americanus,5,Species
71,Protopolystoma xenopodis,5,Species
72,Xenopus laevis,5,Species
73,anuran amphibians,5,Group
74,desert toad,5,Species
75,aquatic,5,Adjective
76,adult worms,5,Entity
77,parasite factors,5,Entity
78,intragroup and intergroup competitive interactions,5,Entity
79,intrinsic characters,5,Entity
80,survivorship,5,Character
81,reproductive output,5,Character
82,temperature,5,EnvironmentalFactor
83,behaviour,5,HostFactor
84,population density,5,HostFactor
85,immune response,5,HostFactor
86,pre-patent period,5,TimeFrame
87,Xenopus laevis/Protopolystoma xenopodis,5,Interaction
88,lab experiments,5,StudyType
89,Parasite,6,Organism
90,Protopolystoma spp.,6,Organism
91,Xenopus laevis laevis,6,Organism
92,Xenopus muelleri,6,Organism
93,Xenopus spp.,6,Organism
94,Host,6,Concept
95,Hybrid,6,Concept
96,Allopolyploid speciation,6,Concept
97,Infectivity,6,Concept
98,Resistance,6,Concept
99,Genotype,6,Concept
100,Phenotype,6,Concept
101,Pathogen,6,Organism
102,Species,6,Concept
103,Taxon,6,Concept
104,Zone,6,Concept
105,Area,6,Concept
106,Kilometer,6,Unit
107,Laboratory,6,Location
108,Nature,6,Location
109,Abstract,6,Document
110,Protopolystoma xenopodis,7,Species
111,Xenopus laevis,7,Species
112,South Africa,7,Location
113,Wales,7,Location
114,1960s,7,Time
115,10°C,7,Temperature
116,12°C,7,Temperature
117,15°C,7,Temperature
118,18°C,7,Temperature
119,20°C,7,Temperature
120,25°C,7,Temperature
121,15·5°C,7,Temperature
122,May,7,Time
123,July,7,Time
124,September,7,Time
125,2008,7,Time
126,Global warming,7,Concept
127,Parasite,7,Concept
128,Environmental constraints,7,Concept
129,Survival,7,Concept
130,Egg development,7,Concept
131,Transmission,7,Concept
132,Habitat,7,Concept
133,Life-cycle,7,Concept
134,Infection,7,Concept
135,Time lag,7,Concept
136,Metrics,7,Concept
137,Persistence,7,Concept
138,Isolated populations,7,Concept
139,Limiting environments,7,Concept
140,Trypanosoma,8,Taxon
141,raptors,8,Group
142,Falconiformes,8,Group
143,Avian trypanosomes,8,Group
144,parasites,8,Group
145,birds,8,Group
146,transmission,8,Process
147,vectors,8,Group
148,black flies,8,Group
149,Eusimulium spp.,8,Taxon
150,hippoposcid flies,8,Group
151,Ornithomyia avicularia,8,Taxon
152,mosquitoes,8,Group
153,Culex pipiens pipiens,8,Taxon
154,biting midges,8,Group
155,Culicoides spp.,8,Taxon
156,rator nestlings,8,Group
157,trypanosomatids,8,Group
158,18S rRNA sequences,8,Data
159,species identification,8,Process
160,intra- and interspecific relationships,8,Concept
161,Trypanosoma avium,8,Taxon
162,clade,8,Concept
163,kinetoplast,8,Anatomy
164,minicircle size,8,Measurement
165,dimensions of the kinetoplast disc,8,Measurement
166,ornithophilic simuliids,8,Group
167,Eusimulium securiforme,8,Taxon
168,T. avium complex,8,Taxon
169,Mycoplasma gallisepticum,9,Bacteria
170,house finches,9,Species
171,Carpodacus mexicanus,9,Species
172,blue jay,9,Species
173,Cyanocitta cristata,9,Species
174,American goldfinches,9,Species
175,Carduelis tristis,9,Species
176,North Carolina,9,Location
177,United States,9,Location
178,DNA,9,Molecule
179,random amplified polymorphic DNA,9,Technique
180,RAPD,9,Technique
181,vaccine,9,Product
182,reference strains,9,Product
183,commercial poultry,9,Industry
184,songbirds,9,Group
185,1994,9,Year
186,1996,9,Year
187,11 states,9,Location
188,Mycoplasma sturni,10,Species
189,blue jays,10,Species
190,northern mockingbirds,10,Species
191,Florida,10,Location
192,USA,10,Location
193,wildlife care facility,10,Location
194,Mimus polyglottos,10,Species
195,Cyanocitta cristata,10,Species
196,Carpodacus mexicanus,10,Species
197,Carduelis tristis,10,Species
198,Mycoplasma gallisepticum,10,Species
199,house finches,10,Species
200,American goldfinches,10,Species
201,conjunctivitis,10,Disease
202,sinusitis,10,Disease
203,epiphora,10,Disease
204,indirect immunofluorescence,10,Technique
205,songbirds,10,Group
206,Mycoplasmal conjunctivitis,11,Disease
207,songbirds,11,Species
208,New York,11,Location
209,house finches,11,Species
210,Carpodacus mexicanus,11,Species
211,Tompkins County,11,Location
212,USA,11,Location
213,Mycoplasma gallisepticum,11,Organism
214,MG,11,Abbreviation
215,February 1998,11,Date
216,November,11,Month
217,March,11,Month
218,winter,11,Season
219,American goldfinches,11,Species
220,Carduelis tristis,11,Species
