entity_id,entity,doc_id,label
1,Batrachochytrium dendrobatidis,1,Pathogen
2,Central Texas,1,Location
3,Salamander species,1,Species
4,Texas Salamander,1,Species
5,Blanco River Springs Salamander,1,Species
6,San Marcos Salamander,1,Species
7,Barton Springs Salamander,1,Species
8,Jollyville Plateau Salamander,1,Species
9,USA,1,Country
10,5.8S rRNA gene,1,Gene
11,Internal Transcribed Spacer (ITS) region,1,Region
12,Spirometra erinacei,2,Species
13,Cyclops,2,Organism
14,Rana nigromaculata,2,Organism
15,ICR mice,2,Organism
16,Dogs,2,Organism
17,Cats,2,Organism
18,Mesocyclops leuckarti,2,Organism
19,Eucyclops serrulatus,2,Organism
20,Coracidium,2,Stage of Development
21,Procercoids,2,Stage of Development
22,Plerocercoids,2,Stage of Development
23,Eggs,2,Stage of Development
24,Laboratory,2,Location
25,29 degrees C,2,Temperature
26,Protopolystoma xenopodis,4,Organism
27,Monogenea,4,Taxon
28,Polystomatidae,4,Family
29,African clawed toad,4,Host
30,Xenopus laevis,4,Species
31,South Wales,4,Location
32,United Kingdom,4,Location
33,Protopolystoma xenopodis,5,Parasite
34,Xenopus laevis,5,Host
35,Pseudodiplorchis americanus,5,Parasite
36,Scaphiopus couchii,5,Host
37,Polystoma,5,Parasite
38,Monogeneans,5,Parasite
39,Anuran amphibians,5,Host
40,Protopolystoma,6,Parasite
41,Xenopus laevis laevis,6,Host
42,Xenopus muelleri,6,Host
43,Protopolystoma xenopodis,6,Parasite
44,X. l. laevis,6,Host
45,Parasite,6,Pathogen
46,Xenopus spp.,6,Organism
47,Allopolyploid pathway,6,Evolutionary process
48,Protopolystoma xenopodis,7,Parasite
49,Xenopus laevis,7,Amphibian
50,South Africa,7,Country
51,Wales,7,Country
52,Africa,7,Continent
53,North Temperate,7,Habitat
54,Temperature,7,Environmental Factor
55,Egg Development,7,Life-Cycle Process
56,Water Temperature,7,Environmental Factor
57,Global Warming,7,Climate Change
58,Trypanosoma avium,8,Species
59,Raptors,8,Host
60,Birds,8,Host
61,Black flies,8,Vector
62,Hippoboscid flies,8,Vector
63,Mosquitoes,8,Vector
64,Biting midges,8,Vector
65,Czech Republic,8,Location
66,Slovak Republic,8,Location
67,Sparrowhawk,8,Host
68,Buzzard,8,Host
69,Lesser-spotted eagle,8,Host
70,Kestrel,8,Host
71,Eusimulium spp.,8,Vector
72,Ornithomyia avicularia,8,Vector
73,Culex pipiens pipiens,8,Vector
74,Culicoides spp.,8,Vector
75,Mycoplasma gallisepticum,9,Bacterial Organism
76,Songbirds,9,Host
77,House Finches,9,Host
78,Blue Jay,9,Host
79,American Goldfinches,9,Host
80,North Carolina,9,Location
81,United States,9,Location
82,Poultry,9,Host
83,Mycoplasma sturni,10,Mycoplasma
84,Blue Jays,10,Birds
85,Northern Mockingbirds,10,Birds
86,Florida,10,Location
87,USA,10,Location
88,House Finches,10,Birds
89,American Goldfinches,10,Birds
90,Mimus polyglottos,10,Birds
91,Cyanocitta cristata,10,Birds
92,Carpodacus mexicanus,10,Birds
93,Carduelis tristis,10,Birds
94,Mycoplasmal Conjunctivitis,11,Disease
95,Songbirds,11,Host
96,New York,11,Location
97,House Finches,11,Host
98,American Goldfinches,11,Host
99,Purple Finches,11,Host
100,Brown-Headed Cowbirds,11,Host
101,Tufted Titmice,11,Host
102,Mycoplasma Gallisepticum,11,Pathogen
103,DNA Fingerprints,11,Technique
104,Random Amplification of Polymorphic DNA,11,Technique
105,Plate Agglutination,11,Test
106,Mycoplasma gallisepticum,12,Bacteria
107,House Finch,12,Host
108,American Goldfinch,12,Host
109,House Sparrow,12,Host
110,Bird Species,12,Host
111,Conjunctival Sac,12,Anatomical Location
112,Mycoplasmosis,13,Disease
113,Evening Grosbeaks,13,Host
114,Pine Grosbeaks,13,Host
115,Quebec,13,Location
116,Canada,13,Location
117,Mycoplasma gallisepticum,13,Organism
118,House Finches,13,Host
119,American Gold Finches,13,Host
120,Eastern North America,13,Location
121,Mycoplasma gallisepticum,14,Bacteria
122,House Finches,14,Host
123,American Goldfinches,14,Host
124,Purple Finches,14,Host
125,House Sparrows,14,Host
126,North America,14,Location
127,Birds,14,Host
128,Mycoplasmal Conjunctivitis,15,Disease
129,Wild Songbirds,15,Host
130,House Finches,15,Host
131,American Goldfinch,15,Host
132,Mycoplasma gallisepticum,15,Pathogen
133,Poultry,15,Host
134,Mid-Atlantic Region,15,Location
135,Eastern United States,15,Location
136,Canada,15,Location
137,Human Diseases,15,Category
138,Mycoplasmal Conjunctivitis,16,Disease
139,European Starling,16,Host
140,Mycoplasma sturni,16,Bacteria
141,Conjunctiva,16,Anatomical Structure
142,House Finches,16,Host
143,Mycoplasma gallisepticum,16,Bacteria
144,Glucose,16,Substance
145,Chicken Erythrocytes,16,Biological Material
146,Passerine Species,16,Group
147,House Finches,17,Species
148,Eastern North America,17,Region
149,Washington D.C.,17,Location
150,Mycoplasma gallisepticum,17,Pathogen
151,Conjunctivitis,17,Disease
152,November 1994,17,Time
153,March 1997,17,Time
154,Suburban,17,Location
155,USA,17,Country
156,Carpodacus mexicanus,17,Species
157,Mycoplasma gallisepticum,18,Mycoplasma
158,Carpodacus mexicanus,18,House Finches
159,Eastern USA,18,Region
160,November 1994,18,Date
161,October 1996,18,Date
162,Volunteers,18,Researchers
163,Residential bird feeding sites,18,Locations
164,Questionnaires,18,Data Collection
165,Health status,18,Attribute
166,Bird feeders,18,Attribute
167,Neighborhood housing locale,18,Attribute
168,Altitude,18,Attribute
169,Sympatric passerine species,18,Species
170,Platform type feeders,18,Type of Feeder
171,Hopper type feeders,18,Type of Feeder
172,Tube type feeders,18,Type of Feeder
173,Year of the study,18,Attribute
174,Season,18,Attribute
175,Logistic regression model,18,Model
176,Conjunctivitis,18,Disease
177,Bird feeding activities,18,Activity
178,Mycoplasma gallisepticum,19,Organism
179,House Finches,19,Host
180,Carpodacus mexicanus,19,Species
181,Serum plate agglutination (SPA),19,Test
182,Hemagglutination inhibition (HI),19,Test
183,Enzyme-linked immunosorbent assay (ELISA),19,Test
184,House Finch,20,Species
185,Mycoplasma gallisepticum,20,Mycoplasma
186,Alabama,20,Location
187,USA,20,Location
188,Auburn,20,Location
189,March 1998,20,Time
190,February 1999,20,Time
191,September,20,Time
192,November,20,Time
193,1996,20,Time
194,1999,20,Time
195,Serum Plate Agglutination,20,Assay
196,Polymerase Chain Reaction,20,Assay
197,Mycoplasma gallisepticum,21,Bacteria
198,House Finches,21,Birds
199,Poultry Production Facilities,21,Facilities
200,Northeast Georgia,21,Location
201,Tufted Titmice,21,Birds
202,Poultry,21,Industry
203,Passerine Birds,21,Birds
204,Serum Plate Agglutination,21,Test
205,Polymerase Chain Reaction,21,Test
206,Hemagglutination Inhibition,21,Test
207,Histopathology,21,Test
208,Biosecurity,21,Recommendation
209,Mycoplasma gallisepticum,22,Pathogen
210,House Finch,22,Host
211,Chickens,22,Host
212,Turkeys,22,Host
213,Carpodacus mexicanus,22,Species
214,United States,22,Location
215,pvpA gene,22,Gene
216,Polymerase Chain Reaction,22,Technique
217,Restriction Fragment Length Polymorphism,22,Technique
218,Nucleotide Sequencing,22,Technique
219,PvpA,22,Protein
