entity_id,entity,doc_id,label
1,Batrachochytrium dendrobatidis,1,Pathogen
2,Eurycea neotenes,1,Species
3,Eurycea pterophila,1,Species
4,Eurycea nana,1,Species
5,Eurycea sosorum,1,Species
6,Eurycea tonkawae,1,Species
7,Texas salamander,1,Species
8,Blanco River Springs salamander,1,Species
9,San Marcos salamander,1,Species
10,Barton Springs salamander,1,Species
11,Jollyville Plateau salamander,1,Species
12,USA,1,Country
13,Central Texas,1,Region
14,5.8S rRNA gene,1,Gene
15,ITS,1,Region
16,PCR,1,Technique
17,Nested PCR protocol,1,Protocol
18,Nonconsumptive tail clippings,1,Sample type
19,Spirometra erinacei,2,Species
20,Cyclops,2,Species
21,Rana nigromaculata,2,Species
22,ICR mice,2,Species
23,Dogs,2,Species
24,Cats,2,Species
25,Mesocyclops leuckarti,2,Species
26,Eucyclops serrulatus,2,Species
27,Coracidium,2,Stage of development
28,Procercoids,2,Stage of development
29,Plerocercoids,2,Stage of development
30,Batrachochytrium dendrobatidis,3,Pathogen
31,Xenopus,3,Host
32,Xenopus laevis,3,Host
33,Chytridiomycosis,3,Disease
34,Africa,3,Region
35,Southern Africa,3,Region
36,Amphibian,3,Group
37,Fungus,3,Type
38,Chytrid,3,Type
39,1938,3,Year
40,1879,3,Year
41,1999,3,Year
42,Mid-1930s,3,Time Period
43,Protopolystoma xenopodis,4,Species
44,Monogenea,4,Taxon
45,Polystomatidae,4,Family
46,Xenopus laevis,4,Species
47,African clawed toad,4,Common name
48,Temperature,4,Environmental factor
49,Oviposition rate,4,Biological process
50,Eggs,4,Biological entity
51,Worms,4,Biological entity
52,South Wales,4,Geographic location
53,U.K.,4,Geographic location
54,Natural sites,4,Geographic location
55,Host factors,5,Concept
56,Monogenean infections,5,Disease
57,Polystomatid monogeneans,5,Organism
58,Polystoma species,5,Organism
59,Anuran amphibians,5,Organism
60,Pseudodiplorchis americanus,5,Organism
61,Scaphiopus couchii,5,Organism
62,Protopolystoma xenopodis,5,Organism
63,Xenopus laevis,5,Organism
64,Environmental factors,5,Concept
65,Temperature,5,Concept
66,Behaviour,5,Concept
67,Population density,5,Concept
68,Parasite factors,5,Concept
69,Intra-specific competitive interactions,5,Concept
70,Inter-specific competitive interactions,5,Concept
71,Survivorship,5,Concept
72,Reproductive output,5,Concept
73,Immune response,5,Concept
74,Adult worms,5,Organism
75,Eggs,5,Organism
76,Field studies,5,Study
77,Laboratory experiments,5,Study
78,Parasite,6,Organism
79,Protopolystoma spp.,6,Organism
80,Xenopus laevis laevis,6,Species
81,Xenopus muelleri,6,Species
82,F1 hybrids,6,Organism
83,Host,6,Organism
84,X. l. laevis,6,Species
85,P. xenopodis,6,Organism
86,Genotype,6,Concept
87,Pathogen,6,Organism
88,Allopolyploid speciation,6,Concept
89,Hybrid resistance,6,Concept
90,Infectivity,6,Concept
91,Host-specific infectivity,6,Concept
92,Sympatric zone,6,Location
93,Local areas,6,Location
94,Xenopus spp.,6,Species
95,Protopolystoma xenopodis,7,Parasite
96,Xenopus laevis,7,Host
97,South Africa,7,Location
98,Wales,7,Location
99,1960s,7,Time
100,10°C,7,Temperature
101,12°C,7,Temperature
102,15°C,7,Temperature
103,18°C,7,Temperature
104,20°C,7,Temperature
105,25°C,7,Temperature
106,15·5°C,7,Temperature
107,May,7,Time
108,July,7,Time
109,September,7,Time
