source_text,target_text,relation_type,doc_id
Leptospira,Procyon lotor,infects,59826
Procyon lotor,Leptospira,hosts,59826
Leptospira,Mephitis mephitis,infects,59826
Mephitis mephitis,Leptospira,hosts,59826
Leptospira,Didelphis virginiana,infects,59826
Didelphis virginiana,Leptospira,hosts,59826
Leptospira,Sciurus carolinensis,infects,59826
Sciurus carolinensis,Leptospira,hosts,59826
Leptospira,Didelphis virginiana,does not infect,59826
Didelphis virginiana,Leptospira,does not host,59826
Connecticut,peridomestic wildlife,location of,59826
northeastern United States,domestic dogs,location of,59826
Leptospirosis,Leptospira,disease caused by,59826
domestic dogs,Leptospirosis,hosts,59826
humans,Leptospirosis,hosts,59826
rabies virus,jackal,infects,58605
canine parvovirus (CPV-2),jackal,infects,58605
canine distemper virus (CDV),jackal,infects,58605
Ehrlichia canis,jackal,infects,58605
jackal,rabies virus,hosts,58605
jackal,canine parvovirus (CPV-2),hosts,58605
jackal,canine distemper virus (CDV),hosts,58605
jackal,Ehrlichia canis,hosts,58605
black-backed jackal,rabies virus,hosts,58605
black-backed jackal,canine parvovirus (CPV-2),hosts,58605
black-backed jackal,canine distemper virus (CDV),hosts,58605
black-backed jackal,Ehrlichia canis,hosts,58605
golden jackal,canine parvovirus (CPV-2),hosts,58605
side-striped jackal,canine parvovirus (CPV-2),hosts,58605
side-striped jackal,canine distemper virus (CDV),hosts,58605
Herpesvirus,Pacific harbor seal,infects,59830
Pacific harbor seal,Herpesvirus,hosts,59830
Herpesvirus,sepsis,causes,59830
Herpesvirus,bacterial omphalophlebitis,causes,59830
Herpesvirus,pneumonia,causes,59830
Herpesvirus,gastroenteritis,causes,59830
Herpesvirus,thymic atrophy,causes,59830
Herpesvirus,hepatic necrosis,causes,59830
Herpesvirus,lymphopenia,causes,59830
Herpesvirus,electron microscopy,detected by,59830
Herpesvirus,viral particles,produces,59830
phocine adrenal and kidney cell lines,Herpesvirus,hosts,59830
adrenal tissue homogenate,Herpesvirus,contains,59830
cell cultures,cytopathic effect,show,59830
male seals,Herpesvirus,affected by,59830
female seals,Herpesvirus,affected by,59830
seal pups,Herpesvirus,affected by,59830
California,Pacific harbor seal,location of,59830
USA,Pacific harbor seal,location of,59830
island fox,canine adenovirus,hosts,59699
island fox,canine parvovirus,hosts,59699
island fox,canine herpesvirus,hosts,59699
island fox,canine coronavirus,hosts,59699
island fox,leptospirosis,hosts,59699
island fox,toxoplasmosis,hosts,59699
island fox,canine distemper virus,does not host,59699
Pestivirus,Pyrenean Chamois,infects,59904
Pyrenean Chamois,Pestivirus,hosts,59904
Pestivirus,Rupicapra pyrenaica pyrenaica,does not infect,59904
Rupicapra pyrenaica pyrenaica,Pestivirus,does not host,59904
Spain,Pyrenean Chamois,location of,59904
border disease virus,Rupicapra pyrenaica,infects,59578
Rupicapra pyrenaica,border disease virus,hosts,59578
Rupicapra pyrenaica,central Pyrenees,lives in,59578
Rupicapra pyrenaica,NE Spain,lives in,59578
Rupicapra pyrenaica,abscesses,has,59578
Rupicapra pyrenaica,pneumonia,has,59578
Rupicapra pyrenaica,subcutaneous infection,has,59578
Rupicapra pyrenaica,orchitis,has,59578
Rupicapra pyrenaica,cachexia,has,59578
Rupicapra pyrenaica,edema,has,59578
Rupicapra pyrenaica,gliosis,has,59578
Rupicapra pyrenaica,espongiosis,has,59578
Rupicapra pyrenaica,cariorrexis,has,59578
Rupicapra pyrenaica,neuronal multifocal necrosis,has,59578
Rupicapra pyrenaica,perivascular mononuclear inflammatory infiltrate,has,59578
Rupicapra pyrenaica,follicular atrophy,has,59578
Rupicapra pyrenaica,epidermal hyperplasia,has,59578
Rupicapra pyrenaica,orthokeratotic hyperkeratosis,has,59578
Rupicapra pyrenaica,follicular hyperkeratosis,has,59578
Rupicapra pyrenaica,hypermelanosis,has,59578
Rupicapra pyrenaica,haemosiderin deposits,has,59578
Rupicapra pyrenaica,kidney cloissone,has,59578
Rupicapra pyrenaica,intraeritrocitic parasites,has,59578
border disease virus,RT-PCR,detected by,59578
border disease virus,monoclonal antibodies,detected by,59578
Mirounga angustirostris,Urate nephrolithiasis,hosts,59831
Zalophus californianus,Urate nephrolithiasis,hosts,59831
Urate nephrolithiasis,Mirounga angustirostris,infects,59831
Urate nephrolithiasis,Zalophus californianus,infects,59831
Mirounga angustirostris,Urate nephrolithiasis,does not host,59831
Zalophus californianus,Urate nephrolithiasis,does not host,59831
Ehrlichia spp.,Odocoileus virginianus,infects,59842
Odocoileus virginianus,Ehrlichia spp.,hosts,59842
Ehrlichia chaffeensis,Odocoileus virginianus,infects,59842
Odocoileus virginianus,Ehrlichia chaffeensis,hosts,59842
Ehrlichia equi,Odocoileus virginianus,infects,59842
Odocoileus virginianus,Ehrlichia equi,hosts,59842
Amblyomma americanum,Odocoileus virginianus,found on,59842
Ixodes scapularis,Odocoileus virginianus,found on,59842
Ehrlichia spp.,serologic,detected by,59842
Ehrlichia spp.,molecular,detected by,59842
Ehrlichia spp.,culture,detected by,59842
Ehrlichia spp.,indirect fluorescent antibody testing,detected by,59842
Ehrlichia spp.,nested polymerase chain reaction,detected by,59842
Ehrlichia chaffeensis,inguinal lymph node,isolated from,59842
Ehrlichia spp.,human ehrlichioses,causes,59842
Syncerus caffer,Brucella abortus,hosts,59912
Syncerus caffer,foot-and-mouth disease,hosts,59912
Syncerus caffer,bovine herpes virus types 1 and 2,hosts,59912
Syncerus caffer,lumpy skin disease,hosts,59912
Syncerus caffer,bovine viral diarrhoea,hosts,59912
Syncerus caffer,Akabane,hosts,59912
Syncerus caffer,bovine ephemeral fever,hosts,59912
Syncerus caffer,bluetongue,hosts,59912
Syncerus caffer,enzootic bovine leucosis,hosts,59912
Syncerus caffer,African horse sickness,hosts,59912
Connochaetes taurinus,Brucella abortus,hosts,59912
Connochaetes taurinus,foot-and-mouth disease,hosts,59912
Connochaetes taurinus,bovine herpes virus types 1 and 2,hosts,59912
Connochaetes taurinus,lumpy skin disease,hosts,59912
Connochaetes taurinus,bovine viral diarrhoea,hosts,59912
Connochaetes taurinus,Akabane,hosts,59912
Connochaetes taurinus,bovine ephemeral fever,hosts,59912
Connochaetes taurinus,bluetongue,hosts,59912
Connochaetes taurinus,enzootic bovine leucosis,hosts,59912
Connochaetes taurinus,African horse sickness,hosts,59912
Damaliscus korrigum,Brucella abortus,hosts,59912
Damaliscus korrigum,foot-and-mouth disease,hosts,59912
Damaliscus korrigum,bovine herpes virus types 1 and 2,hosts,59912
Damaliscus korrigum,lumpy skin disease,hosts,59912
Damaliscus korrigum,bovine viral diarrhoea,hosts,59912
Damaliscus korrigum,Akabane,hosts,59912
Damaliscus korrigum,bovine ephemeral fever,hosts,59912
Damaliscus korrigum,bluetongue,hosts,59912
Damaliscus korrigum,enzootic bovine leucosis,hosts,59912
Damaliscus korrigum,African horse sickness,hosts,59912
Zebra,African horse sickness,hosts,59912
wart hog,African swine fever,hosts,59912
Staphylococcus aureus,valvular endocarditis,is associated with,59921
parainfluenza 3 virus,Bison bison,infects,58455
Bison bison,parainfluenza 3 virus,hosts,58455
Domestic cattle,parainfluenza 3 virus,is hypothesized as the source for the infection of,58455
Puma concolor,feline immunodeficiency virus,hosts,59903
Puma concolor,feline parvovirus,hosts,59903
Puma concolor,feline coronavirus,hosts,59903
Puma concolor,feline calicivirus,hosts,59903
Puma concolor,canine distemper virus,hosts,59903
Puma concolor,feline herpesvirus,hosts,59903
Puma concolor,Yersinia pestis,hosts,59903
Puma concolor,feline herpesvirus,does not host,59903
Monachus schauinslandi,phocine herpesvirus-1,hosts,59836
phocine herpesvirus-1,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Leptospira bratislava,hosts,59836
Leptospira bratislava,Monachus schauinslandi,infects,59836
Monachus schauinslandi,L. hardjo,hosts,59836
L. hardjo,Monachus schauinslandi,infects,59836
Monachus schauinslandi,L. icterohaemorrhagiae,hosts,59836
L. icterohaemorrhagiae,Monachus schauinslandi,infects,59836
Monachus schauinslandi,L. pomona,hosts,59836
L. pomona,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Brucella spp.,hosts,59836
Brucella spp.,Monachus schauinslandi,infects,59836
Monachus schauinslandi,B. canis,hosts,59836
B. canis,Monachus schauinslandi,does not infect,59836
Monachus schauinslandi,Chlamydophila abortus,hosts,59836
Chlamydophila abortus,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Toxoplasma gondii,hosts,59836
Toxoplasma gondii,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Dirofilaria immitis,hosts,59836
Dirofilaria immitis,Monachus schauinslandi,infects,59836
Monachus schauinslandi,morbilliviruses,hosts,59836
morbilliviruses,Monachus schauinslandi,does not infect,59836
Monachus schauinslandi,influenza A virus,hosts,59836
